player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role,cluster_id,cluster_label,archetype_role
TL Suman,Sunrisers Hyderabad,2013.0,51.83,63.25,57.54,False,True,bowling_allrounder,676.0,39.0,575.0,17.33,117.57,middle_order,6.0,11.0,150.0,0.545,7.88,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
TM Dilshan,Delhi Capitals,2013.0,58.35,51.24,54.8,False,False,utility_player,1153.0,50.0,1007.0,23.06,114.5,anchor_opener,5.0,25.0,271.0,0.2,8.1,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
TM Head,Sunrisers Hyderabad,2026.0,82.85,50.85,66.85,False,False,utility_player,1408.0,46.0,834.0,30.61,168.82,aggressive_opener,2.0,6.0,58.0,0.333,11.69,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
TM Srivastava,Punjab Kings,2009.0,26.39,0.0,13.2,False,False,pure_batter,8.0,3.0,11.0,2.67,72.73,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
TP Sudhindra,Sunrisers Hyderabad,2012.0,0.0,53.77,26.88,False,False,pure_bowler,,,,,,,1.0,3.0,70.0,0.333,11.66,powerplay_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
TR Birt,Delhi Capitals,2011.0,50.51,0.0,25.26,False,False,pure_batter,75.0,5.0,58.0,15.0,129.31,finisher,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
TS Mills,Royal Challengers Bengaluru,2022.0,20.56,83.54,52.05,False,False,pure_bowler,8.0,5.0,14.0,1.6,57.14,tailender,11.0,10.0,209.0,1.1,9.85,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
TU Deshpande,Rajasthan Royals,2026.0,58.28,82.92,70.6,False,False,pure_bowler,53.0,9.0,33.0,5.89,160.61,tailender,55.0,51.0,1061.0,1.078,10.02,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Tanush Kotian,Rajasthan Royals,2024.0,35.5,0.0,17.75,False,False,pure_batter,24.0,1.0,31.0,24.0,77.42,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Tejas Baroka,Gujarat Lions,2017.0,0.0,43.38,21.69,False,False,unknown,,,,,,,0.0,1.0,21.0,0.0,9.43,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
Tilak Varma,Mumbai Indians,2026.0,75.13,46.04,60.58,False,False,pure_batter,1687.0,59.0,1149.0,28.59,146.82,finisher,0.0,4.0,22.0,0.0,7.64,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
U Kaul,Punjab Kings,2008.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,1.0,0.0,0.0,tailender,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
UA Birla,Pune Warriors,2013.0,19.95,0.0,9.98,False,False,pure_batter,7.0,1.0,14.0,7.0,50.0,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
UBT Chand,Delhi Capitals,2016.0,44.75,0.0,22.38,False,False,pure_batter,300.0,20.0,300.0,15.0,100.0,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
UT Khawaja,Rising Pune Supergiant,2016.0,61.85,0.0,30.92,False,False,pure_batter,127.0,6.0,100.0,21.17,127.0,aggressive_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
UT Yadav,Kolkata Knight Riders,2024.0,37.73,81.23,59.48,False,True,bowling_allrounder,208.0,48.0,201.0,4.33,103.48,tailender,144.0,147.0,3050.0,0.98,8.49,powerplay_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
Umar Gul,Kolkata Knight Riders,2008.0,75.25,117.65,96.45,False,False,pure_bowler,39.0,4.0,19.0,9.75,205.26,tailender,12.0,6.0,135.0,2.0,8.18,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Umran Malik,Sunrisers Hyderabad,2023.0,51.92,86.26,69.09,False,False,pure_bowler,23.0,5.0,16.0,4.6,143.75,tailender,29.0,26.0,493.0,1.115,9.4,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Urvil Patel,Chennai Super Kings,2026.0,93.3,0.0,46.65,False,False,pure_batter,72.0,4.0,35.0,18.0,205.71,top_order_aggressor,,,,,,,4,allrounder_pure_bowler_cluster_4,pure_bowler
V Kaverappa,Punjab Kings,2024.0,0.0,117.85,58.92,False,False,pure_bowler,,,,,,,2.0,1.0,24.0,2.0,9.0,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
V Kohli,Royal Challengers Bengaluru,2026.0,73.36,47.35,60.36,False,False,utility_player,9040.0,268.0,6748.0,33.73,133.97,aggressive_opener,4.0,26.0,251.0,0.154,8.8,middle_overs_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
V Nigam,Delhi Capitals,2026.0,75.32,70.87,73.1,True,False,batting_allrounder,154.0,9.0,86.0,17.11,179.07,lower_order_hitter,13.0,17.0,276.0,0.765,9.46,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
V Pratap Singh,Sunrisers Hyderabad,2012.0,0.0,84.6,42.3,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,10.0,9.0,204.0,1.111,8.71,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
V Puthur,Mumbai Indians,2025.0,0.0,86.69,43.34,False,False,pure_bowler,,,,,,,6.0,5.0,72.0,1.2,9.08,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
V Sehwag,Delhi Capitals,2015.0,73.69,58.13,65.91,True,False,batting_allrounder,2728.0,104.0,1755.0,26.23,155.44,aggressive_opener,6.0,15.0,136.0,0.4,10.37,middle_overs_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
V Shankar,Sunrisers Hyderabad,2025.0,57.53,59.25,58.39,True,False,batting_allrounder,1233.0,63.0,950.0,19.57,129.79,finisher,9.0,22.0,238.0,0.409,8.67,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
V Suryavanshi,Rajasthan Royals,2026.0,111.55,0.0,55.78,False,False,pure_batter,656.0,17.0,292.0,38.59,224.66,aggressive_opener,,,,,,,4,allrounder_pure_bowler_cluster_4,pure_bowler
V Viyaskanth,Sunrisers Hyderabad,2024.0,51.45,56.14,53.8,False,False,pure_bowler,7.0,1.0,5.0,7.0,140.0,tailender,1.0,3.0,60.0,0.333,8.6,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
VG Arora,Kolkata Knight Riders,2026.0,13.28,85.96,49.62,False,False,pure_bowler,10.0,11.0,27.0,0.91,37.04,tailender,45.0,39.0,806.0,1.154,9.71,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
VH Zol,Royal Challengers Bengaluru,2014.0,44.11,0.0,22.06,False,False,pure_batter,29.0,2.0,26.0,14.5,111.54,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
VR Aaron,Royal Challengers Bengaluru,2020.0,25.76,77.67,51.72,False,False,pure_bowler,50.0,12.0,72.0,4.17,69.44,tailender,44.0,50.0,994.0,0.88,8.94,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
VR Iyer,Kolkata Knight Riders,2026.0,68.03,52.67,60.35,False,False,utility_player,1509.0,58.0,1099.0,26.02,137.31,aggressive_opener,3.0,9.0,81.0,0.333,10.59,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
VRV Singh,Punjab Kings,2008.0,47.37,68.13,57.75,False,False,pure_bowler,4.0,2.0,3.0,2.0,133.33,tailender,12.0,18.0,360.0,0.667,9.03,death_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
VS Malik,Punjab Kings,2014.0,36.22,63.84,50.03,False,False,pure_bowler,7.0,2.0,7.0,3.5,100.0,tailender,6.0,13.0,205.0,0.462,7.64,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
VS Yeligati,Mumbai Indians,2008.0,35.7,41.96,38.83,False,False,pure_batter,2.0,1.0,2.0,2.0,100.0,tailender,0.0,2.0,30.0,0.0,11.8,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
VVS Laxman,Sunrisers Hyderabad,2011.0,47.9,0.0,23.95,False,False,pure_batter,282.0,20.0,267.0,14.1,105.62,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
VY Mahesh,Delhi Capitals,2008.0,20.5,89.07,54.78,False,False,pure_bowler,15.0,5.0,27.0,3.0,55.56,tailender,21.0,17.0,339.0,1.235,8.83,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Vijaykumar Vyshak,Royal Challengers Bengaluru,2024.0,42.06,79.64,60.85,False,False,pure_bowler,14.0,4.0,12.0,3.5,116.67,tailender,23.0,22.0,453.0,1.045,10.53,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Virat Singh,Sunrisers Hyderabad,2021.0,22.82,0.0,11.41,False,False,pure_batter,15.0,2.0,26.0,7.5,57.69,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Vishnu Vinod,Royal Challengers Bengaluru,2023.0,42.66,0.0,21.33,False,False,pure_batter,56.0,6.0,57.0,9.33,98.25,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Vivrant Sharma,Sunrisers Hyderabad,2023.0,105.53,42.02,73.78,False,False,pure_batter,69.0,1.0,47.0,69.0,146.81,anchor_opener,0.0,2.0,18.0,0.0,12.33,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
W Jaffer,Royal Challengers Bengaluru,2009.0,50.79,0.0,25.4,False,False,pure_batter,130.0,8.0,121.0,16.25,107.44,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
W O'Rourke,Lucknow Super Giants,2025.0,0.0,110.94,55.47,False,False,pure_bowler,,,,,,,6.0,3.0,62.0,2.0,12.77,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
WA Mota,Punjab Kings,2009.0,28.58,65.43,47.0,False,False,pure_bowler,56.0,8.0,75.0,7.0,74.67,middle_order,4.0,7.0,72.0,0.571,8.08,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
WD Parnell,Pune Warriors,2023.0,30.19,84.82,57.5,False,False,utility_player,65.0,13.0,80.0,5.0,81.25,tailender,35.0,33.0,723.0,1.061,7.78,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
WG Jacks,Mumbai Indians,2026.0,72.72,63.65,68.18,True,True,batting_allrounder,509.0,20.0,325.0,25.45,156.62,top_order_anchor,8.0,14.0,144.0,0.571,9.96,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
WP Saha,Punjab Kings,2024.0,58.76,0.0,29.38,False,False,pure_batter,2934.0,143.0,2300.0,20.52,127.57,aggressive_opener,,,,,,,5,allrounder_pure_batter_cluster_5,pure_batter
WPUJC Vaas,Sunrisers Hyderabad,2010.0,41.41,97.33,69.37,False,False,pure_bowler,81.0,11.0,73.0,7.36,110.96,tailender,18.0,13.0,282.0,1.385,7.55,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Washington Sundar,Royal Challengers Bengaluru,2026.0,53.54,66.58,60.06,False,True,bowling_allrounder,680.0,52.0,523.0,13.08,130.02,middle_order,40.0,66.0,1150.0,0.606,7.76,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
X Thalaivan Sargunam,Sunrisers Hyderabad,2013.0,24.09,0.0,12.04,False,False,pure_batter,10.0,1.0,17.0,10.0,58.82,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
XC Bartlett,Punjab Kings,2026.0,42.35,65.55,53.95,False,False,pure_bowler,22.0,2.0,20.0,11.0,110.0,tailender,7.0,11.0,214.0,0.636,11.02,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Y Gnaneswara Rao,Kochi Tuskers Kerala,2011.0,45.77,49.7,47.74,False,False,pure_batter,19.0,1.0,17.0,19.0,111.76,middle_order,0.0,1.0,6.0,0.0,7.0,part_time_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Y Nagar,Delhi Capitals,2012.0,45.0,59.01,52.0,False,False,utility_player,285.0,20.0,259.0,14.25,110.04,tailender,4.0,8.0,66.0,0.5,11.36,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Y Prithvi Raj,Kolkata Knight Riders,2019.0,0.0,59.61,29.8,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,1.0,2.0,30.0,0.5,11.4,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Y Venugopal Rao,Sunrisers Hyderabad,2014.0,54.23,53.71,53.97,False,False,utility_player,985.0,52.0,836.0,18.94,117.82,finisher,6.0,20.0,216.0,0.3,9.36,middle_overs_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
YA Abdulla,Punjab Kings,2010.0,0.0,95.22,47.61,False,False,pure_bowler,0.0,1.0,1.0,0.0,0.0,tailender,15.0,11.0,209.0,1.364,8.81,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
YBK Jaiswal,Rajasthan Royals,2026.0,79.79,25.6,52.7,False,False,pure_batter,2478.0,76.0,1613.0,32.61,153.63,aggressive_opener,0.0,1.0,1.0,0.0,36.0,part_time_bowler,3,allrounder_pure_batter_cluster_3,pure_batter
YK Pathan,Kolkata Knight Riders,2019.0,64.81,64.08,64.44,True,True,batting_allrounder,3204.0,153.0,2241.0,20.94,142.97,finisher,42.0,82.0,1147.0,0.512,7.4,powerplay_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
YS Chahal,Royal Challengers Bengaluru,2022.0,15.82,89.95,52.89,False,False,utility_player,37.0,17.0,86.0,2.18,43.02,tailender,228.0,179.0,3941.0,1.274,8.03,middle_overs_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
YV Dhull,Delhi Capitals,2023.0,26.21,0.0,13.1,False,False,pure_batter,16.0,3.0,23.0,5.33,69.57,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
YV Takawale,Mumbai Indians,2014.0,50.47,0.0,25.24,False,False,pure_batter,192.0,10.0,178.0,19.2,107.87,anchor_opener,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Yash Dayal,Royal Challengers Bengaluru,2025.0,15.9,78.67,47.28,False,False,pure_bowler,4.0,4.0,9.0,1.0,44.44,tailender,41.0,43.0,871.0,0.953,9.58,powerplay_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Yash Raj Punja,Rajasthan Royals,2026.0,0.0,97.52,48.76,False,False,pure_bowler,,,,,,,3.0,2.0,48.0,1.5,8.25,part_time_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Yash Thakur,Lucknow Super Giants,2025.0,0.0,85.88,42.94,False,False,pure_bowler,,,,,,,25.0,21.0,443.0,1.19,10.43,death_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
Yashpal Singh,Kolkata Knight Riders,2009.0,29.04,0.0,14.52,False,False,pure_batter,47.0,4.0,66.0,11.75,71.21,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Younis Khan,Rajasthan Royals,2008.0,16.05,0.0,8.02,False,False,pure_batter,3.0,1.0,7.0,3.0,42.86,middle_order,,,,,,,0,allrounder_pure_batter_cluster_0,pure_batter
Yudhvir Singh,Lucknow Super Giants,2024.0,50.05,76.87,63.46,False,False,pure_bowler,22.0,4.0,16.0,5.5,137.5,tailender,8.0,9.0,138.0,0.889,11.0,powerplay_bowler,4,allrounder_pure_bowler_cluster_4,pure_bowler
Yuvraj Singh,Punjab Kings,2019.0,61.62,62.03,61.82,True,False,batting_allrounder,2750.0,126.0,2120.0,21.83,129.72,finisher,36.0,73.0,869.0,0.493,7.44,middle_overs_bowler,5,allrounder_pure_batter_cluster_5,pure_batter
Z Khan,Royal Challengers Bengaluru,2017.0,30.56,83.56,57.06,False,False,utility_player,117.0,27.0,141.0,4.33,82.98,tailender,102.0,99.0,2200.0,1.03,7.59,powerplay_bowler,2,allrounder_bowling_allrounder_cluster_2,bowling_allrounder
Zeeshan Ansari,Sunrisers Hyderabad,2025.0,0.0,62.96,31.48,False,False,pure_bowler,,,,,,,6.0,10.0,203.0,0.6,9.84,middle_overs_bowler,1,allrounder_pure_bowler_cluster_1,pure_bowler
