player,team,season_start_year,batting_strength_score,bowling_strength_score,allrounder_index,is_batting_allrounder,is_bowling_allrounder,allrounder_role,total_runs,total_matches,total_balls_faced,avg_runs,strike_rate,batting_role,total_wickets,total_matches_bowled,total_balls_bowled,avg_wickets_per_match,economy_rate,bowling_role
AJ Kaushik,Nagaland,2018.0,58.98,0.0,29.49,False,False,pure_batter,47.0,2.0,46.0,23.5,102.17,anchor_opener,,,,,,
AK Chahal,Haryana,2018.0,49.93,87.03,68.48,False,False,pure_bowler,28.0,3.0,21.0,9.33,133.33,tailender,7.0,6.0,114.0,1.167,8.11,powerplay_bowler
AK Sarkar,Tripura,2023.0,31.81,53.42,42.62,False,False,pure_bowler,8.0,4.0,9.0,2.0,88.89,tailender,2.0,7.0,120.0,0.286,8.65,powerplay_bowler
AKS Bains,Himachal,2022.0,54.96,0.0,27.48,False,False,pure_batter,433.0,23.0,362.0,18.83,119.61,aggressive_opener,,,,,,
AL Menaria,Rajasthan,2022.0,48.44,64.09,56.26,False,False,utility_player,232.0,15.0,208.0,15.47,111.54,middle_order,2.0,4.0,66.0,0.5,5.27,middle_overs_bowler
AM Joshi,Uttarakhand,2019.0,72.06,0.0,36.03,False,False,pure_batter,17.0,1.0,9.0,17.0,188.89,anchor_opener,,,,,,
AM Nayar,Mumbai,2015.0,67.6,69.61,68.6,True,False,batting_allrounder,135.0,6.0,95.0,22.5,142.11,finisher,6.0,8.0,144.0,0.75,7.67,middle_overs_bowler
AM Rahane,Mumbai,2024.0,75.75,0.0,37.88,False,False,pure_batter,682.0,20.0,489.0,34.1,139.47,aggressive_opener,,,,,,
AM Reddy,Andhra,2022.0,36.13,0.0,18.07,False,False,pure_batter,29.0,3.0,31.0,9.67,93.55,anchor_opener,,,,,,
AN Ahmed,Assam,2021.0,38.85,86.33,62.59,False,False,utility_player,85.0,14.0,81.0,6.07,104.94,tailender,25.0,23.0,402.0,1.087,7.1,powerplay_bowler
AN Chauhan,Himachal,2017.0,22.34,94.9,58.62,False,False,pure_bowler,10.0,2.0,17.0,5.0,58.82,tailender,7.0,5.0,96.0,1.4,8.69,death_bowler
AN Ghosh,Railways,2017.0,37.52,0.0,18.76,False,False,pure_batter,81.0,5.0,89.0,16.2,91.01,middle_order,,,,,,
AN Longchar,Nagaland,2019.0,21.72,47.12,34.42,False,False,pure_batter,46.0,5.0,87.0,9.2,52.87,anchor_opener,0.0,1.0,5.0,0.0,7.2,part_time_bowler
AP Majumdar,Bengal,2020.0,65.47,73.58,69.53,False,False,pure_batter,144.0,7.0,111.0,20.57,129.73,middle_order,1.0,1.0,6.0,1.0,14.0,part_time_bowler
AP Sharma,Services,2018.0,20.03,71.8,45.92,False,False,pure_bowler,5.0,3.0,9.0,1.67,55.56,tailender,4.0,6.0,108.0,0.667,6.61,middle_overs_bowler
AP Tare,Mumbai,2022.0,65.17,0.0,32.58,False,False,pure_batter,1009.0,42.0,755.0,24.02,133.64,aggressive_opener,,,,,,
AR Bawne,Maharashtra,2018.0,56.34,0.0,28.17,False,False,pure_batter,223.0,14.0,176.0,15.93,126.7,finisher,,,,,,
AR Easwaran,Bengal,2023.0,68.82,0.0,34.41,False,False,pure_batter,569.0,20.0,439.0,28.45,129.61,top_order_anchor,,,,,,
AR Kumar,Himachal,2020.0,42.61,0.0,21.3,False,False,pure_batter,115.0,8.0,119.0,14.38,96.64,middle_order,,,,,,
AR Lamba,Rajasthan,2021.0,20.32,73.61,46.96,False,False,pure_bowler,5.0,2.0,9.0,2.5,55.56,tailender,4.0,5.0,108.0,0.8,9.11,powerplay_bowler
AR Mokhade,Vidarbha,2022.0,17.85,0.0,8.93,False,False,pure_batter,1.0,1.0,2.0,1.0,50.0,middle_order,,,,,,
AR Pandey,Railways,2023.0,51.33,55.05,53.19,False,False,utility_player,104.0,7.0,87.0,14.86,119.54,tailender,4.0,13.0,195.0,0.308,9.51,powerplay_bowler
AR Patel,Gujarat,2020.0,67.55,75.88,71.72,True,True,batting_allrounder,484.0,18.0,378.0,26.89,128.04,finisher,18.0,23.0,492.0,0.783,5.74,middle_overs_bowler
AR Rohera,Madhya Pradesh,2023.0,86.12,0.0,43.06,False,False,pure_batter,37.0,1.0,30.0,37.0,123.33,anchor_opener,,,,,,
ARB Singh,Railways,2017.0,25.67,80.42,53.04,False,False,pure_bowler,20.0,3.0,30.0,6.67,66.67,anchor_opener,1.0,1.0,24.0,1.0,7.25,part_time_bowler
AS Bedi,Himachal,2021.0,84.12,121.85,102.98,False,False,pure_bowler,7.0,1.0,3.0,7.0,233.33,tailender,2.0,1.0,24.0,2.0,4.25,part_time_bowler
AS Karambelkar,Baroda,2019.0,44.8,39.54,42.17,False,False,pure_batter,24.0,3.0,20.0,8.0,120.0,tailender,0.0,3.0,30.0,0.0,11.6,part_time_bowler
AS Kumar,Haryana,2023.0,0.0,85.3,42.65,False,False,pure_bowler,,,,,,,1.0,1.0,12.0,1.0,5.5,part_time_bowler
AS Rajpoot,Uttar Pradesh,2021.0,26.5,101.61,64.06,False,False,pure_bowler,23.0,6.0,32.0,3.83,71.88,tailender,55.0,36.0,768.0,1.528,7.05,death_bowler
AS Raut,Odisha,2021.0,44.32,65.12,54.72,False,True,bowling_allrounder,200.0,13.0,204.0,15.38,98.04,middle_order,10.0,18.0,313.0,0.556,7.05,middle_overs_bowler
AS Roy,Jharkhand,2021.0,72.96,65.84,69.4,False,True,bowling_allrounder,250.0,17.0,144.0,14.71,173.61,finisher,13.0,23.0,437.0,0.565,7.02,middle_overs_bowler
AS Surwar,Jharkhand,2017.0,46.38,90.53,68.46,False,False,pure_bowler,15.0,2.0,12.0,7.5,125.0,tailender,4.0,3.0,60.0,1.333,8.0,middle_overs_bowler
AS Thakare,Vidarbha,2020.0,17.85,94.44,56.14,False,False,pure_bowler,1.0,1.0,2.0,1.0,50.0,tailender,4.0,3.0,69.0,1.333,5.91,powerplay_bowler
AS Thakur,Chhattisgarh,2023.0,0.0,47.3,23.65,False,False,unknown,,,,,,,0.0,1.0,6.0,0.0,13.0,part_time_bowler
AT Rayudu,Hyderabad (India),2022.0,61.61,0.0,30.8,False,False,pure_batter,555.0,24.0,434.0,23.12,127.88,finisher,,,,,,
AUK Pathan,Railways,2015.0,63.03,0.0,31.52,False,False,pure_batter,174.0,6.0,142.0,29.0,122.54,aggressive_opener,,,,,,
AV Jaiswal,Arunachal Pradesh,2023.0,0.0,0.0,0.0,False,False,unknown,0.0,1.0,2.0,0.0,0.0,middle_order,,,,,,
AV Kolhar,Vidarbha,2019.0,53.19,0.0,26.6,False,False,pure_batter,125.0,6.0,107.0,20.83,116.82,anchor_opener,,,,,,
AV Rajput,Baroda,2024.0,61.48,85.19,73.33,False,False,utility_player,171.0,8.0,140.0,21.38,122.14,anchor_opener,6.0,5.0,69.0,1.2,9.22,middle_overs_bowler
AV Wankhade,Vidarbha,2024.0,69.07,0.0,34.53,False,False,pure_batter,835.0,32.0,612.0,26.09,136.44,finisher,,,,,,
Aakarshit Gomel,Mumbai,2020.0,14.7,0.0,7.35,False,False,pure_batter,2.0,1.0,5.0,2.0,40.0,middle_order,,,,,,
Aakash Verma,Railways,2017.0,26.21,0.0,13.1,False,False,pure_batter,16.0,3.0,23.0,5.33,69.57,anchor_opener,,,,,,
Aamir Aziz,Jammu & Kashmir,2020.0,0.0,81.13,40.56,False,False,pure_bowler,,,,,,,1.0,1.0,24.0,1.0,5.5,part_time_bowler
Aamir Gani,Bengal,2015.0,13.43,86.03,49.73,False,False,pure_bowler,4.0,2.0,11.0,2.0,36.36,tailender,7.0,6.0,132.0,1.167,6.91,middle_overs_bowler
Aanshul Gupta,Services,2021.0,48.53,36.98,42.76,False,False,pure_batter,214.0,13.0,209.0,16.46,102.39,anchor_opener,0.0,1.0,6.0,0.0,18.0,part_time_bowler
Aaqib Khan,Uttar Pradesh,2020.0,0.0,84.3,42.15,False,False,pure_bowler,,,,,,,1.0,1.0,18.0,1.0,8.0,part_time_bowler
Aarya Desai,Gujarat,2023.0,59.48,48.1,53.79,False,False,pure_batter,99.0,4.0,80.0,24.75,123.75,anchor_opener,0.0,1.0,6.0,0.0,11.0,part_time_bowler
