player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model,cluster_id,cluster_label,archetype_role,archetype_role_match_score
SU Shrivastava,195,12,187,20,0,8,16.25,56,0,0.333,0,0.0,18.5,2,1,0.167,0.083,104.28,0.107,0.0,0.107,0.41,0.353,67,121,7,56,127,4,0.344,0.621,0.036,119.64,95.28,175.0,death,16.78,14.67,15.58,1.0,Vidarbha,2019,3.3333333333333335,3.0,3,5,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
SV Samson,946,31,704,85,41,25,30.52,87,0,0.194,4,0.129,26.69,15,11,0.484,0.355,134.38,0.179,0.058,0.121,0.619,0.349,294,500,152,247,375,82,0.311,0.529,0.161,119.03,133.33,185.37,death,29.24,32.07,22.71,1.0,Kerala,2023,2.6774193548387095,3.0,1,4,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
SZ Mulani,111,11,89,12,3,9,10.09,73,0,0.182,3,0.273,21.57,1,1,0.091,0.091,124.72,0.169,0.034,0.135,0.595,0.36,12,44,55,15,39,35,0.108,0.396,0.495,80.0,112.82,157.14,death,4.2,15.0,8.09,0.871,Mumbai,2023,7.416666666666667,8.0,4,10,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Saahil Jain,135,11,130,14,2,10,12.27,31,0,0.091,1,0.091,12.46,1,0,0.091,0.0,103.85,0.123,0.015,0.108,0.504,0.431,0,91,44,0,95,35,0.0,0.674,0.326,,95.79,125.71,death,8.75,14.29,11.82,1.0,Assam,2021,5.454545454545454,5.0,4,8,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Sachidanand Pandey,35,5,29,2,4,3,7.0,22,0,0.4,1,0.2,9.06,0,0,0.0,0.0,120.69,0.207,0.138,0.069,0.914,0.69,0,22,13,0,16,13,0.0,0.629,0.371,,137.5,100.0,middle,,7.0,5.8,0.433,Services,2021,8.4,8.0,6,10,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Sachin Baby,1111,35,831,86,40,27,31.74,79,0,0.229,1,0.029,22.13,19,8,0.543,0.229,133.69,0.152,0.048,0.103,0.526,0.279,64,723,324,73,570,188,0.058,0.651,0.292,87.67,126.84,172.34,death,26.35,38.93,23.74,1.0,Kerala,2022,4.171428571428572,4.0,3,5,4,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sachin Kumar,121,8,106,12,2,3,15.12,34,4,0.625,0,0.0,10.27,1,0,0.125,0.0,114.15,0.132,0.019,0.113,0.496,0.368,0,49,72,0,45,61,0.0,0.405,0.595,,108.89,118.03,death,18.25,12.0,13.25,0.942,Bihar,2022,5.375,5.5,3,7,5,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Sagar Trivedi,92,11,98,5,4,9,8.36,17,0,0.182,1,0.091,6.27,0,0,0.0,0.0,93.88,0.092,0.041,0.051,0.478,0.449,27,25,40,25,28,45,0.293,0.272,0.435,108.0,89.29,88.89,powerplay,7.67,8.62,8.91,0.908,Puducherry,2021,5.181818181818182,6.0,1,9,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Sagar Udeshi,17,5,30,1,0,3,3.4,9,0,0.4,1,0.2,3.78,0,0,0.0,0.0,56.67,0.033,0.0,0.033,0.235,0.6,0,13,4,0,16,14,0.0,0.765,0.235,,81.25,28.57,middle,,3.4,6.0,0.438,Puducherry,2022,9.6,10.0,9,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Sagun Kamat,400,16,389,43,9,14,25.0,61,2,0.125,0,0.0,18.35,5,2,0.312,0.125,102.83,0.134,0.023,0.111,0.565,0.442,149,232,19,167,205,17,0.372,0.58,0.048,89.22,113.17,111.76,middle,55.5,20.64,24.31,1.0,Goa,2018,2.125,2.0,1,4,1,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Saidingliana Sailo,18,5,39,1,0,3,3.6,6,2,0.4,0,0.0,1.82,0,0,0.0,0.0,46.15,0.026,0.0,0.026,0.222,0.641,0,8,10,0,17,22,0.0,0.444,0.556,,47.06,45.45,middle,,3.6,7.8,0.475,Mizoram,2019,6.8,7.0,5,9,5,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Salman Nizar,188,10,133,8,13,5,18.8,57,0,0.5,1,0.1,17.49,2,1,0.2,0.1,141.35,0.158,0.098,0.06,0.585,0.338,8,42,138,9,50,74,0.043,0.223,0.734,88.89,84.0,186.49,death,17.67,19.29,13.3,1.0,Kerala,2023,5.7,6.0,4,7,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Samar Quadri,8,5,13,0,0,3,1.6,5,0,0.4,2,0.4,2.07,0,0,0.0,0.0,61.54,0.0,0.0,0.0,0.0,0.538,0,0,8,0,0,13,0.0,0.0,1.0,,,61.54,death,1.5,1.67,2.6,0.367,Bihar,2020,9.0,10.0,7,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Samarth Seth,275,12,246,33,6,11,22.92,66,0,0.083,1,0.083,23.16,4,2,0.333,0.167,111.79,0.159,0.024,0.134,0.611,0.447,161,104,10,162,79,5,0.585,0.378,0.036,99.38,131.65,200.0,death,66.0,19.0,20.5,1.0,Arunachal Pradesh,2019,1.3333333333333333,1.0,1,4,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Samarth Singh,609,25,532,59,19,24,24.36,93,0,0.04,2,0.08,25.64,6,4,0.24,0.16,114.47,0.147,0.036,0.111,0.575,0.412,323,186,100,312,158,62,0.53,0.305,0.164,103.53,117.72,161.29,death,25.88,21.67,21.28,1.0,Uttar Pradesh,2019,1.92,2.0,1,3,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Samarth Vyas,512,22,352,45,30,20,23.27,97,0,0.091,3,0.136,24.32,7,3,0.318,0.136,145.45,0.213,0.085,0.128,0.703,0.403,162,270,80,117,191,44,0.316,0.527,0.156,138.46,141.36,181.82,death,27.83,17.8,16.0,1.0,Saurashtra,2023,3.590909090909091,3.0,2,8,3,top_order,top_order_aggressor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sameer Choudhary,16,3,29,0,0,3,5.33,10,0,0.0,1,0.333,5.03,0,0,0.0,0.0,55.17,0.0,0.0,0.0,0.0,0.483,4,7,5,9,12,8,0.25,0.438,0.312,44.44,58.33,62.5,death,3.0,10.0,9.67,0.308,Uttar Pradesh,2021,5.5,6.0,3,7,6,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Sameer Rizvi,213,7,157,17,12,5,30.43,59,14,0.286,0,0.0,15.64,3,1,0.429,0.143,135.67,0.185,0.076,0.108,0.657,0.376,2,154,57,11,119,27,0.009,0.723,0.268,18.18,129.41,211.11,death,32.25,28.0,22.43,0.938,Uttar Pradesh,2024,4.428571428571429,4.0,4,6,4,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sandeep Pattnaik,193,9,174,27,1,7,21.44,54,1,0.222,0,0.0,20.11,2,2,0.222,0.222,110.92,0.161,0.006,0.155,0.591,0.425,102,91,0,96,78,0,0.528,0.472,0.0,106.25,116.67,,middle,24.8,17.25,19.33,1.0,Odisha,2021,2.111111111111111,2.0,1,4,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sandeep Sharma,20,6,26,1,0,1,3.33,6,1,0.833,0,0.0,2.58,0,0,0.0,0.0,76.92,0.038,0.0,0.038,0.2,0.385,0,0,20,0,0,26,0.0,0.0,1.0,,,76.92,death,1.0,3.8,4.33,0.483,Punjab,2020,9.875,10.0,9,11,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Sanjay Raghunath,116,4,100,15,3,4,29.0,63,4,0.0,0,0.0,25.21,2,1,0.5,0.25,116.0,0.18,0.03,0.15,0.672,0.45,68,48,0,61,39,0,0.586,0.414,0.0,111.48,123.08,,middle,37.33,4.0,25.0,0.667,Vidarbha,2022,1.75,2.0,1,2,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sanjeet Desai,117,7,106,5,6,5,16.71,62,2,0.286,0,0.0,21.05,1,1,0.143,0.143,110.38,0.104,0.057,0.047,0.479,0.358,38,43,36,41,47,18,0.325,0.368,0.308,92.68,91.49,200.0,death,28.33,8.0,15.14,0.879,Chhattisgarh,2023,4.285714285714286,4.0,3,8,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Sankar Paul,71,5,77,3,3,4,14.2,27,5,0.2,0,0.0,10.85,0,0,0.0,0.0,92.21,0.078,0.039,0.039,0.423,0.429,3,43,25,14,50,13,0.042,0.606,0.352,21.43,86.0,192.31,death,15.5,13.33,15.4,0.633,Tripura,2021,5.8,6.0,3,8,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Sanvir Singh,226,12,115,19,13,4,18.83,55,1,0.667,0,0.0,15.95,2,1,0.167,0.083,196.52,0.278,0.113,0.165,0.681,0.209,0,17,209,0,12,103,0.0,0.075,0.925,,141.67,202.91,death,25.0,10.2,9.58,0.979,Punjab,2023,5.916666666666667,6.0,4,7,6,middle_order,finisher,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Saransh Jain,23,4,32,0,0,3,5.75,11,0,0.25,1,0.25,4.79,0,0,0.0,0.0,71.88,0.0,0.0,0.0,0.0,0.312,0,14,9,0,20,12,0.0,0.609,0.391,,70.0,75.0,death,,5.75,8.0,0.383,Madhya Pradesh,2023,7.75,8.0,5,10,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Sarbeswar Mohanty,30,6,39,1,1,4,5.0,16,0,0.333,2,0.333,6.57,0,0,0.0,0.0,76.92,0.051,0.026,0.026,0.333,0.487,0,10,20,0,13,26,0.0,0.333,0.667,,76.92,76.92,middle,6.5,4.25,6.5,0.538,Odisha,2021,7.0,7.0,6,8,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Sarfaraz Ashraf,34,6,59,2,0,6,5.67,15,0,0.0,1,0.167,5.57,0,0,0.0,0.0,57.63,0.034,0.0,0.034,0.235,0.542,1,21,12,6,39,14,0.029,0.618,0.353,16.67,53.85,85.71,death,,5.67,9.83,0.621,Bihar,2019,6.333333333333333,6.5,4,8,6,middle_order,middle_order,True,2,batting_tailender_cluster_2,tailender,0.0
Sarthak Ranjan,61,4,47,8,2,4,15.25,31,2,0.0,0,0.0,14.93,1,0,0.25,0.0,129.79,0.213,0.043,0.17,0.721,0.447,38,23,0,28,19,0,0.623,0.377,0.0,135.71,121.05,,powerplay,15.25,,11.75,0.446,Delhi,2017,3.0,2.5,2,5,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Sarul Kanwar,148,8,137,12,8,8,18.5,50,0,0.0,1,0.125,16.73,2,1,0.25,0.125,108.03,0.146,0.058,0.088,0.649,0.54,94,54,0,102,35,0,0.635,0.365,0.0,92.16,154.29,,middle,16.75,20.25,17.12,1.0,Chandigarh,2021,1.75,2.0,1,2,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Satyajeet Bachhav,51,11,53,5,0,8,4.64,10,0,0.273,1,0.091,3.26,0,0,0.0,0.0,96.23,0.094,0.0,0.094,0.392,0.377,0,7,44,0,10,43,0.0,0.137,0.863,,70.0,102.33,death,2.0,5.22,4.82,0.721,Maharashtra,2021,8.636363636363637,9.0,7,10,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Saurabh Das,107,9,115,4,7,6,11.89,44,0,0.333,4,0.444,15.74,2,0,0.222,0.0,93.04,0.096,0.061,0.035,0.542,0.504,4,29,74,15,51,49,0.037,0.271,0.692,26.67,56.86,151.02,death,7.0,12.5,12.78,0.979,Tripura,2021,7.333333333333333,8.0,3,10,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Saurabh Kumar,115,13,88,8,7,10,8.85,33,0,0.231,1,0.077,10.53,1,0,0.077,0.0,130.68,0.17,0.08,0.091,0.643,0.42,11,42,62,8,41,39,0.096,0.365,0.539,137.5,102.44,158.97,death,0.67,11.3,6.77,0.867,Uttar Pradesh,2021,7.0,7.0,4,9,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Saurabh Rawat,300,19,265,20,11,17,15.79,70,1,0.105,0,0.0,17.45,4,1,0.211,0.053,113.21,0.117,0.042,0.075,0.487,0.355,60,179,61,59,178,28,0.2,0.597,0.203,101.69,100.56,217.86,death,15.43,16.0,13.95,1.0,Uttarakhand,2021,4.2105263157894735,4.0,2,7,4,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Saurabh Wakaskar,239,8,158,17,15,8,29.88,118,2,0.0,0,0.0,37.58,2,1,0.25,0.125,151.27,0.203,0.095,0.108,0.661,0.335,84,123,32,64,82,12,0.351,0.515,0.134,131.25,150.0,266.67,death,20.5,33.0,19.75,1.0,Railways,2017,2.625,3.0,1,4,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Saurav Chauhan,242,13,202,19,9,11,18.62,50,0,0.154,1,0.077,17.82,4,1,0.308,0.077,119.8,0.139,0.045,0.094,0.537,0.347,69,163,10,81,113,8,0.285,0.674,0.041,85.19,144.25,125.0,middle,21.11,13.0,15.54,1.0,Gujarat,2023,3.230769230769231,3.0,2,5,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sayan Ghosh,17,4,15,4,0,2,4.25,8,0,0.5,1,0.25,4.35,0,0,0.0,0.0,113.33,0.267,0.0,0.267,0.941,0.667,0,0,17,0,0,15,0.0,0.0,1.0,,,113.33,death,1.0,5.33,3.75,0.312,Bengal,2024,10.6,11.0,10,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Sayan Mondal,146,6,129,12,2,5,24.33,52,6,0.167,0,0.0,21.6,2,2,0.333,0.333,113.18,0.109,0.016,0.093,0.411,0.372,55,82,9,57,66,6,0.377,0.562,0.062,96.49,124.24,150.0,death,29.5,21.75,21.5,0.875,Bengal,2015,3.0,2.0,1,7,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sedezhalie Rupero,166,15,224,17,1,15,11.07,38,0,0.0,1,0.067,11.83,2,0,0.133,0.0,74.11,0.08,0.004,0.076,0.446,0.576,108,53,5,120,93,11,0.651,0.319,0.03,90.0,56.99,45.45,powerplay,3.0,11.64,14.93,1.0,Nagaland,2023,2.533333333333333,2.0,2,6,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Shahbaz Ahmed,294,18,235,18,13,13,16.33,60,0,0.278,2,0.111,17.71,3,2,0.167,0.111,125.11,0.132,0.055,0.077,0.51,0.332,6,155,133,3,142,90,0.02,0.527,0.452,200.0,109.15,147.78,powerplay,12.14,19.0,13.06,1.0,Bengal,2024,5.944444444444445,6.0,3,8,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Shakeeb Ahmed,87,7,63,8,3,5,12.43,45,0,0.286,2,0.286,15.48,1,0,0.143,0.0,138.1,0.175,0.048,0.127,0.575,0.317,0,46,41,0,36,27,0.0,0.529,0.471,,127.78,151.85,death,16.0,11.83,9.0,0.7,Chhattisgarh,2019,6.285714285714286,6.0,5,8,5,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Sharad Lumba,134,8,100,4,9,7,16.75,31,1,0.125,0,0.0,10.57,1,0,0.125,0.0,134.0,0.13,0.09,0.04,0.522,0.3,0,36,98,0,35,65,0.0,0.269,0.731,,102.86,150.77,death,20.8,10.0,12.5,0.917,Punjab,2019,5.875,6.0,5,7,6,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Shashank Chandrakar,614,27,450,60,25,25,22.74,82,0,0.074,2,0.074,24.81,7,5,0.259,0.185,136.44,0.189,0.056,0.133,0.635,0.396,392,204,18,293,142,15,0.638,0.332,0.029,133.79,143.66,120.0,middle,35.8,15.06,16.67,1.0,Chhattisgarh,2023,1.8888888888888888,2.0,1,7,2,opener,aggressive_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,100.0
Shashank Singh,366,24,297,29,13,21,15.25,57,1,0.125,0,0.0,16.87,3,3,0.125,0.125,123.23,0.141,0.044,0.098,0.53,0.343,65,161,140,54,164,79,0.178,0.44,0.383,120.37,98.17,177.22,death,15.14,15.29,12.38,1.0,Chhattisgarh,2023,4.56,5.0,2,7,5,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Shasheem Rathour,260,12,249,26,5,11,21.67,60,0,0.083,1,0.083,19.88,4,2,0.333,0.167,104.42,0.124,0.02,0.104,0.515,0.438,153,85,22,147,79,23,0.588,0.327,0.085,104.08,107.59,95.65,middle,29.25,6.5,20.75,1.0,Bihar,2020,2.5,2.0,2,7,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Shashi Shekhar,1,3,4,0,0,0,0.33,1,0,1.0,0,0.0,0.58,0,0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.75,0,0,1,0,0,4,0.0,0.0,1.0,,,25.0,death,,0.33,1.33,0.204,Bihar,2019,10.666666666666666,11.0,10,11,11,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shashwat Kohli,51,7,66,6,0,7,7.29,22,1,0.0,0,0.0,6.99,0,0,0.0,0.0,77.27,0.091,0.0,0.091,0.471,0.545,38,13,0,43,23,0,0.745,0.255,0.0,88.37,56.52,,powerplay,,7.29,9.43,0.712,Arunachal Pradesh,2019,3.2857142857142856,2.0,2,6,2,opener,anchor_opener,True,2,batting_tailender_cluster_2,tailender,0.0
Shashwat Rawat,81,4,71,5,3,4,20.25,40,0,0.0,1,0.25,19.26,2,0,0.5,0.0,114.08,0.113,0.042,0.07,0.469,0.38,48,33,0,47,24,0,0.593,0.407,0.0,102.13,137.5,,middle,40.0,13.67,17.75,0.546,Baroda,2024,1.5,1.5,1,2,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Shiva Singh,26,5,18,0,2,2,5.2,18,0,0.6,2,0.4,7.56,0,0,0.0,0.0,144.44,0.111,0.111,0.0,0.462,0.333,0,0,26,0,1,17,0.0,0.0,1.0,,0.0,152.94,death,18.0,2.0,3.6,0.388,Uttar Pradesh,2023,8.0,8.0,7,9,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shivam Bhambri,394,13,300,35,17,12,30.31,75,5,0.077,0,0.0,22.73,5,3,0.385,0.231,131.33,0.173,0.057,0.117,0.614,0.38,154,185,55,120,154,26,0.391,0.47,0.14,128.33,120.13,211.54,death,52.0,16.75,23.08,1.0,Chandigarh,2024,2.6923076923076925,3.0,2,3,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Shivam Chaudhary,586,23,502,62,14,21,25.48,84,0,0.087,2,0.087,23.93,9,4,0.391,0.174,116.73,0.151,0.028,0.124,0.567,0.412,269,251,66,229,224,49,0.459,0.428,0.113,117.47,112.05,134.69,death,25.45,25.5,21.83,1.0,Railways,2023,2.347826086956522,2.0,1,5,2,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Shivam Chauhan,627,22,509,69,12,19,28.5,59,1,0.136,0,0.0,18.76,12,3,0.545,0.136,123.18,0.159,0.024,0.136,0.555,0.371,162,400,65,134,326,49,0.258,0.638,0.104,120.9,122.7,132.65,death,33.4,18.0,23.14,1.0,Haryana,2021,3.652173913043478,4.0,1,5,4,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Shivam Khurana,50,4,46,2,3,4,12.5,29,0,0.0,1,0.25,12.23,0,0,0.0,0.0,108.7,0.109,0.065,0.043,0.52,0.37,0,34,16,0,35,11,0.0,0.68,0.32,,97.14,145.45,death,21.0,4.0,11.5,0.442,Uttarakhand,2018,6.0,6.0,5,7,6,middle_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
Shivam Kumar,19,4,23,2,0,2,4.75,12,1,0.5,0,0.0,4.99,0,0,0.0,0.0,82.61,0.087,0.0,0.087,0.421,0.435,0,0,19,0,0,23,0.0,0.0,1.0,,,82.61,death,,4.75,5.75,0.346,Bihar,2019,9.5,9.5,9,10,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shivam Mavi,6,3,16,0,0,3,2.0,4,1,0.0,0,0.0,1.73,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.625,0,3,3,0,5,11,0.0,0.5,0.5,,60.0,27.27,middle,,2.0,5.33,0.254,Uttar Pradesh,2024,8.25,8.0,8,9,8,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shivam Sharma,15,3,19,2,0,3,5.0,12,0,0.0,1,0.333,6.24,0,0,0.0,0.0,78.95,0.105,0.0,0.105,0.533,0.526,0,12,3,0,14,5,0.0,0.8,0.2,,85.71,60.0,middle,6.0,3.0,6.33,0.267,Delhi,2021,9.333333333333334,9.0,9,10,9,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shivank Vashisth,12,3,22,0,0,2,4.0,6,1,0.333,0,0.0,2.65,0,0,0.0,0.0,54.55,0.0,0.0,0.0,0.0,0.5,0,5,7,0,9,13,0.0,0.417,0.583,,55.56,53.85,middle,5.0,3.5,7.33,0.279,Delhi,2022,8.0,8.0,7,9,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shivendra Singh,44,7,47,2,1,4,6.29,27,1,0.429,0,0.0,9.27,0,0,0.0,0.0,93.62,0.064,0.021,0.043,0.318,0.404,0,5,39,0,4,43,0.0,0.114,0.886,,125.0,90.7,middle,1.0,7.17,6.71,0.633,Chhattisgarh,2019,8.285714285714286,8.0,7,10,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shoaib Mohammed Khan,81,6,74,5,3,3,13.5,26,3,0.5,0,0.0,8.26,0,0,0.0,0.0,109.46,0.108,0.041,0.068,0.469,0.351,0,27,54,0,32,42,0.0,0.333,0.667,,84.38,128.57,death,10.0,14.2,12.33,0.683,Andhra,2022,7.833333333333333,8.0,7,9,8,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Shubham Chaubey,182,15,151,10,9,12,12.13,35,0,0.2,3,0.2,11.19,1,0,0.067,0.0,120.53,0.126,0.06,0.066,0.516,0.358,24,71,87,23,80,48,0.132,0.39,0.478,104.35,88.75,181.25,death,15.8,10.3,10.07,1.0,Uttar Pradesh,2023,5.6,6.0,2,8,5,middle_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Shubham Kamal Sharma,13,3,22,1,0,2,4.33,5,3,0.333,0,0.0,1.15,0,0,0.0,0.0,59.09,0.045,0.0,0.045,0.308,0.591,0,4,9,0,12,10,0.0,0.308,0.692,,33.33,90.0,death,5.0,3.0,7.33,0.279,Rajasthan,2021,7.333333333333333,7.0,7,8,7,lower_order,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Shubham Khajuria,322,19,275,26,12,17,16.95,73,0,0.105,3,0.158,20.06,4,2,0.211,0.105,117.09,0.138,0.044,0.095,0.547,0.415,170,149,3,165,108,2,0.528,0.463,0.009,103.03,137.96,150.0,death,26.75,9.82,14.47,1.0,Jammu & Kashmir,2023,1.9473684210526316,2.0,1,4,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Shubham Pundir,452,21,401,42,12,14,21.52,68,0,0.333,1,0.048,17.71,5,2,0.238,0.095,112.72,0.135,0.03,0.105,0.531,0.374,53,284,115,68,262,71,0.117,0.628,0.254,77.94,108.4,161.97,death,23.2,20.0,19.1,1.0,Jammu & Kashmir,2023,4.238095238095238,4.0,3,7,4,top_order,finisher,True,1,batting_tailender_cluster_1,tailender,0.0
Shubham Ranjane,256,12,223,22,5,8,21.33,52,1,0.333,0,0.0,14.5,4,1,0.333,0.083,114.8,0.121,0.022,0.099,0.461,0.318,32,133,91,31,135,57,0.125,0.52,0.355,103.23,98.52,159.65,death,29.75,17.12,18.58,1.0,Mumbai,2021,5.769230769230769,6.0,4,8,7,lower_order,tailender,True,1,batting_tailender_cluster_1,tailender,100.0
Shubham Sharma,203,9,195,23,2,9,22.56,56,6,0.0,0,0.0,15.37,2,1,0.222,0.111,104.1,0.128,0.01,0.118,0.512,0.436,136,64,3,114,78,3,0.67,0.315,0.015,119.3,82.05,100.0,powerplay,17.25,26.8,21.67,1.0,Madhya Pradesh,2023,2.3333333333333335,2.0,1,4,2,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Shubman Gill,635,18,455,63,25,15,35.28,126,1,0.167,0,0.0,32.72,9,4,0.5,0.222,139.56,0.193,0.055,0.138,0.633,0.356,293,290,52,251,187,17,0.461,0.457,0.082,116.73,155.08,305.88,death,40.0,30.56,25.28,1.0,Punjab,2022,1.3333333333333333,1.0,1,2,1,opener,anchor_opener,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Sibsankar Roy,528,20,423,58,11,18,26.4,83,0,0.1,1,0.05,23.15,8,4,0.4,0.2,124.82,0.163,0.026,0.137,0.564,0.357,194,285,49,175,212,36,0.367,0.54,0.093,110.86,134.43,136.11,death,37.8,22.6,21.15,1.0,Assam,2023,3.2,3.0,2,5,3,top_order,top_order_anchor,True,0,batting_aggressive_opener_cluster_0,aggressive_opener,0.0
Siddhesh Wath,166,9,156,21,4,9,18.44,36,0,0.0,3,0.333,14.5,2,0,0.222,0.0,106.41,0.16,0.026,0.135,0.651,0.487,95,70,1,91,63,2,0.572,0.422,0.006,104.4,111.11,50.0,middle,11.8,26.75,17.33,1.0,Vidarbha,2021,2.111111111111111,1.0,1,5,1,opener,anchor_opener,True,1,batting_tailender_cluster_1,tailender,0.0
Simarjeet Singh,2,3,5,0,0,1,0.67,1,0,0.667,0,0.0,0.58,0,0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.6,0,0,2,0,0,5,0.0,0.0,1.0,,,40.0,death,,0.67,1.67,0.208,Delhi,2019,10.333333333333334,10.0,10,11,10,tailender,tailender,True,2,batting_tailender_cluster_2,tailender,100.0
Sinan Khadir,56,7,63,8,0,7,8.0,17,0,0.0,1,0.143,7.16,0,0,0.0,0.0,88.89,0.127,0.0,0.127,0.571,0.492,1,34,21,3,44,16,0.018,0.607,0.375,33.33,77.27,131.25,death,,8.0,9.0,0.7,Mizoram,2018,4.428571428571429,5.0,1,7,3,top_order,middle_order,True,1,batting_tailender_cluster_1,tailender,0.0
