player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
Supriyo Chakraborty,2,3,60,84,1,0,8.4,42.0,30.0,0.667,0.58,0,0.0,0.333,0.333,0.0,16,59,9,12,36,12,8.0,9.83,4.5,0.2,0.6,0.2,death,middle_overs_bowler,0.67,,20.0,0.438,Jharkhand,2019,True
Suraj Kashyap,1,2,30,35,0,0,7.0,35.0,30.0,0.5,0.71,0,0.0,0.333,0.0,0.0,11,18,6,6,18,6,11.0,6.0,6.0,0.2,0.6,0.2,middle,part_time_bowler,,0.5,15.0,0.25,Bihar,2021,False
Surendra Malviya,0,1,24,53,1,2,13.25,,,0.0,0.0,0,0.0,0.208,1.0,2.0,22,0,31,12,0,12,11.0,,15.5,0.5,0.0,0.5,powerplay,part_time_bowler,0.0,,24.0,0.162,Madhya Pradesh,2020,False
Suresh Kumar,4,2,30,30,0,0,6.0,7.5,7.5,2.0,2.83,1,0.5,0.433,0.0,0.0,0,28,2,0,24,6,,7.0,2.0,0.0,0.8,0.2,death,part_time_bowler,4.0,0.0,15.0,0.25,Puducherry,2019,False
Suresh Vishweshwar,0,2,42,64,5,1,9.14,,,0.0,0.0,0,0.0,0.333,2.5,0.5,16,11,37,18,6,18,5.33,11.0,12.33,0.429,0.143,0.429,powerplay,part_time_bowler,0.0,0.0,21.0,0.3,Kerala,2021,False
Suryakant Pradhan,16,19,374,467,10,2,7.49,29.19,23.38,0.842,1.12,3,0.158,0.444,0.526,0.105,307,81,79,240,72,62,7.67,6.75,7.65,0.642,0.193,0.166,middle,powerplay_bowler,1.38,0.45,19.68,1.0,Odisha,2020,True
Suryansh Shedge,5,3,48,79,0,1,9.88,15.8,9.6,1.667,0.58,2,0.667,0.271,0.0,0.333,0,36,43,0,24,24,,9.0,10.75,0.0,0.5,0.5,middle,part_time_bowler,1.67,,16.0,0.388,Mumbai,2024,True
Susheel Kumar,3,5,104,154,1,1,8.88,51.33,34.67,0.6,0.55,0,0.0,0.346,0.2,0.2,64,7,83,48,12,44,8.0,3.5,11.32,0.462,0.115,0.423,middle,death_bowler,0.5,0.67,20.8,0.746,Railways,2023,True
Suyash Sharma,14,6,142,165,5,0,6.97,11.79,10.14,2.333,1.86,4,0.667,0.408,0.833,0.0,41,95,29,36,84,22,6.83,6.79,7.91,0.254,0.592,0.155,middle,middle_overs_bowler,3.0,1.0,23.67,0.875,Delhi,2024,True
Swapnil Singh,32,33,694,800,12,0,6.92,25.0,21.69,0.97,0.81,8,0.242,0.38,0.364,0.0,128,532,140,108,498,88,7.11,6.41,9.55,0.156,0.718,0.127,middle,middle_overs_bowler,1.05,0.86,21.03,1.0,Baroda,2022,True
Swarajeet Das,3,10,154,265,5,0,10.32,88.33,51.33,0.3,0.67,1,0.1,0.182,0.5,0.0,9,173,83,6,102,46,9.0,10.18,10.83,0.039,0.662,0.299,powerplay,middle_overs_bowler,1.0,0.12,15.4,1.0,Meghalaya,2019,True
Swarupam Purkayastha,7,6,95,135,2,1,8.53,19.29,13.57,1.167,1.17,2,0.333,0.347,0.333,0.167,91,31,13,48,36,11,11.38,5.17,7.09,0.505,0.379,0.116,middle,powerplay_bowler,,1.17,15.83,0.771,Assam,2019,True
Syed Sagar,1,4,66,86,1,3,7.82,86.0,66.0,0.25,0.5,0,0.0,0.288,0.25,0.75,0,66,20,0,48,18,,8.25,6.67,0.0,0.727,0.273,death,middle_overs_bowler,,0.25,16.5,0.525,Jammu & Kashmir,2015,True
T Kohli,8,17,232,395,10,1,10.22,49.38,29.0,0.471,0.87,2,0.118,0.237,0.588,0.059,61,120,214,48,78,106,7.62,9.23,12.11,0.207,0.336,0.457,powerplay,death_bowler,0.0,0.5,13.65,1.0,Mizoram,2022,True
T Natarajan,16,17,333,432,13,0,7.78,27.0,20.81,0.941,1.09,3,0.176,0.393,0.765,0.0,135,77,220,132,60,141,6.14,7.7,9.36,0.396,0.18,0.423,powerplay,death_bowler,1.25,0.2,19.59,1.0,Tamil Nadu,2023,True
T Pradeep,15,17,366,555,15,1,9.1,37.0,24.4,0.882,0.78,2,0.118,0.363,0.882,0.059,250,64,241,204,48,114,7.35,8.0,12.68,0.557,0.131,0.311,powerplay,death_bowler,0.86,0.9,21.53,1.0,Railways,2022,True
T R Dhillon,3,2,48,51,0,0,6.38,17.0,16.0,1.5,0.71,1,0.5,0.458,0.0,0.0,4,47,0,12,36,0,2.0,7.83,,0.25,0.75,0.0,powerplay,part_time_bowler,,1.5,24.0,0.325,Maharashtra,2020,False
T Teti,0,1,6,30,2,0,30.0,,,0.0,0.0,0,0.0,0.167,2.0,0.0,0,30,0,0,6,0,,30.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Arunachal Pradesh,2023,False
T Vijay,3,2,48,91,0,0,11.38,30.33,16.0,1.5,0.71,1,0.5,0.25,0.0,0.0,0,82,9,0,42,6,,11.71,9.0,0.0,0.875,0.125,death,part_time_bowler,1.0,2.0,24.0,0.325,Andhra,2023,False
TC Vanlalremruata,3,3,60,71,0,0,7.1,23.67,20.0,1.0,1.0,1,0.333,0.233,0.0,0.0,0,71,0,0,60,0,,7.1,,0.0,1.0,0.0,middle,middle_overs_bowler,,1.0,20.0,0.438,Mizoram,2023,True
TS Saha,6,6,107,152,4,1,8.52,25.33,17.83,1.0,0.89,2,0.333,0.308,0.667,0.167,27,104,21,24,77,6,6.75,8.1,21.0,0.224,0.72,0.056,powerplay,middle_overs_bowler,,1.0,17.83,0.821,Tripura,2020,True
TU Deshpande,51,30,662,867,19,6,7.86,17.0,12.98,1.7,1.21,17,0.567,0.408,0.633,0.2,341,228,298,258,188,216,7.93,7.28,8.28,0.39,0.284,0.326,middle,death_bowler,1.82,1.38,22.07,1.0,Mumbai,2023,True
Tahmeed Rahman,12,21,339,487,7,0,8.62,40.58,28.25,0.571,0.68,2,0.095,0.304,0.333,0.0,35,390,62,30,279,30,7.0,8.39,12.4,0.088,0.823,0.088,powerplay,middle_overs_bowler,0.75,0.53,16.14,1.0,Nagaland,2023,True
Tajinder Singh,9,9,150,144,2,0,5.76,16.0,16.67,1.0,0.87,3,0.333,0.327,0.222,0.0,0,142,2,0,144,6,,5.92,2.0,0.0,0.96,0.04,death,middle_overs_bowler,1.14,0.5,16.67,1.0,Rajasthan,2018,True
Tanay Thyagarajan,9,16,342,382,1,2,6.7,42.44,38.0,0.562,0.63,1,0.062,0.348,0.062,0.125,87,266,29,48,270,24,10.88,5.91,7.25,0.14,0.789,0.07,middle,middle_overs_bowler,0.89,0.14,21.38,1.0,Hyderabad (India),2023,True
Tanush Kotian,18,15,289,310,12,0,6.44,17.22,16.06,1.2,1.32,5,0.333,0.412,0.8,0.0,20,276,14,18,252,19,6.67,6.57,4.42,0.062,0.872,0.066,death,middle_overs_bowler,1.33,0.67,19.27,1.0,Mumbai,2024,True
Tanveer Ul-Haq,13,12,234,250,8,0,6.41,19.23,18.0,1.083,1.24,2,0.167,0.47,0.667,0.0,167,40,43,168,42,24,5.96,5.71,10.75,0.718,0.179,0.103,middle,powerplay_bowler,1.67,0.5,19.5,1.0,Rajasthan,2021,True
Tarani Sa,2,2,36,56,0,1,9.33,28.0,18.0,1.0,1.41,1,0.5,0.222,0.0,0.5,15,13,28,12,12,12,7.5,6.5,14.0,0.333,0.333,0.333,middle,part_time_bowler,0.0,2.0,18.0,0.275,Odisha,2020,False
Tashi Bhalla,0,2,18,51,0,1,17.0,,,0.0,0.0,0,0.0,0.278,0.0,0.5,0,51,0,0,18,0,,17.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,9.0,0.2,Sikkim,2018,False
Techi Doria,7,9,138,193,9,4,8.39,27.57,19.71,0.778,1.3,2,0.222,0.261,1.0,0.444,0,148,45,0,114,24,,7.79,11.25,0.0,0.826,0.174,middle,middle_overs_bowler,,0.78,15.33,1.0,Arunachal Pradesh,2021,True
Techi Neri,3,11,204,265,0,0,7.79,88.33,68.0,0.273,0.47,0,0.0,0.309,0.0,0.0,20,245,0,12,192,0,10.0,7.66,,0.059,0.941,0.0,middle,middle_overs_bowler,0.0,0.3,18.55,1.0,Arunachal Pradesh,2021,True
Tejas Baroka,0,2,18,45,0,0,15.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,45,0,0,18,0,,15.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,9.0,0.2,Delhi,2017,False
Tejas Patel,9,11,209,287,6,4,8.24,31.89,23.22,0.818,1.08,3,0.273,0.435,0.545,0.364,152,55,80,108,42,59,8.44,7.86,8.14,0.517,0.201,0.282,middle,powerplay_bowler,1.12,0.0,19.0,1.0,Gujarat,2022,True
Thivagar Gopal,1,1,18,26,2,0,8.67,26.0,18.0,1.0,0.0,0,0.0,0.611,2.0,0.0,8,0,18,12,0,6,4.0,,18.0,0.667,0.0,0.333,powerplay,part_time_bowler,,1.0,18.0,0.138,Puducherry,2022,False
Thomas Moirangthem,4,4,66,84,2,0,7.64,21.0,16.5,1.0,1.41,1,0.25,0.47,0.5,0.0,50,0,34,42,0,24,7.14,,8.5,0.636,0.0,0.364,powerplay,death_bowler,,1.0,16.5,0.525,Manipur,2019,True
Tilak Varma,2,6,60,78,1,0,7.8,39.0,30.0,0.333,0.52,0,0.0,0.233,0.167,0.0,15,51,12,12,42,6,7.5,7.29,12.0,0.2,0.7,0.1,middle,middle_overs_bowler,0.5,0.0,10.0,0.625,Hyderabad (India),2023,True
Toni Chishi,1,3,24,48,1,0,12.0,48.0,24.0,0.333,0.58,0,0.0,0.167,0.333,0.0,0,33,15,0,12,12,,16.5,7.5,0.0,0.5,0.5,death,part_time_bowler,,0.33,8.0,0.288,Nagaland,2019,True
Tripuresh Singh,4,3,59,81,0,0,8.24,20.25,14.75,1.333,0.58,1,0.333,0.458,0.0,0.0,52,0,29,48,0,11,6.5,,15.82,0.814,0.0,0.186,powerplay,part_time_bowler,1.0,2.0,19.67,0.433,Madhya Pradesh,2024,True
Trishank Gupta,0,2,24,26,1,0,6.5,,,0.0,0.0,0,0.0,0.333,0.5,0.0,0,26,0,0,24,0,,6.5,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,12.0,0.225,Hyderabad (India),2022,False
Tukuna Sahoo,2,4,60,67,0,0,6.7,33.5,30.0,0.5,1.0,1,0.25,0.267,0.0,0.0,0,67,0,0,60,0,,6.7,,0.0,1.0,0.0,middle,middle_overs_bowler,,0.5,15.0,0.5,Odisha,2015,True
U U Bose,2,5,50,69,0,0,8.28,34.5,25.0,0.4,0.55,0,0.0,0.24,0.0,0.0,0,18,51,0,14,36,,7.71,8.5,0.0,0.28,0.72,middle,part_time_bowler,,0.4,10.0,0.521,Tripura,2020,True
UT Yadav,8,12,242,292,13,0,7.24,36.5,30.25,0.667,0.98,2,0.167,0.434,1.083,0.0,136,41,115,114,42,86,7.16,5.86,8.02,0.471,0.174,0.355,middle,death_bowler,0.78,0.33,20.17,1.0,Vidarbha,2022,True
Umang Sharma,0,2,24,36,0,0,9.0,,,0.0,0.0,0,0.0,0.208,0.0,0.0,0,36,0,0,24,0,,9.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,12.0,0.225,Uttar Pradesh,2017,False
Umar Alam,5,3,66,73,1,0,6.64,14.6,13.2,1.667,0.58,2,0.667,0.455,0.333,0.0,30,16,27,36,12,18,5.0,8.0,9.0,0.545,0.182,0.273,powerplay,powerplay_bowler,,1.67,22.0,0.462,Jammu & Kashmir,2015,True
Umar Nazir,6,9,191,273,6,0,8.58,45.5,31.83,0.667,0.87,2,0.222,0.366,0.667,0.0,112,64,97,90,48,53,7.47,8.0,10.98,0.471,0.251,0.277,powerplay,powerplay_bowler,1.0,0.25,21.22,1.0,Jammu & Kashmir,2020,True
Umran Malik,13,7,168,193,5,1,6.89,14.85,12.92,1.857,1.57,4,0.571,0.44,0.714,0.143,33,109,51,30,84,54,6.6,7.79,5.67,0.179,0.5,0.321,death,death_bowler,2.5,1.0,24.0,0.938,Jammu & Kashmir,2023,True
Unnikrishnan Manukrishnan,19,14,300,349,3,4,6.98,18.37,15.79,1.357,1.08,5,0.357,0.427,0.214,0.286,194,42,113,180,54,66,6.47,4.67,10.27,0.6,0.18,0.22,middle,powerplay_bowler,1.12,1.67,21.43,1.0,Kerala,2023,True
Utkarsh Singh,20,16,289,306,3,0,6.35,15.3,14.45,1.25,0.93,5,0.312,0.422,0.188,0.0,113,185,8,126,150,13,5.38,7.4,3.69,0.436,0.519,0.045,death,powerplay_bowler,1.75,0.75,18.06,1.0,Jharkhand,2021,True
V Athisayaraj Davidson,12,9,180,237,10,0,7.9,19.75,15.0,1.333,1.5,2,0.222,0.328,1.111,0.0,64,67,106,48,48,84,8.0,8.38,7.57,0.267,0.267,0.467,death,death_bowler,1.0,1.75,20.0,1.0,Tamil Nadu,2017,True
V Dhaka,0,1,18,23,0,0,7.67,,,0.0,0.0,0,0.0,0.333,0.0,0.0,0,23,0,0,18,0,,7.67,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,18.0,0.138,Railways,2020,False
V Kaverappa,5,4,81,87,4,0,6.44,17.4,16.2,1.25,1.5,2,0.5,0.519,1.0,0.0,42,0,45,54,0,27,4.67,,10.0,0.667,0.0,0.333,powerplay,death_bowler,2.0,1.0,20.25,0.588,Karnataka,2023,True
V M Jivrajani,6,5,114,140,1,1,7.37,23.33,19.0,1.2,0.45,1,0.2,0.342,0.2,0.2,23,112,5,24,84,6,5.75,8.0,5.0,0.211,0.737,0.053,death,middle_overs_bowler,1.5,1.0,22.8,0.788,Saurashtra,2019,True
V Nigam,0,1,12,22,1,0,11.0,,,0.0,0.0,0,0.0,0.333,1.0,0.0,0,22,0,0,12,0,,11.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,12.0,0.112,Uttar Pradesh,2024,False
V Panwar,1,1,24,34,0,0,8.5,34.0,24.0,1.0,0.0,0,0.0,0.25,0.0,0.0,8,22,4,6,12,6,8.0,11.0,4.0,0.25,0.5,0.25,death,part_time_bowler,,1.0,24.0,0.162,Uttar Pradesh,2024,False
V Pratap Singh,3,7,126,189,4,0,9.0,63.0,42.0,0.429,0.53,0,0.0,0.333,0.571,0.0,109,18,62,78,18,30,8.38,6.0,12.4,0.619,0.143,0.238,middle,powerplay_bowler,,0.43,18.0,0.938,Chhattisgarh,2021,True
V Shankar,6,15,193,241,8,1,7.49,40.17,32.17,0.4,0.83,1,0.067,0.409,0.533,0.067,114,112,15,78,103,12,8.77,6.52,7.5,0.404,0.534,0.062,middle,powerplay_bowler,0.67,0.0,12.87,1.0,Tamil Nadu,2021,True
V Tokas,2,3,37,65,0,1,10.54,32.5,18.5,0.667,1.15,1,0.333,0.351,0.0,0.333,40,17,8,18,12,7,13.33,8.5,6.86,0.486,0.324,0.189,death,part_time_bowler,1.0,0.0,12.33,0.342,Delhi,2018,True
VA Jagadeesh,6,7,114,145,2,0,7.63,24.17,19.0,0.857,0.69,1,0.143,0.281,0.286,0.0,0,135,10,0,102,12,,7.94,5.0,0.0,0.895,0.105,death,middle_overs_bowler,1.2,0.0,16.29,0.912,Kerala,2015,True
VA Naik,0,2,18,16,0,1,5.33,,,0.0,0.0,0,0.0,0.333,0.0,0.5,0,16,0,0,18,0,,5.33,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,9.0,0.2,Goa,2022,False
VG Arora,19,15,328,387,19,0,7.08,20.37,17.26,1.267,1.16,6,0.4,0.494,1.267,0.0,248,41,98,234,36,58,6.36,6.83,10.14,0.713,0.11,0.177,powerplay,powerplay_bowler,1.1,1.6,21.87,1.0,Himachal,2022,True
VK Saha,2,4,84,88,0,0,6.29,44.0,42.0,0.5,1.0,1,0.25,0.512,0.0,0.0,38,34,16,30,48,6,7.6,4.25,16.0,0.357,0.571,0.071,middle,powerplay_bowler,2.0,0.0,21.0,0.6,Tripura,2023,True
VK Singh,1,2,30,34,1,0,6.8,34.0,30.0,0.5,0.71,0,0.0,0.6,0.5,0.0,0,34,0,0,30,0,,6.8,,0.0,1.0,0.0,middle,part_time_bowler,1.0,0.0,15.0,0.25,Goa,2023,False
VR Aaron,26,22,457,707,23,2,9.28,27.19,17.58,1.182,1.05,8,0.364,0.409,1.045,0.091,276,214,217,204,138,115,8.12,9.3,11.32,0.446,0.302,0.252,powerplay,powerplay_bowler,1.25,1.14,20.77,1.0,Jharkhand,2022,True
VR Iyer,22,30,462,547,18,0,7.1,24.86,21.0,0.733,0.74,5,0.167,0.39,0.6,0.0,106,351,90,90,312,60,7.07,6.75,9.0,0.195,0.675,0.13,middle,middle_overs_bowler,0.94,0.46,15.4,1.0,Madhya Pradesh,2024,True
VV Gite,6,7,121,178,8,1,8.83,29.67,20.17,0.857,0.9,2,0.286,0.372,1.143,0.143,93,42,43,60,36,25,9.3,7.0,10.32,0.496,0.298,0.207,middle,powerplay_bowler,1.2,0.0,17.29,0.938,Maharashtra,2019,True
Vaibhav Govekar,0,1,2,2,0,0,6.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,2,0,0,2,,,6.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,2.0,0.071,Goa,2018,False
Vaibhav Singh Panwar,0,2,20,24,0,0,7.2,,,0.0,0.0,0,0.0,0.35,0.0,0.0,7,17,0,6,14,0,7.0,7.29,,0.3,0.7,0.0,powerplay,part_time_bowler,0.0,0.0,10.0,0.208,Uttarakhand,2019,False
Vaisakh Chandran,0,1,6,4,0,0,4.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,4,0,0,6,0,0,4.0,,,1.0,0.0,0.0,powerplay,part_time_bowler,,0.0,6.0,0.088,Kerala,2022,False
Varun Choudhary,19,11,257,377,11,0,8.8,19.84,13.53,1.727,0.9,7,0.636,0.319,1.0,0.0,164,22,191,126,12,119,7.81,11.0,9.63,0.49,0.047,0.463,powerplay,death_bowler,2.0,1.4,23.36,1.0,Services,2021,True
Varun Sood,7,11,222,271,0,0,7.32,38.71,31.71,0.636,0.67,1,0.091,0.387,0.0,0.0,76,123,72,66,114,42,6.91,6.47,10.29,0.297,0.514,0.189,middle,middle_overs_bowler,1.0,0.56,20.18,1.0,Delhi,2020,True
Vasuki Koushik,29,24,523,703,19,3,8.07,24.24,18.03,1.208,1.06,7,0.292,0.411,0.792,0.125,287,49,367,276,36,211,6.24,8.17,10.44,0.528,0.069,0.403,powerplay,death_bowler,1.33,0.33,21.79,1.0,Karnataka,2022,True
Vidyadhar Patil,5,6,132,181,3,0,8.23,36.2,26.4,0.833,0.41,0,0.0,0.235,0.5,0.0,33,57,91,42,42,48,4.71,8.14,11.38,0.318,0.318,0.364,powerplay,death_bowler,0.75,1.0,22.0,0.875,Karnataka,2021,True
Vignesh Kannan,1,1,24,40,1,0,10.0,40.0,24.0,1.0,0.0,0,0.0,0.333,1.0,0.0,3,37,0,6,18,0,3.0,12.33,,0.25,0.75,0.0,powerplay,part_time_bowler,1.0,,24.0,0.162,Puducherry,2020,False
Vijaykumar Vyshak,11,10,216,315,6,1,8.75,28.64,19.64,1.1,1.29,4,0.4,0.38,0.6,0.1,98,98,119,60,78,78,9.8,7.54,9.15,0.278,0.361,0.361,middle,death_bowler,2.0,0.2,21.6,1.0,Karnataka,2023,True
Vijesh Prabhudessai,7,8,147,273,10,1,11.14,39.0,21.0,0.875,0.99,1,0.125,0.313,1.25,0.125,140,31,102,72,24,51,11.67,7.75,12.0,0.49,0.163,0.347,middle,death_bowler,2.0,0.5,18.38,1.0,Goa,2020,True
Vikas Hathwala,1,3,54,54,0,0,6.0,54.0,54.0,0.333,0.58,0,0.0,0.389,0.0,0.0,0,46,8,0,48,6,,5.75,8.0,0.0,0.889,0.111,middle,part_time_bowler,0.0,0.5,18.0,0.412,Services,2015,True
Vikas Mishra,0,1,24,26,2,0,6.5,,,0.0,0.0,0,0.0,0.667,2.0,0.0,18,8,0,18,6,0,6.0,8.0,,0.75,0.25,0.0,powerplay,part_time_bowler,,0.0,24.0,0.162,Delhi,2019,False
Vikas Yadav,20,20,462,506,4,0,6.57,25.3,23.1,1.0,1.21,3,0.15,0.331,0.2,0.0,26,442,38,30,390,42,5.2,6.8,5.43,0.065,0.844,0.091,powerplay,middle_overs_bowler,1.1,0.9,23.1,1.0,Services,2021,True
Vikash Singh,14,20,408,582,22,6,8.56,41.57,29.14,0.7,0.92,4,0.2,0.409,1.1,0.3,223,127,232,192,90,126,6.97,8.47,11.05,0.471,0.221,0.309,powerplay,death_bowler,0.62,0.86,20.4,1.0,Jharkhand,2021,True
Vikrant Rajput,0,2,12,25,1,0,12.5,,,0.0,0.0,0,0.0,0.167,0.5,0.0,0,25,0,0,12,0,,12.5,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.175,Railways,2020,False
Vinod Kumar,0,3,60,96,3,0,9.6,,,0.0,0.0,0,0.0,0.2,1.0,0.0,17,51,28,12,30,18,8.5,10.2,9.33,0.2,0.5,0.3,powerplay,all_phases_bowler,,0.0,20.0,0.438,Kerala,2023,True
Vinoop Manoharan,7,6,114,148,0,0,7.79,21.14,16.29,1.167,0.75,2,0.333,0.307,0.0,0.0,0,119,29,0,90,24,,7.93,7.25,0.0,0.789,0.211,death,middle_overs_bowler,1.5,0.5,19.0,0.85,Kerala,2018,True
Vipin Kumar,0,1,12,10,1,0,5.0,,,0.0,0.0,0,0.0,0.5,1.0,0.0,6,4,0,6,6,0,6.0,4.0,,0.5,0.5,0.0,middle,part_time_bowler,0.0,,12.0,0.112,Haryana,2019,False
Vipul Krishna,2,2,30,72,1,0,14.4,36.0,15.0,1.0,1.41,1,0.5,0.333,0.5,0.0,43,0,29,18,0,12,14.33,,14.5,0.6,0.0,0.4,powerplay,part_time_bowler,,1.0,15.0,0.25,Bihar,2019,False
Virat Singh,1,5,60,87,1,0,8.7,87.0,60.0,0.2,0.45,0,0.0,0.25,0.2,0.0,0,84,3,0,54,6,,9.33,3.0,0.0,0.9,0.1,death,middle_overs_bowler,0.25,0.0,12.0,0.562,Jharkhand,2018,True
Vishal Das,4,4,78,101,0,0,7.77,25.25,19.5,1.0,0.82,1,0.25,0.397,0.0,0.0,55,13,33,48,12,18,6.88,6.5,11.0,0.615,0.154,0.231,middle,powerplay_bowler,1.0,1.0,19.5,0.575,Bihar,2018,True
Vishal Jayswal,2,2,24,50,0,0,12.5,25.0,12.0,1.0,1.41,1,0.5,0.167,0.0,0.0,34,9,7,12,6,6,17.0,9.0,7.0,0.5,0.25,0.25,death,part_time_bowler,,1.0,12.0,0.225,Gujarat,2023,False
Vishal Kushwah,14,13,222,350,6,1,9.46,25.0,15.86,1.077,0.95,4,0.308,0.275,0.462,0.077,44,207,99,30,138,54,8.8,9.0,11.0,0.135,0.622,0.243,powerplay,middle_overs_bowler,0.5,1.33,17.08,1.0,Chhattisgarh,2020,True
Vishal Sharma,0,1,18,29,0,0,9.67,,,0.0,0.0,0,0.0,0.333,0.0,0.0,10,19,0,6,12,0,10.0,9.5,,0.333,0.667,0.0,middle,part_time_bowler,,0.0,18.0,0.138,Hyderabad (India),2015,False
Vishnu Solanki,0,1,6,9,0,0,9.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,9,0,0,6,0,,9.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Baroda,2017,False
Vishnu Vinod,0,2,19,24,1,0,7.58,,,0.0,0.0,0,0.0,0.263,0.5,0.0,0,16,8,0,12,7,,8.0,6.86,0.0,0.632,0.368,death,part_time_bowler,0.0,0.0,9.5,0.204,Kerala,2020,False
Vivek Kumar,4,8,161,230,2,2,8.57,57.5,40.25,0.5,0.76,1,0.125,0.354,0.25,0.25,139,36,55,108,24,29,7.72,9.0,11.38,0.671,0.149,0.18,powerplay,powerplay_bowler,0.0,0.57,20.12,1.0,Bihar,2019,True
Vivek Singh,1,8,84,109,0,0,7.79,109.0,84.0,0.125,0.35,0,0.0,0.333,0.0,0.0,0,109,0,0,84,0,,7.79,,0.0,1.0,0.0,middle,middle_overs_bowler,0.2,0.0,10.5,0.85,Bengal,2018,True
Vivekanand Tiwari,6,6,96,142,2,5,8.88,23.67,16.0,1.0,1.26,2,0.333,0.438,0.333,0.833,58,46,38,42,30,24,8.29,9.2,9.5,0.438,0.312,0.25,powerplay,powerplay_bowler,0.67,1.33,16.0,0.775,Jharkhand,2021,True
Waseem Raza,11,14,255,337,1,0,7.93,30.64,23.18,0.786,1.19,3,0.214,0.31,0.071,0.0,42,239,56,30,189,36,8.4,7.59,9.33,0.118,0.741,0.141,middle,middle_overs_bowler,1.67,0.55,18.21,1.0,Jammu & Kashmir,2021,True
Washington Sundar,21,27,570,599,8,0,6.31,28.52,27.14,0.778,0.97,6,0.222,0.416,0.296,0.0,213,270,116,204,282,84,6.26,5.74,8.29,0.358,0.495,0.147,middle,powerplay_bowler,0.94,0.55,21.11,1.0,Tamil Nadu,2023,True
Writtick Chatterjee,15,15,276,291,2,0,6.33,19.4,18.4,1.0,0.85,3,0.2,0.395,0.133,0.0,26,209,56,42,204,30,3.71,6.15,11.2,0.152,0.739,0.109,powerplay,middle_overs_bowler,0.91,1.25,18.4,1.0,Bengal,2024,True
Y Prithvi Raj,5,2,47,92,7,0,11.74,18.4,9.4,2.5,0.71,2,1.0,0.362,3.5,0.0,33,51,8,12,24,11,16.5,12.75,4.36,0.255,0.511,0.234,death,part_time_bowler,3.0,2.0,23.5,0.321,Andhra,2023,False
Y Sera,0,2,24,62,4,1,15.5,,,0.0,0.0,0,0.0,0.292,2.0,0.5,62,0,0,24,0,0,15.5,,,1.0,0.0,0.0,powerplay,part_time_bowler,,0.0,12.0,0.225,Arunachal Pradesh,2023,False
YBK Jaiswal,0,2,12,24,0,0,12.0,,,0.0,0.0,0,0.0,0.333,0.0,0.0,0,24,0,0,12,0,,12.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.175,Mumbai,2021,False
YD Gardharia,0,1,12,28,1,0,14.0,,,0.0,0.0,0,0.0,0.333,1.0,0.0,17,11,0,6,6,0,17.0,11.0,,0.5,0.5,0.0,middle,part_time_bowler,,0.0,12.0,0.112,Gujarat,2018,False
YK Pathan,5,7,89,99,3,0,6.67,19.8,17.8,0.714,0.76,1,0.143,0.326,0.429,0.0,0,91,8,0,78,11,,7.0,4.36,0.0,0.876,0.124,death,middle_overs_bowler,0.5,1.0,12.71,0.808,Baroda,2019,True
YS Chahal,20,27,555,685,14,0,7.41,34.25,27.75,0.741,0.98,3,0.111,0.377,0.519,0.0,114,469,102,78,417,60,8.77,6.75,10.2,0.141,0.751,0.108,middle,middle_overs_bowler,0.88,0.5,20.56,1.0,Haryana,2023,True
Yab Niya,2,9,129,216,2,0,10.05,108.0,64.5,0.222,0.44,0,0.0,0.318,0.222,0.0,161,38,17,92,31,6,10.5,7.35,17.0,0.713,0.24,0.047,middle,powerplay_bowler,,0.22,14.33,1.0,Arunachal Pradesh,2023,True
Yash Dayal,16,19,336,411,23,5,7.34,25.69,21.0,0.842,0.83,5,0.263,0.417,1.211,0.263,230,36,145,210,24,102,6.57,9.0,8.53,0.625,0.071,0.304,powerplay,death_bowler,0.82,0.88,17.68,1.0,Uttar Pradesh,2023,True
