player,avg_position,median_position,highest_position,lowest_position,typical_position,position_role
SG Rohilla,2.0,2.0,2,2,2,opener
SJ Barman,11.0,11.0,11,11,11,tailender
SK Das,7.0,7.0,7,7,7,lower_order
SK Gharami,3.0,3.0,3,3,3,top_order
SK Ismail,11.0,11.0,11,11,11,tailender
SK Patel,2.4,2.0,1,5,1,opener
SK Raina,3.0,3.0,3,3,3,top_order
SK Rasheed,5.0,5.0,4,6,4,top_order
SL Verma,3.090909090909091,3.0,3,4,3,top_order
SM Fallah,10.8,11.0,10,11,11,tailender
SM Gugale,1.8888888888888888,1.0,1,5,1,opener
SM Kazi,8.571428571428571,8.0,8,10,8,lower_order
SM Patidar,4.0,4.0,4,4,4,top_order
SM Rohilla,6.0,6.0,6,6,6,middle_order
SM Singha,1.6363636363636365,2.0,1,2,2,opener
SN Khan,5.222222222222222,5.5,1,7,6,middle_order
SN Mandal,3.0,3.0,3,3,3,top_order
SN Thakur,8.272727272727273,8.0,7,9,9,tailender
SP Goswami,1.25,1.0,1,5,1,opener
SP Jackson,3.324324324324324,4.0,1,6,4,top_order
SR Swain,6.6,6.0,6,8,6,middle_order
SS Agarwal,8.6,9.0,7,9,9,tailender
SS Bandekar,6.4,6.0,6,7,6,middle_order
SS Bandiwar,11.0,11.0,11,11,11,tailender
SS Dobal,3.5,3.5,3,4,3,top_order
SS Dubhashi,6.0,6.0,6,6,6,middle_order
SS Ghosh,5.0,5.0,5,5,5,middle_order
SS Iyer,3.0,3.0,1,5,3,top_order
SS Majumder,7.538461538461538,8.0,2,10,8,lower_order
SS Mundhe,4.730769230769231,3.0,3,9,3,top_order
SS Prabhudessai,5.363636363636363,5.0,1,8,5,middle_order
SS Sharma,5.0,5.0,4,6,5,middle_order
SS Shinde,9.0,9.0,9,9,9,tailender
SS Tiwary,3.903225806451613,4.0,1,5,4,top_order
SSK Bal,4.0,3.0,3,6,3,top_order
SSK Chaudhary,8.0,8.0,8,8,8,lower_order
ST Suwalka,1.0,1.0,1,1,1,opener
STR Binny,4.869565217391305,5.0,4,6,4,top_order
SU Shrivastava,3.3333333333333335,3.0,3,5,3,top_order
SU Yadav,6.0,6.0,6,6,6,middle_order
SV Samson,2.6774193548387095,3.0,1,4,3,top_order
SZ Mulani,7.416666666666667,8.0,4,10,8,lower_order
Saahil Jain,5.454545454545454,5.0,4,8,5,middle_order
Sabin Chettri,7.0,7.0,7,7,7,lower_order
Sachidanand Pandey,8.4,8.0,6,10,8,lower_order
Sachin Baby,4.171428571428572,4.0,3,5,4,top_order
Sachin Kumar,5.375,5.5,3,7,5,middle_order
Sagar Trivedi,5.181818181818182,6.0,1,9,6,middle_order
Sagar Udeshi,9.6,10.0,9,10,10,tailender
Sagun Kamat,2.125,2.0,1,4,1,opener
Sahban Khan,7.0,7.0,7,7,7,lower_order
Sahil Gupta,1.0,1.0,1,1,1,opener
Sahil Lotra,9.0,9.0,9,9,9,tailender
Saidingliana Sailo,6.8,7.0,5,9,5,middle_order
Sairaj Patil,6.0,6.0,5,7,5,middle_order
Salman Baig,5.0,5.0,2,8,2,opener
Salman Nizar,5.7,6.0,4,7,6,middle_order
Samar Quadri,9.0,10.0,7,10,10,tailender
Samarpit Joshi,5.0,5.0,5,5,5,middle_order
Samarth Seth,1.3333333333333333,1.0,1,4,1,opener
Samarth Singh,1.92,2.0,1,3,2,opener
Samarth Vyas,3.590909090909091,3.0,2,8,3,top_order
Sameer Choudhary,5.5,6.0,3,7,6,middle_order
Sameer Rizvi,4.428571428571429,4.0,4,6,4,top_order
Samit Gohel,3.0,3.0,3,3,3,top_order
Sammar Gajjar,6.0,6.0,6,6,6,middle_order
Sams Alam,10.5,10.5,10,11,10,tailender
Sanatombaroy Laiphangbam,5.0,5.0,5,5,5,middle_order
Sandeep Pattnaik,2.111111111111111,2.0,1,4,2,opener
Sandeep Sharma,9.875,10.0,9,11,10,tailender
Sanidhya Hurkat,2.0,2.0,1,3,1,opener
Sanjay Budhwar,11.0,11.0,11,11,11,tailender
Sanjay Raghunath,1.75,2.0,1,2,2,opener
Sanjeet Desai,4.285714285714286,4.0,3,8,3,top_order
Sankar Paul,5.8,6.0,3,8,6,middle_order
Santha Moorthy,10.0,10.0,10,10,10,tailender
Sanvir Singh,5.916666666666667,6.0,4,7,6,middle_order
Saransh Jain,7.75,8.0,5,10,10,tailender
Sarbeswar Mohanty,7.0,7.0,6,8,7,lower_order
Sarfaraz Ashraf,6.333333333333333,6.5,4,8,6,middle_order
Sarthak Ranjan,3.0,2.5,2,5,2,opener
Sarul Kanwar,1.75,2.0,1,2,2,opener
Satish Jangir,8.0,8.0,8,8,8,lower_order
Satyajeet Bachhav,8.636363636363637,9.0,7,10,8,lower_order
Saurabh Das,7.333333333333333,8.0,3,10,8,lower_order
Saurabh Dubey,6.5,6.5,6,7,6,middle_order
Saurabh Kumar,7.0,7.0,4,9,7,lower_order
Saurabh Rawat,4.2105263157894735,4.0,2,7,4,top_order
Saurabh Wakaskar,2.625,3.0,1,4,3,top_order
Saurav Chauhan,3.230769230769231,3.0,2,5,2,opener
Sayan Ghosh,10.6,11.0,10,11,11,tailender
Sayan Mondal,3.0,2.0,1,7,1,opener
Sedezhalie Rupero,2.533333333333333,2.0,2,6,2,opener
Shahbaz Ahmed,5.944444444444445,6.0,3,8,6,middle_order
Shakeeb Ahmed,6.285714285714286,6.0,5,8,5,middle_order
Shantanu Mishra,1.0,1.0,1,1,1,opener
Shanu Saini,10.0,10.0,10,10,10,tailender
Sharad Lumba,5.875,6.0,5,7,6,middle_order
Sharafuddeen,5.0,5.0,5,5,5,middle_order
Shashank Chandrakar,1.8888888888888888,2.0,1,7,2,opener
Shashank Singh,4.56,5.0,2,7,5,middle_order
Shasheem Rathour,2.5,2.0,2,7,2,opener
Shashi Anand,10.0,10.0,10,10,10,tailender
Shashi Shekhar,10.666666666666666,11.0,10,11,11,tailender
Shashidhar Reddy,3.0,3.0,3,3,3,top_order
Shashwat Kohli,3.2857142857142856,2.0,2,6,2,opener
Shashwat Rawat,1.5,1.5,1,2,1,opener
Shekhar Kumar Singh,5.0,5.0,5,5,5,middle_order
Shiva Chauhan,7.0,7.0,7,7,7,lower_order
Shiva Singh,8.0,8.0,7,9,8,lower_order
Shivam Bhambri,2.6923076923076925,3.0,2,3,3,top_order
Shivam Chaudhary,2.347826086956522,2.0,1,5,2,opener
Shivam Chauhan,3.652173913043478,4.0,1,5,4,top_order
Shivam Khurana,6.0,6.0,5,7,6,middle_order
Shivam Kumar,9.5,9.5,9,10,9,tailender
Shivam Mavi,8.25,8.0,8,9,8,lower_order
Shivam Sharma,9.333333333333334,9.0,9,10,9,tailender
Shivam Shukla,9.0,9.0,9,9,9,tailender
Shivank Vashisth,8.0,8.0,7,9,7,lower_order
Shivendra Singh,8.285714285714286,8.0,7,10,7,lower_order
Shoaib Mohammed Khan,7.833333333333333,8.0,7,9,8,lower_order
Shreshth Nirmohi,11.0,11.0,11,11,11,tailender
Shubham Arora,3.0,3.0,3,3,3,top_order
Shubham Chaubey,5.6,6.0,2,8,5,middle_order
Shubham Kamal Sharma,7.333333333333333,7.0,7,8,7,lower_order
Shubham Khajuria,1.9473684210526316,2.0,1,4,1,opener
Shubham Kumar Singh,10.0,10.0,10,10,10,tailender
Shubham Pundir,4.238095238095238,4.0,3,7,4,top_order
Shubham Ranjane,5.769230769230769,6.0,4,8,7,lower_order
Shubham Sharma,2.3333333333333335,2.0,1,4,2,opener
Shubham Singh,9.0,9.0,9,9,9,tailender
Shubman Gill,1.3333333333333333,1.0,1,2,1,opener
Sibsankar Roy,3.2,3.0,2,5,3,top_order
Siddhesh Wath,2.111111111111111,1.0,1,5,1,opener
Sijomon Joseph,8.0,8.0,8,8,8,lower_order
Simarjeet Singh,10.333333333333334,10.0,10,11,10,tailender
Sinan Khadir,4.428571428571429,5.0,1,7,3,top_order
Sirla Srinivas,7.5,7.0,7,9,7,lower_order
Snehal Kauthankar,2.9,3.0,1,6,3,top_order
Soaeb Tai,7.6,7.0,6,9,7,lower_order
Sohraab Dhaliwal,6.357142857142857,6.0,5,7,6,middle_order
Somnath Soni,11.0,11.0,11,11,11,tailender
Somorjit Salam,9.666666666666666,9.0,9,11,9,tailender
Song Tacho,5.545454545454546,7.0,2,7,7,lower_order
Sonu Singh,9.0,9.0,9,9,9,tailender
Sonu Yadav,5.0,5.0,5,5,5,middle_order
Sourabh Majumdar,10.5,10.5,10,11,10,tailender
Sourav Dey,10.0,10.0,10,10,10,tailender
Srinivas Fadte,8.333333333333334,9.0,4,11,9,tailender
Subham Nayak,9.0,9.0,9,9,9,tailender
Subhransu Senapati,3.3,3.0,3,5,3,top_order
Suboth Bhati,7.411764705882353,9.0,2,10,9,tailender
Subramanian Anand,4.375,4.5,3,6,5,middle_order
Sudip Chatterjee,3.0952380952380953,3.0,1,4,4,top_order
Sufiyan Alam,2.5,2.5,2,3,2,opener
Suheh Hussain,5.0,5.0,3,7,3,top_order
Sujit Nayak,7.0,7.0,7,7,7,lower_order
Sukesh Heera,2.0,2.0,2,2,2,opener
Sultan Karim,7.6,7.5,6,9,9,tailender
Sumit Kumar,5.5,6.0,3,8,6,middle_order
Sumit Lama,8.75,9.0,8,9,9,tailender
Sumit Ruikar,8.875,9.0,8,10,8,lower_order
Sumit Singh,5.25,5.0,3,8,3,top_order
Sunil Roul,9.5,9.5,9,10,9,tailender
Sunil Yadav,8.5,8.5,8,9,8,lower_order
Sunny Gupta,9.0,9.0,9,9,9,tailender
Sunny Kashyap,9.0,9.0,9,9,9,tailender
Sunny Rana,9.25,9.5,8,10,10,tailender
Supriyo Chakraborty,5.5,5.5,4,7,4,top_order
Suraj Ahuja,6.125,6.0,5,7,6,middle_order
Suraj Kashyap,7.0,7.0,7,7,7,lower_order
Suraj Tayam,4.0,3.0,3,6,3,top_order
Suresh Kumar,5.666666666666667,6.0,3,8,3,top_order
Suryakant Pradhan,8.076923076923077,8.0,7,9,8,lower_order
Suryansh Raina,5.5,7.0,1,8,7,lower_order
Suryansh Shedge,6.333333333333333,6.0,6,7,6,middle_order
Swapnil Singh,5.666666666666667,6.0,3,8,6,middle_order
Swarajeet Das,5.0,6.0,2,8,6,middle_order
Swarupam Purkayastha,2.6923076923076925,2.0,2,9,2,opener
Swastik Samal,1.0,1.0,1,1,1,opener
Syed Sagar,8.25,8.5,7,9,9,tailender
T Kohli,1.9615384615384615,1.5,1,6,1,opener
T Mishra,3.0,3.0,2,4,2,opener
T Pradeep,8.0,8.5,5,10,9,tailender
T R Dhillon,8.0,8.0,8,8,8,lower_order
T Tatar,3.0,3.0,3,3,3,top_order
T Vijay,8.0,8.0,8,8,8,lower_order
TM Srivastava,3.0,3.0,3,3,3,top_order
TS Saha,7.75,8.5,5,9,9,tailender
TT Sawkar,5.2,5.0,3,8,3,top_order
TU Deshpande,10.666666666666666,11.0,9,11,11,tailender
Tahmeed Rahman,8.7,9.0,7,10,9,tailender
Tajinder Singh,5.636363636363637,6.0,4,6,6,middle_order
Takam Tallum,8.0,8.0,8,8,8,lower_order
Tana Davit,6.333333333333333,8.0,3,8,8,lower_order
Tanay Thyagarajan,7.909090909090909,8.0,6,9,8,lower_order
Tanmay Agarwal,1.25,1.0,1,4,1,opener
Tanush Gusain,1.0,1.0,1,1,1,opener
Tanush Kotian,9.25,9.0,9,10,9,tailender
Tanveer Ul-Haq,8.875,9.0,7,10,9,tailender
Tarang Gohel,1.1428571428571428,1.0,1,2,1,opener
Tarani Sa,11.0,11.0,11,11,11,tailender
Tashi Bhalla,8.0,8.0,7,9,7,lower_order
Techi Doria,2.5,2.0,1,7,2,opener
Techi Neri,7.090909090909091,8.0,2,10,8,lower_order
Techi Sonam,4.0,4.0,3,5,3,top_order
Tejas Patel,9.75,10.0,9,10,10,tailender
Tejosel Yiethun,2.0,2.0,2,2,2,opener
Temjentoshi Jamir,10.0,10.0,10,10,10,tailender
Thomas Moirangthem,9.0,9.0,8,10,8,lower_order
Tilak Varma,3.111111111111111,3.0,2,5,3,top_order
Toni Chishi,6.0,6.0,6,6,6,middle_order
Treyaksh Bali,2.1666666666666665,2.0,1,3,2,opener
Tripuresh Singh,8.0,8.0,8,8,8,lower_order
Tukuna Sahoo,3.6666666666666665,1.0,1,9,1,opener
Tushar Gill,7.0,7.0,7,7,7,lower_order
U Kaul,2.5,2.5,2,3,2,opener
U U Bose,1.9166666666666667,2.0,1,5,1,opener
UBT Chand,1.3,1.0,1,4,1,opener
UR Kumar,3.75,3.5,3,5,3,top_order
UR Patel,6.4,6.0,6,8,6,middle_order
UT Yadav,7.333333333333333,8.0,2,9,8,lower_order
Umang Sharma,3.727272727272727,4.0,1,6,4,top_order
Umar Alam,8.5,8.5,8,9,8,lower_order
Umar Nazir,10.75,11.0,10,11,11,tailender
Unnikrishnan Manukrishnan,8.2,8.0,8,9,8,lower_order
Upendra Yadav,3.2083333333333335,3.5,1,6,1,opener
Urvil Patel,2.129032258064516,2.0,1,5,2,opener
Utkarsh Singh,4.6,4.0,2,9,2,opener
Uvais Ahmad,4.142857142857143,5.0,1,6,5,middle_order
V Athisayaraj Davidson,11.0,11.0,11,11,11,tailender
V Cheluvaraj,4.5,4.5,4,5,4,top_order
V Dhaka,6.0,6.0,6,6,6,middle_order
V Kaverappa,11.0,11.0,11,11,11,tailender
V Nayanar,2.0,2.0,2,2,2,opener
V Nigam,7.0,7.0,7,7,7,lower_order
V Panwar,11.0,11.0,11,11,11,tailender
V Pratap Singh,9.5,10.0,8,10,10,tailender
V Sehwag,3.0,3.0,2,4,2,opener
V Shankar,4.4,4.0,3,6,4,top_order
V Tokas,10.0,10.0,9,11,9,tailender
V Vishal,2.0,2.0,2,2,2,opener
VA Jagadeesh,3.2222222222222223,1.0,1,9,1,opener
VG Arora,10.75,11.0,10,11,11,tailender
VH Zol,2.375,2.0,2,3,2,opener
VK Saha,10.0,10.0,9,11,9,tailender
VR Aaron,9.25,10.0,7,11,10,tailender
VR Iyer,4.205882352941177,5.0,1,8,5,middle_order
VS Kahlon,4.0,4.0,4,4,4,top_order
VV Gite,8.0,8.0,8,8,8,lower_order
VV More,7.0,7.0,7,7,7,lower_order
Vaibhav Bhatt,6.0,6.0,6,6,6,middle_order
Vaibhav Govekar,1.5,1.5,1,2,1,opener
Vaibhav Singh Panwar,4.555555555555555,4.0,3,6,4,top_order
Varun Choudhary,10.0,10.0,10,10,10,tailender
Varun Sood,5.444444444444445,6.0,2,9,2,opener
Vasuki Koushik,10.0,10.0,10,10,10,tailender
Vidyadhar Patil,10.0,10.0,10,10,10,tailender
Vijay Bharti,1.25,1.0,1,2,1,opener
Vijay Jethi,6.5,6.5,6,7,6,middle_order
Vijay Rao,6.5,6.5,6,7,6,middle_order
Vijay Sharma,5.7,5.5,3,8,5,middle_order
Vijaykumar Vyshak,8.4,8.0,7,10,8,lower_order
Vijesh Prabhudessai,11.0,11.0,11,11,11,tailender
Vikas Hathwala,5.2727272727272725,5.0,4,8,5,middle_order
Vikas Mishra,11.0,11.0,11,11,11,tailender
Vikas Yadav,9.4,10.0,8,10,10,tailender
Vikash Kumar,6.0,6.0,5,7,6,middle_order
Vikash Singh,9.2,9.0,8,10,9,tailender
Vikash Yadav,8.0,8.0,8,8,8,lower_order
Vikrant Rajput,3.3333333333333335,3.0,3,5,3,top_order
Vinod Kumar,8.5,8.5,8,9,8,lower_order
Vinoop Manoharan,5.875,6.0,4,7,6,middle_order
Vipin Dhaka,5.0,5.0,4,6,4,top_order
Virat Singh,2.5277777777777777,3.0,1,4,3,top_order
Vishal Das,11.0,11.0,11,11,11,tailender
Vishal Jayswal,8.666666666666666,9.0,8,9,9,tailender
Vishal Kushwah,5.65,6.0,2,7,6,middle_order
Vishnu Solanki,4.35,3.0,2,8,3,top_order
Vishnu Vinod,2.7777777777777777,2.0,1,6,1,opener
Vishvaraj Jadeja,4.0,4.0,1,8,4,top_order
Vivek Kumar,8.125,8.0,7,9,8,lower_order
Vivek Singh,3.0476190476190474,2.0,2,6,2,opener
Vivekanand Tiwari,9.333333333333334,9.0,9,10,9,tailender
Vivrant Sharma,1.5,1.5,1,2,1,opener
W Nongkhlaw,10.0,10.0,10,10,10,tailender
WP Saha,2.875,2.0,1,6,2,opener
Walter Toppo,7.0,7.0,7,7,7,lower_order
Waseem Raza,8.0,8.0,7,9,8,lower_order
Washington Sundar,2.96,2.0,1,6,2,opener
Wasiqur Rahman,5.866666666666666,6.0,3,8,5,middle_order
Writtick Chatterjee,5.615384615384615,6.0,3,9,6,middle_order
X Thalaivan Sargunam,3.1666666666666665,3.0,1,5,3,top_order
Y Avinash Jadhav,2.5,2.5,2,3,2,opener
Y Nagar,2.6666666666666665,2.0,2,4,2,opener
Y Prithvi Raj,11.0,11.0,11,11,11,tailender
Y Sandeep,6.0,6.0,6,6,6,middle_order
YB Kothari,1.0,1.0,1,1,1,opener
YBK Jaiswal,2.125,3.0,1,3,3,top_order
YD Gardharia,9.0,9.0,9,9,9,tailender
YK Pathan,4.782608695652174,5.0,4,6,5,middle_order
YR Sharma,4.2,5.0,3,5,5,middle_order
YS Chahal,9.8,10.0,9,10,10,tailender
YV Dhull,2.8,3.0,2,3,3,top_order
YV Rathod,3.0,3.0,3,3,3,top_order
YV Takawale,2.5,2.0,1,5,2,opener
YY Singh,2.0,2.0,2,2,2,opener
Yab Niya,9.2,9.0,8,11,8,lower_order
Yash Dayal,11.0,11.0,11,11,11,tailender
Yash Nahar,1.75,2.0,1,2,2,opener
Yash Thakur,9.88888888888889,10.0,9,11,10,tailender
Yashaswi Rishav,3.0,3.0,1,5,1,opener
Yashpal Singh,3.6,3.0,2,6,3,top_order
Yogesh Sharma,11.0,11.0,11,11,11,tailender
Yogesh Tiwari,2.0,1.5,1,4,1,opener
Yudhvir Singh,7.857142857142857,8.0,6,10,6,middle_order
Yuvraj Chudasama,10.333333333333334,10.0,10,11,10,tailender
Yuvraj Singh,5.052631578947368,4.0,2,11,4,top_order
Zafar Ali,1.0,1.0,1,1,1,opener
Zahoor Sofi,8.0,7.5,7,10,7,lower_order
