player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_runs_conceded,mid_runs_conceded,death_runs_conceded,pp_balls_bowled,mid_balls_bowled,death_balls_bowled,pp_economy,mid_economy,death_economy,pp_workload_pct,mid_workload_pct,death_workload_pct,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,balls_bowled_per_match,sample_reliability_score,team,season_start_year,eligible_for_model
Sikandar Raza,3,7,84,146,3,1,10.43,48.67,28.0,0.429,0.53,0,0.0,0.25,0.429,0.143,28,118,0,12,72,0,14.0,9.83,,0.143,0.857,0.0,middle,middle_overs_bowler,0.5,0.0,12.0,0.788,Punjab Kings,2024,True
Simarjeet Singh,11,14,240,411,14,2,10.28,37.36,21.82,0.786,1.05,4,0.286,0.425,1.0,0.143,215,132,64,126,78,36,10.24,10.15,10.67,0.525,0.325,0.15,middle,powerplay_bowler,1.8,0.22,17.14,1.0,Chennai Super Kings,2025,True
Sohail Tanvir,22,11,247,275,17,1,6.68,12.5,11.23,2.0,2.0,6,0.545,0.49,1.545,0.091,145,8,122,132,12,103,6.59,4.0,7.11,0.534,0.049,0.417,middle,death_bowler,2.2,0.0,22.45,1.0,Rajasthan Royals,2007,True
Sumit Kumar,0,2,20,38,2,0,11.4,,,0.0,0.0,0,0.0,0.2,1.0,0.0,0,30,8,0,18,2,,10.0,24.0,0.0,0.9,0.1,middle,part_time_bowler,,0.0,10.0,0.208,Delhi Capitals,2024,False
Sunny Gupta,0,1,18,47,1,0,15.67,,,0.0,0.0,0,0.0,0.0,1.0,0.0,12,35,0,6,12,0,12.0,17.5,,0.333,0.667,0.0,powerplay,part_time_bowler,,0.0,18.0,0.138,Delhi Daredevils,2012,False
Suryansh Shedge,0,1,18,40,0,1,13.33,,,0.0,0.0,0,0.0,0.056,0.0,1.0,0,14,26,0,12,6,,7.0,26.0,0.0,0.667,0.333,middle,part_time_bowler,0.0,,18.0,0.138,Punjab Kings,2025,False
Suyash Sharma,22,31,648,965,10,1,8.94,43.86,29.45,0.71,0.94,6,0.194,0.318,0.323,0.032,22,813,130,18,552,78,7.33,8.84,10.0,0.028,0.852,0.12,powerplay,middle_overs_bowler,0.77,0.56,20.9,1.0,Royal Challengers Bengaluru,2026,True
Swapnil Singh,7,14,162,241,2,1,8.93,34.43,23.14,0.5,0.76,2,0.143,0.241,0.143,0.071,62,179,0,42,120,0,8.86,8.95,,0.259,0.741,0.0,powerplay,middle_overs_bowler,0.78,0.0,11.57,1.0,Royal Challengers Bengaluru,2024,True
T Henderson,1,2,36,41,0,0,6.83,41.0,36.0,0.5,0.71,0,0.0,0.389,0.0,0.0,0,13,28,0,18,18,,4.33,9.33,0.0,0.5,0.5,middle,part_time_bowler,,0.5,18.0,0.275,Rajasthan Royals,2009,False
T Natarajan,73,67,1452,2195,64,1,9.07,30.07,19.89,1.09,0.97,21,0.313,0.304,0.955,0.015,544,647,1004,384,475,593,8.5,8.17,10.16,0.264,0.327,0.408,middle,death_bowler,1.21,0.97,21.67,1.0,Sunrisers Hyderabad,2026,True
T Shamsi,3,5,120,185,0,0,9.25,61.67,40.0,0.6,0.55,0,0.0,0.233,0.0,0.0,0,143,42,0,102,18,,8.41,14.0,0.0,0.85,0.15,middle,middle_overs_bowler,1.0,0.5,24.0,0.812,Royal Challengers Bangalore,2021,True
T Stubbs,4,5,36,69,1,0,11.5,17.25,9.0,0.8,0.84,1,0.2,0.333,0.2,0.0,0,64,5,0,30,6,,12.8,5.0,0.0,0.833,0.167,death,part_time_bowler,1.0,0.5,7.2,0.462,Delhi Capitals,2025,True
T Thushara,8,6,135,164,7,2,7.29,20.5,16.88,1.333,0.82,3,0.5,0.422,1.167,0.333,60,24,80,60,30,45,6.0,4.8,10.67,0.444,0.222,0.333,middle,death_bowler,1.67,1.0,22.5,0.875,Chennai Super Kings,2009,True
TA Boult,144,122,2741,3916,102,2,8.57,27.19,19.03,1.18,0.97,40,0.328,0.409,0.836,0.016,2036,572,1308,1636,372,733,7.47,9.23,10.71,0.597,0.136,0.267,powerplay,powerplay_bowler,1.42,0.87,22.47,1.0,Mumbai Indians,2026,True
TG Southee,47,54,1206,1774,52,4,8.83,37.74,25.66,0.87,0.99,15,0.278,0.371,0.963,0.074,863,289,622,636,222,348,8.14,7.81,10.72,0.527,0.184,0.289,middle,powerplay_bowler,0.83,0.92,22.33,1.0,Mumbai Indians,2023,True
TH David,0,1,6,18,0,0,18.0,,,0.0,0.0,0,0.0,0.167,0.0,0.0,0,18,0,0,6,0,,18.0,,0.0,1.0,0.0,middle,part_time_bowler,,0.0,6.0,0.088,Royal Challengers Bengaluru,2026,False
TK Curran,13,13,238,432,11,3,10.89,33.23,18.31,1.0,0.91,3,0.231,0.239,0.846,0.231,67,132,233,42,85,111,9.57,9.32,12.59,0.176,0.357,0.466,middle,death_bowler,1.2,0.88,18.31,1.0,Rajasthan Royals,2021,True
TL Suman,6,11,150,198,0,2,7.92,33.0,25.0,0.545,0.69,1,0.091,0.287,0.0,0.182,6,144,48,6,120,24,6.0,7.2,12.0,0.04,0.8,0.16,powerplay,middle_overs_bowler,0.67,0.5,13.64,1.0,Deccan Chargers,2013,True
TM Dilshan,5,25,271,368,4,0,8.15,73.6,54.2,0.2,0.41,0,0.0,0.292,0.16,0.0,62,275,31,42,204,25,8.86,8.09,7.44,0.155,0.753,0.092,death,middle_overs_bowler,0.31,0.08,10.84,1.0,Delhi Daredevils,2013,True
TM Head,2,6,58,113,0,0,11.69,56.5,29.0,0.333,0.82,1,0.167,0.155,0.0,0.0,0,86,27,0,40,18,,12.9,9.0,0.0,0.69,0.31,death,part_time_bowler,1.0,0.0,9.67,0.617,Royal Challengers Bangalore,2024,True
TP Sudhindra,1,3,70,137,3,1,11.74,137.0,70.0,0.333,0.58,0,0.0,0.257,1.0,0.333,40,47,50,24,24,22,10.0,11.75,13.64,0.343,0.343,0.314,powerplay,powerplay_bowler,,0.33,23.33,0.479,Deccan Chargers,2012,False
TS Mills,11,10,209,349,9,0,10.02,31.73,19.0,1.1,0.99,3,0.3,0.33,0.9,0.0,106,133,110,72,72,65,8.83,11.08,10.15,0.344,0.344,0.311,powerplay,death_bowler,1.0,1.11,20.9,1.0,Mumbai Indians,2022,True
TU Deshpande,54,49,1019,1726,77,7,10.16,31.96,18.87,1.102,1.08,18,0.367,0.35,1.571,0.143,729,354,643,492,198,329,8.89,10.73,11.73,0.483,0.194,0.323,powerplay,death_bowler,1.43,0.81,20.8,1.0,Chennai Super Kings,2026,True
Tejas Baroka,0,1,21,33,0,0,9.43,,,0.0,0.0,0,0.0,0.286,0.0,0.0,8,16,9,6,12,3,8.0,8.0,18.0,0.286,0.571,0.143,powerplay,part_time_bowler,,0.0,21.0,0.15,Gujarat Lions,2017,False
Tilak Varma,0,4,22,28,1,0,7.64,,,0.0,0.0,0,0.0,0.364,0.25,0.0,7,13,8,6,12,4,7.0,6.5,12.0,0.273,0.545,0.182,middle,part_time_bowler,0.0,0.0,5.5,0.342,Mumbai Indians,2024,False
UT Yadav,144,147,3056,4442,110,24,8.72,30.85,21.22,0.98,1.07,41,0.279,0.388,0.748,0.163,1926,1204,1312,1452,872,732,7.96,8.28,10.75,0.475,0.285,0.24,powerplay,powerplay_bowler,1.23,0.73,20.79,1.0,Kolkata Knight Riders,2024,True
Umar Gul,12,6,135,198,12,6,8.8,16.5,11.25,2.0,1.41,4,0.667,0.378,2.0,1.0,42,68,88,36,54,45,7.0,7.56,11.73,0.267,0.4,0.333,powerplay,death_bowler,1.67,2.33,22.5,0.875,Kolkata Knight Riders,2007,True
Umran Malik,29,26,493,785,22,4,9.55,27.07,17.0,1.115,1.37,7,0.269,0.416,0.846,0.154,95,563,127,30,390,73,19.0,8.66,10.44,0.061,0.791,0.148,middle,middle_overs_bowler,1.36,0.93,18.96,1.0,Sunrisers Hyderabad,2024,True
V Kaverappa,2,1,24,36,0,0,9.0,18.0,12.0,2.0,0.0,1,1.0,0.458,0.0,0.0,20,16,0,18,6,0,6.67,16.0,,0.75,0.25,0.0,powerplay,part_time_bowler,,2.0,24.0,0.162,Punjab Kings,2024,False
V Kohli,4,26,251,371,7,6,8.87,92.75,62.75,0.154,0.46,1,0.038,0.207,0.269,0.231,0,315,56,0,225,26,,8.4,12.92,0.0,0.896,0.104,middle,middle_overs_bowler,0.33,0.0,9.65,1.0,Royal Challengers Bangalore,2016,True
V Nigam,12,16,264,420,7,5,9.55,35.0,22.0,0.75,0.93,5,0.312,0.307,0.438,0.312,83,300,37,54,174,36,9.22,10.34,6.17,0.205,0.659,0.136,death,middle_overs_bowler,1.0,0.5,16.5,1.0,Delhi Capitals,2026,True
V Pratap Singh,10,9,204,300,7,0,8.82,30.0,20.4,1.111,0.6,2,0.222,0.348,0.778,0.0,140,89,71,96,66,42,8.75,8.09,10.14,0.471,0.324,0.206,middle,powerplay_bowler,1.33,1.0,22.67,1.0,Deccan Chargers,2012,True
V Puthur,6,5,72,109,1,0,9.08,18.17,12.0,1.2,1.1,1,0.2,0.333,0.2,0.0,0,85,24,0,60,12,,8.5,12.0,0.0,0.833,0.167,middle,middle_overs_bowler,0.5,1.67,14.4,0.612,Mumbai Indians,2025,True
V Sehwag,6,15,136,236,1,1,10.41,39.33,22.67,0.4,0.63,1,0.067,0.324,0.067,0.067,47,139,50,12,102,22,23.5,8.18,13.64,0.088,0.75,0.162,middle,middle_overs_bowler,0.8,0.2,9.07,1.0,Delhi Daredevils,2013,True
V Shankar,9,22,238,344,15,5,8.67,38.22,26.44,0.409,0.59,1,0.045,0.336,0.682,0.227,14,264,66,8,185,45,10.5,8.56,8.8,0.034,0.777,0.189,middle,middle_overs_bowler,0.3,0.5,10.82,1.0,Sunrisers Hyderabad,2022,True
V Viyaskanth,1,3,60,90,0,0,9.0,90.0,60.0,0.333,0.58,0,0.0,0.267,0.0,0.0,0,90,0,0,60,0,,9.0,,0.0,1.0,0.0,middle,middle_overs_bowler,0.5,0.0,20.0,0.438,Sunrisers Hyderabad,2024,False
VG Arora,42,36,734,1223,49,10,10.0,29.12,17.48,1.167,0.91,12,0.333,0.369,1.361,0.278,722,170,331,474,84,176,9.14,12.14,11.28,0.646,0.114,0.24,powerplay,powerplay_bowler,1.16,1.18,20.39,1.0,Kolkata Knight Riders,2026,True
VR Aaron,44,50,994,1527,63,8,9.22,34.7,22.59,0.88,0.94,17,0.34,0.389,1.26,0.16,569,552,406,384,402,208,8.89,8.24,11.71,0.386,0.404,0.209,middle,powerplay_bowler,1.04,0.73,19.88,1.0,Royal Challengers Bangalore,2022,True
VR Iyer,3,9,81,145,2,1,10.74,48.33,27.0,0.333,0.71,1,0.111,0.185,0.222,0.111,0,90,55,0,48,33,,11.25,10.0,0.0,0.593,0.407,death,death_bowler,0.67,0.17,9.0,0.838,Kolkata Knight Riders,2024,True
VRV Singh,12,18,360,549,7,4,9.15,45.75,30.0,0.667,0.84,2,0.111,0.317,0.389,0.222,136,250,163,78,174,108,10.46,8.62,9.06,0.217,0.483,0.3,middle,death_bowler,0.75,0.5,20.0,1.0,Kings XI Punjab,2009,True
VS Malik,6,13,205,268,5,2,7.84,44.67,34.17,0.462,0.66,1,0.077,0.41,0.385,0.154,157,99,12,126,72,7,7.48,8.25,10.29,0.615,0.351,0.034,powerplay,powerplay_bowler,0.6,0.38,15.77,1.0,Kings XI Punjab,2014,True
VS Yeligati,0,2,30,61,2,0,12.2,,,0.0,0.0,0,0.0,0.2,1.0,0.0,13,35,13,6,18,6,13.0,11.67,13.0,0.2,0.6,0.2,middle,part_time_bowler,,0.0,15.0,0.25,Mumbai Indians,2007,False
VY Mahesh,21,17,339,511,13,7,9.04,24.33,16.14,1.235,1.15,6,0.353,0.354,0.765,0.412,149,281,81,78,198,63,11.46,8.52,7.71,0.23,0.584,0.186,death,middle_overs_bowler,1.25,1.22,19.94,1.0,Delhi Daredevils,2012,True
Vijaykumar Vyshak,22,20,411,719,23,2,10.5,32.68,18.68,1.1,1.02,7,0.35,0.285,1.15,0.1,125,392,202,66,246,99,11.36,9.56,12.24,0.161,0.599,0.241,middle,middle_overs_bowler,1.08,1.12,20.55,1.0,Punjab Kings,2026,True
Vivrant Sharma,0,2,18,37,2,1,12.33,,,0.0,0.0,0,0.0,0.278,1.0,0.5,0,37,0,0,18,0,,12.33,,0.0,1.0,0.0,middle,part_time_bowler,0.0,0.0,9.0,0.2,Sunrisers Hyderabad,2023,False
W O'Rourke,6,3,62,132,2,0,12.77,22.0,10.33,2.0,1.0,2,0.667,0.242,0.667,0.0,52,50,30,24,24,14,13.0,12.5,12.86,0.387,0.387,0.226,middle,powerplay_bowler,3.0,1.5,20.67,0.446,Lucknow Super Giants,2025,False
WA Mota,4,7,72,98,2,1,8.17,24.5,18.0,0.571,0.53,0,0.0,0.333,0.286,0.143,0,50,48,0,48,24,,6.25,12.0,0.0,0.667,0.333,middle,death_bowler,0.5,0.67,10.29,0.738,Kings XI Punjab,2009,True
WD Parnell,35,33,723,968,29,6,8.03,27.66,20.66,1.061,0.97,8,0.242,0.409,0.879,0.182,490,141,337,372,120,231,7.9,7.05,8.75,0.515,0.166,0.32,middle,death_bowler,1.42,0.86,21.91,1.0,Pune Warriors,2023,True
WG Jacks,8,13,138,221,6,1,9.61,27.62,17.25,0.615,0.77,2,0.154,0.304,0.462,0.077,60,149,12,36,96,6,10.0,9.31,12.0,0.261,0.696,0.043,middle,middle_overs_bowler,0.86,0.33,10.62,1.0,Mumbai Indians,2025,True
WPUJC Vaas,18,13,282,364,4,2,7.74,20.22,15.67,1.385,0.87,6,0.462,0.454,0.308,0.154,211,57,96,198,36,48,6.39,9.5,12.0,0.702,0.128,0.17,powerplay,powerplay_bowler,1.8,1.12,21.69,1.0,Deccan Chargers,2009,True
Washington Sundar,40,65,1144,1485,10,2,7.79,37.12,28.6,0.615,0.84,9,0.138,0.33,0.154,0.031,547,807,131,384,678,82,8.55,7.14,9.59,0.336,0.593,0.072,middle,powerplay_bowler,0.81,0.42,17.6,1.0,Royal Challengers Bangalore,2026,True
XC Bartlett,6,9,166,271,3,1,9.8,45.17,27.67,0.667,0.71,1,0.111,0.349,0.333,0.111,161,59,51,94,36,36,10.28,9.83,8.5,0.566,0.217,0.217,death,powerplay_bowler,0.57,1.0,18.44,1.0,Punjab Kings,2026,True
Y Gnaneswara Rao,0,1,6,7,0,0,7.0,,,0.0,0.0,0,0.0,0.5,0.0,0.0,0,7,0,0,6,0,,7.0,,0.0,1.0,0.0,middle,part_time_bowler,0.0,,6.0,0.088,Kochi Tuskers Kerala,2011,False
Y Nagar,4,8,66,125,2,4,11.36,31.25,16.5,0.5,0.76,1,0.125,0.242,0.25,0.5,10,115,0,6,60,0,10.0,11.5,,0.091,0.909,0.0,powerplay,middle_overs_bowler,0.0,0.67,8.25,0.775,Delhi Daredevils,2012,True
Y Prithvi Raj,1,2,30,57,3,0,11.4,57.0,30.0,0.5,0.71,0,0.0,0.267,1.5,0.0,33,24,0,12,18,0,16.5,8.0,,0.4,0.6,0.0,middle,part_time_bowler,,0.5,15.0,0.25,Kolkata Knight Riders,2019,False
Y Venugopal Rao,6,20,216,338,6,0,9.39,56.33,36.0,0.3,0.66,2,0.1,0.273,0.3,0.0,67,218,53,42,150,24,9.57,8.72,13.25,0.194,0.694,0.111,middle,middle_overs_bowler,0.14,0.38,10.8,1.0,Deccan Chargers,2014,True
YA Abdulla,15,11,209,311,12,1,8.93,20.73,13.93,1.364,1.63,4,0.364,0.421,1.091,0.091,103,92,116,84,66,59,7.36,8.36,11.8,0.402,0.316,0.282,powerplay,powerplay_bowler,2.5,0.71,19.0,1.0,Kings XI Punjab,2009,True
YBK Jaiswal,0,1,1,6,0,0,36.0,,,0.0,0.0,0,0.0,0.0,0.0,0.0,0,0,6,0,0,1,,,36.0,0.0,0.0,1.0,death,part_time_bowler,,0.0,1.0,0.067,Rajasthan Royals,2022,False
YK Pathan,42,82,1147,1443,37,0,7.55,34.36,27.31,0.512,0.82,11,0.134,0.343,0.451,0.0,402,914,127,354,714,79,6.81,7.68,9.65,0.309,0.622,0.069,powerplay,powerplay_bowler,0.58,0.41,13.99,1.0,Kolkata Knight Riders,2019,True
YS Chahal,224,176,3869,5240,112,10,8.13,23.39,17.27,1.273,1.1,61,0.347,0.332,0.636,0.057,538,3665,1037,404,2810,655,7.99,7.83,9.5,0.104,0.726,0.169,middle,middle_overs_bowler,1.46,1.08,21.98,1.0,Royal Challengers Bangalore,2026,True
Yash Dayal,41,43,871,1412,39,10,9.73,34.44,21.24,0.953,0.84,10,0.233,0.352,0.907,0.233,701,289,422,438,205,228,9.6,8.46,11.11,0.503,0.235,0.262,middle,powerplay_bowler,1.13,0.54,20.26,1.0,Royal Challengers Bengaluru,2025,True
Yash Thakur,25,21,443,782,28,4,10.59,31.28,17.72,1.19,1.36,5,0.238,0.312,1.333,0.19,184,252,346,108,154,181,10.22,9.82,11.47,0.244,0.348,0.409,middle,death_bowler,1.9,0.55,21.1,1.0,Lucknow Super Giants,2025,True
Yudhvir Singh,8,9,138,257,6,1,11.17,32.12,17.25,0.889,1.05,2,0.222,0.391,0.667,0.111,148,73,36,84,36,18,10.57,12.17,12.0,0.609,0.261,0.13,powerplay,powerplay_bowler,0.8,1.0,15.33,1.0,Lucknow Super Giants,2025,True
Yuvraj Singh,36,73,869,1091,12,1,7.53,30.31,24.14,0.493,0.94,9,0.123,0.297,0.164,0.014,0,933,158,0,756,113,,7.4,8.39,0.0,0.87,0.13,middle,middle_overs_bowler,0.39,0.57,11.9,1.0,Kings XI Punjab,2018,True
Z Khan,102,99,2200,2860,74,2,7.8,28.04,21.57,1.03,0.98,28,0.283,0.397,0.747,0.02,1492,422,946,1292,301,607,6.93,8.41,9.35,0.587,0.137,0.276,powerplay,powerplay_bowler,1.21,0.86,22.22,1.0,Royal Challengers Bangalore,2017,True
Zeeshan Ansari,6,10,203,334,5,1,9.87,55.67,33.83,0.6,0.97,1,0.1,0.232,0.5,0.1,0,284,50,0,180,23,,9.47,13.04,0.0,0.887,0.113,middle,middle_overs_bowler,0.0,0.86,20.3,1.0,Sunrisers Hyderabad,2025,True
