player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model
KK Nair,1694,76,1286,185,49,71,22.29,89,0,0.066,5,0.066,21.47,23,11,0.303,0.145,131.73,0.182,0.038,0.144,0.61,0.382,613,806,275,475,656,155,0.362,0.476,0.162,129.05,122.87,177.42,death,30.13,16.89,16.92,1.0,Rajasthan Royals,2025,3.3552631578947367,3.0,1,6,3,top_order,finisher,True
KL Nagarkoti,22,7,33,1,0,4,3.14,8,0,0.429,2,0.286,3.08,0,0,0.0,0.0,66.67,0.03,0.0,0.03,0.182,0.485,0,6,16,0,13,20,0.0,0.273,0.727,,46.15,80.0,death,3.0,3.25,4.71,0.575,Kolkata Knight Riders,2021,8.571428571428571,9.0,7,9,9,tailender,tailender,True
KL Rahul,5346,140,3914,466,213,119,38.19,132,0,0.15,5,0.036,30.18,68,46,0.486,0.329,136.59,0.173,0.054,0.119,0.588,0.335,2241,2251,854,1766,1662,486,0.419,0.421,0.16,126.9,135.44,175.72,death,42.61,34.67,27.96,1.0,Kings XI Punjab,2026,1.951048951048951,1.0,1,11,1,opener,aggressive_opener,True
KM Asif,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,2,0,,,,,0.0,,unknown,,0.0,2.0,0.071,Rajasthan Royals,2023,11.0,11.0,11,11,11,tailender,tailender,False
KM Jadhav,1208,81,981,102,40,54,14.91,69,0,0.333,6,0.074,14.73,11,4,0.136,0.049,123.14,0.145,0.041,0.104,0.536,0.351,67,576,565,81,493,407,0.055,0.477,0.468,82.72,116.84,138.82,death,16.74,14.19,12.11,1.0,Delhi Daredevils,2023,5.45679012345679,5.0,4,8,6,middle_order,middle_order,True
KMA Paul,18,6,24,1,1,5,3.0,7,0,0.167,2,0.333,2.76,0,0,0.0,0.0,75.0,0.083,0.042,0.042,0.556,0.625,0,0,18,0,0,24,0.0,0.0,1.0,,,75.0,death,5.0,1.0,4.0,0.475,Delhi Capitals,2019,7.333333333333333,8.0,6,8,8,lower_order,tailender,True
KMDN Kulasekara,5,1,3,1,0,0,5.0,5,5,1.0,0,0.0,0.0,0,0,0.0,0.0,166.67,0.333,0.0,0.333,0.8,0.333,0,0,5,0,0,3,0.0,0.0,1.0,,,166.67,death,,5.0,3.0,0.075,Chennai Super Kings,2012,9.0,9.0,9,9,9,tailender,tailender,False
KP Appanna,2,3,4,0,0,1,0.67,1,0,0.667,0,0.0,0.58,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,2,0,0,4,0.0,0.0,1.0,,,50.0,death,0.0,1.0,1.33,0.204,Royal Challengers Bangalore,2009,11.0,11.0,11,11,11,tailender,tailender,False
KP Pietersen,1001,36,743,91,40,28,27.81,103,0,0.222,4,0.111,22.02,15,5,0.417,0.139,134.72,0.176,0.054,0.122,0.603,0.37,392,486,123,294,380,69,0.392,0.486,0.123,133.33,127.89,178.26,death,37.29,21.77,20.64,1.0,Delhi Daredevils,2016,3.0555555555555554,3.0,1,5,3,top_order,top_order_anchor,True
KR Mayers,379,13,263,38,22,13,29.15,73,0,0.0,2,0.154,24.19,5,4,0.385,0.308,144.11,0.228,0.084,0.144,0.749,0.487,282,97,0,205,58,0,0.744,0.256,0.0,137.56,167.24,,middle,32.17,26.57,20.23,1.0,Lucknow Super Giants,2023,1.5384615384615385,2.0,1,2,2,opener,aggressive_opener,True
KR Sen,0,1,3,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,3,,,,,,0.0,unknown,,0.0,3.0,0.075,Rajasthan Royals,2022,11.0,11.0,11,11,11,tailender,tailender,False
KS Bharat,199,8,163,12,8,7,24.88,78,0,0.125,1,0.125,25.74,3,1,0.375,0.125,122.09,0.123,0.049,0.074,0.482,0.35,65,102,32,59,85,19,0.327,0.513,0.161,110.17,120.0,168.42,death,38.5,11.25,20.38,1.0,Royal Challengers Bangalore,2022,3.2222222222222223,3.0,1,7,3,top_order,middle_order,True
KS Rathore,0,1,5,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,5,0,0,,,,0.0,,,unknown,,0.0,5.0,0.083,Rajasthan Royals,2025,3.0,3.0,3,3,3,top_order,middle_order,False
KS Sharma,16,3,25,1,0,3,5.33,9,3,0.0,0,0.0,3.21,0,0,0.0,0.0,64.0,0.04,0.0,0.04,0.25,0.48,10,6,0,15,10,0,0.625,0.375,0.0,66.67,60.0,,powerplay,3.0,6.5,8.33,0.292,Lucknow Super Giants,2023,2.6666666666666665,3.0,1,4,1,opener,anchor_opener,False
KS Williamson,2132,77,1697,187,64,60,27.69,89,0,0.221,2,0.026,23.59,28,18,0.364,0.234,125.63,0.148,0.038,0.11,0.531,0.345,483,1189,460,480,940,277,0.227,0.558,0.216,100.63,126.49,166.06,death,28.24,27.18,22.04,1.0,Sunrisers Hyderabad,2024,3.076923076923077,3.0,1,6,3,top_order,top_order_anchor,True
KT Maphaka,8,1,2,2,0,0,8.0,8,8,1.0,0,0.0,0.0,0,0,0.0,0.0,400.0,1.0,0.0,1.0,1.0,0.0,0,0,8,0,0,2,0.0,0.0,1.0,,,400.0,death,,8.0,2.0,0.071,Rajasthan Royals,2025,9.0,9.0,9,9,9,tailender,tailender,False
KV Sharma,352,40,295,20,17,26,8.8,39,0,0.35,1,0.025,9.24,2,0,0.05,0.0,119.32,0.125,0.058,0.068,0.517,0.383,7,97,248,9,105,181,0.02,0.276,0.705,77.78,92.38,137.02,death,6.92,9.61,7.38,1.0,Sunrisers Hyderabad,2025,7.634146341463414,8.0,5,10,8,lower_order,tailender,True
KW Richardson,36,4,39,2,1,3,9.0,26,1,0.25,0,0.0,11.8,0,0,0.0,0.0,92.31,0.077,0.026,0.051,0.389,0.436,0,19,17,0,18,21,0.0,0.528,0.472,,105.56,80.95,middle,,9.0,9.75,0.412,Pune Warriors,2016,8.25,8.5,7,9,9,tailender,tailender,False
Kamran Akmal,128,6,78,13,8,5,21.33,53,6,0.167,0,0.0,16.63,1,1,0.167,0.167,164.1,0.269,0.103,0.167,0.781,0.423,51,51,26,41,20,17,0.398,0.398,0.203,124.39,255.0,152.94,middle,20.8,24.0,13.0,0.7,Rajasthan Royals,2007,2.6666666666666665,2.5,1,6,1,opener,aggressive_opener,True
Kamran Khan,3,1,5,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.6,0,3,0,0,4,1,0.0,1.0,0.0,,75.0,0.0,middle,,3.0,5.0,0.083,Rajasthan Royals,2009,11.0,11.0,11,11,11,tailender,tailender,False
Karanveer Singh,12,4,17,1,0,1,3.0,5,1,0.75,0,0.0,1.83,0,0,0.0,0.0,70.59,0.059,0.0,0.059,0.333,0.529,0,4,8,0,7,10,0.0,0.333,0.667,,57.14,80.0,death,,3.0,4.25,0.321,Kings XI Punjab,2015,10.0,10.0,10,10,10,tailender,tailender,False
Kartik Sharma,25,3,21,0,2,3,8.33,18,1,0.0,0,0.0,8.74,0,0,0.0,0.0,119.05,0.095,0.095,0.0,0.48,0.429,9,16,0,4,17,0,0.36,0.64,0.0,225.0,94.12,,powerplay,,8.33,7.0,0.275,Chennai Super Kings,2026,5.333333333333333,5.0,5,6,5,middle_order,middle_order,False
Kartik Tyagi,18,7,21,2,0,5,2.57,7,0,0.286,1,0.143,2.51,0,0,0.0,0.0,85.71,0.095,0.0,0.095,0.444,0.476,0,4,14,0,2,19,0.0,0.222,0.778,,200.0,73.68,middle,1.0,2.83,3.0,0.525,Rajasthan Royals,2026,9.625,10.0,8,11,10,tailender,tailender,True
Kuldeep Yadav,206,40,240,18,3,17,5.15,35,0,0.575,5,0.125,6.65,1,0,0.025,0.0,85.83,0.088,0.012,0.075,0.437,0.488,0,20,186,0,36,204,0.0,0.097,0.903,,55.56,91.18,death,3.33,5.47,6.0,1.0,Delhi Capitals,2026,9.475,9.0,8,11,9,tailender,tailender,True
Kumar Kushagra,21,4,21,3,0,4,5.25,18,0,0.0,1,0.25,8.54,0,0,0.0,0.0,100.0,0.143,0.0,0.143,0.571,0.524,19,2,0,15,5,1,0.905,0.095,0.0,126.67,40.0,0.0,powerplay,,5.25,5.25,0.338,Delhi Capitals,2026,5.75,6.5,2,8,8,lower_order,tailender,False
L Ablish,0,1,2,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,2,,,,,,0.0,unknown,,0.0,2.0,0.071,Kings XI Punjab,2011,11.0,11.0,11,11,11,tailender,tailender,False
L Balaji,36,14,49,2,1,8,2.57,15,0,0.429,5,0.357,4.31,0,0,0.0,0.0,73.47,0.061,0.02,0.041,0.389,0.571,0,1,35,0,4,45,0.0,0.028,0.972,,25.0,77.78,death,1.6,3.11,3.5,0.704,Chennai Super Kings,2014,9.8,10.0,9,11,9,tailender,tailender,True
L Ngidi,3,2,7,0,0,1,1.5,3,0,0.5,0,0.0,2.12,0,0,0.0,0.0,42.86,0.0,0.0,0.0,0.0,0.714,0,0,3,0,0,7,0.0,0.0,1.0,,,42.86,death,,1.5,3.5,0.154,Royal Challengers Bengaluru,2026,10.5,10.5,10,11,10,tailender,tailender,False
L Ronchi,34,5,34,6,1,5,6.8,13,0,0.0,1,0.2,5.63,0,0,0.0,0.0,100.0,0.206,0.029,0.176,0.882,0.676,34,0,0,34,0,0,1.0,0.0,0.0,100.0,,,powerplay,,6.8,6.8,0.454,Mumbai Indians,2009,1.0,1.0,1,1,1,opener,anchor_opener,True
L Wood,9,1,3,0,1,0,9.0,9,9,1.0,0,0.0,0.0,0,0,0.0,0.0,300.0,0.333,0.333,0.0,0.667,0.0,0,0,9,0,0,3,0.0,0.0,1.0,,,300.0,death,,9.0,3.0,0.075,Mumbai Indians,2024,10.0,10.0,10,10,10,tailender,tailender,False
LA Carseldine,81,5,68,11,0,4,16.2,39,8,0.2,0,0.0,13.14,1,0,0.2,0.0,119.12,0.162,0.0,0.162,0.543,0.412,38,23,20,35,20,13,0.469,0.284,0.247,108.57,115.0,153.85,death,21.33,8.5,13.6,0.596,Rajasthan Royals,2009,4.0,3.0,3,6,3,top_order,middle_order,True
LA Pomersbach,302,16,246,25,13,11,18.88,79,1,0.312,0,0.0,19.75,3,1,0.188,0.062,122.76,0.154,0.053,0.102,0.589,0.423,104,131,67,80,117,49,0.344,0.434,0.222,130.0,111.97,136.73,death,20.0,17.0,15.38,1.0,Kings XI Punjab,2013,3.6875,3.5,1,7,3,top_order,middle_order,True
LB Williams,1,1,2,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,,1.0,2.0,0.071,Delhi Capitals,2024,11.0,11.0,11,11,11,tailender,tailender,False
LE Plunkett,1,2,3,0,0,1,0.5,1,0,0.5,1,0.5,0.71,0,0,0.0,0.0,33.33,0.0,0.0,0.0,0.0,0.667,0,0,1,0,0,3,0.0,0.0,1.0,,,33.33,death,1.0,0.0,1.5,0.138,Delhi Daredevils,2018,7.5,7.5,7,8,7,lower_order,tailender,False
LG Pretorius,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,2,0,0,,,,0.0,,,unknown,,0.0,2.0,0.071,Rajasthan Royals,2026,4.0,4.0,4,4,4,top_order,middle_order,False
LH Ferguson,72,8,47,7,2,3,9.0,24,0,0.625,1,0.125,9.68,0,0,0.0,0.0,153.19,0.191,0.043,0.149,0.556,0.255,0,0,72,0,0,47,0.0,0.0,1.0,,,153.19,death,0.0,10.29,5.88,0.696,Kolkata Knight Riders,2025,9.272727272727273,9.0,8,11,9,tailender,lower_order_hitter,True
LJ Wright,106,5,60,16,3,5,21.2,44,2,0.0,0,0.0,17.74,2,0,0.4,0.0,176.67,0.317,0.05,0.267,0.774,0.317,8,14,84,8,15,37,0.075,0.132,0.792,100.0,93.33,227.03,death,44.0,15.5,12.0,0.562,Pune Warriors,2013,5.0,5.0,4,6,4,top_order,top_order_aggressor,True
LMP Simmons,1079,29,852,109,44,27,37.21,100,0,0.069,2,0.069,29.24,17,12,0.586,0.414,126.64,0.18,0.052,0.128,0.649,0.441,542,481,56,460,356,36,0.502,0.446,0.052,117.83,135.11,155.56,death,42.16,27.8,29.38,1.0,Mumbai Indians,2017,1.103448275862069,1.0,1,2,1,opener,anchor_opener,True
LPC Silva,40,3,26,5,1,2,13.33,23,0,0.333,1,0.333,11.93,0,0,0.0,0.0,153.85,0.231,0.038,0.192,0.65,0.346,9,8,23,7,9,10,0.225,0.2,0.575,128.57,88.89,230.0,death,,13.33,8.67,0.296,Deccan Chargers,2007,4.333333333333333,4.0,4,5,4,top_order,top_order_aggressor,False
LR Shukla,405,33,350,33,16,27,12.27,48,0,0.182,3,0.091,12.16,3,0,0.091,0.0,115.71,0.14,0.046,0.094,0.563,0.411,2,184,219,5,181,164,0.005,0.454,0.541,40.0,101.66,133.54,death,12.4,12.22,10.61,1.0,Kolkata Knight Riders,2014,6.323529411764706,6.0,3,8,6,middle_order,middle_order,True
LRPL Taylor,1017,54,822,66,46,40,18.83,81,0,0.259,3,0.056,16.73,11,3,0.204,0.056,123.72,0.136,0.056,0.08,0.531,0.376,155,550,312,121,502,199,0.152,0.541,0.307,128.1,109.56,156.78,death,17.83,19.63,15.22,1.0,Royal Challengers Bangalore,2014,4.62962962962963,5.0,3,7,5,middle_order,finisher,True
LS Livingstone,1065,48,682,70,76,41,22.19,94,0,0.146,3,0.062,23.5,12,7,0.25,0.146,156.16,0.214,0.111,0.103,0.691,0.352,179,542,344,135,393,154,0.168,0.509,0.323,132.59,137.91,223.38,death,24.26,20.83,14.21,1.0,Punjab Kings,2026,4.229166666666667,4.0,1,7,4,top_order,top_order_aggressor,True
Lalit Yadav,305,21,290,27,7,16,14.52,48,0,0.238,1,0.048,13.93,3,0,0.143,0.0,105.17,0.117,0.024,0.093,0.492,0.407,25,186,94,32,178,80,0.082,0.61,0.308,78.12,104.49,117.5,death,18.38,12.15,13.81,1.0,Delhi Capitals,2024,5.9523809523809526,6.0,4,9,6,middle_order,middle_order,True
Liton Das,4,1,4,1,0,1,4.0,4,4,0.0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.25,0.0,0.25,1.0,0.75,4,0,0,4,0,0,1.0,0.0,0.0,100.0,,,powerplay,,4.0,4.0,0.079,Kolkata Knight Riders,2023,2.0,2.0,2,2,2,opener,anchor_opener,False
M Ashwin,35,12,50,2,1,9,2.92,9,0,0.25,2,0.167,3.12,0,0,0.0,0.0,70.0,0.06,0.02,0.04,0.4,0.54,0,5,30,0,13,37,0.0,0.143,0.857,,38.46,81.08,death,2.5,3.0,4.17,0.708,Mumbai Indians,2022,8.384615384615385,8.0,7,10,8,lower_order,tailender,True
M Jansen,150,21,139,8,7,12,7.14,34,0,0.429,3,0.143,9.18,1,0,0.048,0.0,107.91,0.108,0.05,0.058,0.493,0.403,0,33,117,0,32,107,0.0,0.22,0.78,,103.12,109.35,death,8.5,6.6,6.62,1.0,Sunrisers Hyderabad,2026,7.863636363636363,8.0,5,9,8,lower_order,tailender,True
M Kaif,259,22,250,22,6,18,11.77,34,1,0.182,0,0.0,8.94,2,0,0.091,0.0,103.6,0.112,0.024,0.088,0.479,0.448,22,183,54,38,167,45,0.085,0.707,0.208,57.89,109.58,120.0,death,13.43,8.88,11.36,1.0,Rajasthan Royals,2012,4.7727272727272725,5.0,1,7,5,middle_order,middle_order,True
M Kartik,113,14,108,7,1,7,8.07,21,0,0.5,1,0.071,6.51,0,0,0.0,0.0,104.63,0.074,0.009,0.065,0.301,0.287,0,35,78,0,32,76,0.0,0.31,0.69,,109.38,102.63,middle,15.5,6.83,7.71,0.95,Kolkata Knight Riders,2013,9.0625,9.0,7,10,9,tailender,tailender,True
M Klinger,73,4,77,9,0,4,18.25,29,2,0.0,0,0.0,11.73,0,0,0.0,0.0,94.81,0.117,0.0,0.117,0.493,0.455,50,23,0,49,28,0,0.685,0.315,0.0,102.04,82.14,,powerplay,23.5,13.0,19.25,0.571,Kochi Tuskers Kerala,2011,1.5,1.5,1,2,1,opener,anchor_opener,False
M Manhas,514,38,470,43,10,23,13.53,42,0,0.395,6,0.158,12.11,5,0,0.132,0.0,109.36,0.113,0.021,0.091,0.451,0.385,46,224,244,53,232,185,0.089,0.436,0.475,86.79,96.55,131.89,death,15.18,12.85,12.37,1.0,Pune Warriors,2014,5.7631578947368425,6.0,3,7,6,middle_order,middle_order,True
M Markande,48,10,42,5,1,3,4.8,18,0,0.7,0,0.0,5.22,0,0,0.0,0.0,114.29,0.143,0.024,0.119,0.542,0.429,0,0,48,0,1,41,0.0,0.0,1.0,,0.0,117.07,death,6.5,4.38,4.2,0.675,Mumbai Indians,2023,9.454545454545455,9.0,9,11,9,tailender,tailender,True
M Morkel,126,21,90,11,5,11,6.0,23,0,0.476,5,0.238,6.77,0,0,0.0,0.0,140.0,0.178,0.056,0.122,0.587,0.356,0,10,116,0,9,81,0.0,0.079,0.921,,111.11,143.21,death,7.0,5.95,4.29,0.875,Delhi Daredevils,2016,9.130434782608695,9.0,8,11,9,tailender,tailender,True
M Muralitharan,20,9,30,1,0,6,2.22,6,0,0.333,2,0.222,2.33,0,0,0.0,0.0,66.67,0.033,0.0,0.033,0.2,0.567,0,0,20,0,0,30,0.0,0.0,1.0,,,66.67,death,2.0,2.29,3.33,0.625,Chennai Super Kings,2012,10.333333333333334,10.0,10,11,10,tailender,tailender,True
M Ntini,11,2,18,2,0,1,5.5,11,0,0.5,0,0.0,7.78,0,0,0.0,0.0,61.11,0.111,0.0,0.111,0.727,0.778,0,0,11,0,0,18,0.0,0.0,1.0,,,61.11,death,,5.5,9.0,0.2,Chennai Super Kings,2007,10.5,10.5,10,11,10,tailender,tailender,False
M Prasidh Krishna,9,7,24,0,0,3,1.29,4,0,0.571,2,0.286,1.5,0,0,0.0,0.0,37.5,0.0,0.0,0.0,0.0,0.625,0,0,9,0,0,24,0.0,0.0,1.0,,,37.5,death,2.0,1.17,3.43,0.538,Kolkata Knight Riders,2022,10.3,10.5,9,11,11,tailender,tailender,True
M Rawat,55,11,69,4,1,5,5.0,23,0,0.545,1,0.091,6.4,0,0,0.0,0.0,79.71,0.072,0.014,0.058,0.4,0.478,0,15,40,2,22,45,0.0,0.273,0.727,0.0,68.18,88.89,death,2.0,6.71,6.27,0.788,Rajasthan Royals,2013,7.583333333333333,8.5,2,9,9,tailender,tailender,True
M Shahrukh Khan,747,50,501,47,51,36,14.94,58,0,0.28,3,0.06,13.76,6,2,0.12,0.04,149.1,0.196,0.102,0.094,0.661,0.353,23,329,395,21,242,238,0.031,0.44,0.529,109.52,135.95,165.97,death,11.48,17.45,10.02,1.0,Punjab Kings,2026,6.078431372549019,6.0,3,8,6,middle_order,finisher,True
M Theekshana,17,6,34,0,1,3,2.83,7,0,0.5,1,0.167,2.64,0,0,0.0,0.0,50.0,0.029,0.029,0.0,0.353,0.647,0,2,15,0,12,22,0.0,0.118,0.882,,16.67,68.18,death,2.0,3.0,5.67,0.517,Rajasthan Royals,2025,9.666666666666666,10.0,9,10,10,tailender,tailender,True
M Tiwari,3,1,4,0,0,1,3.0,3,3,0.0,0,0.0,0.0,0,0,0.0,0.0,75.0,0.0,0.0,0.0,0.0,0.5,0,1,2,0,2,2,0.0,0.333,0.667,,50.0,100.0,death,,3.0,4.0,0.079,Delhi Capitals,2025,8.0,8.0,8,8,8,lower_order,tailender,False
M Vijay,2619,106,2149,247,91,101,24.71,127,0,0.047,5,0.047,24.13,36,15,0.34,0.142,121.87,0.157,0.042,0.115,0.586,0.432,1574,920,125,1375,703,71,0.601,0.351,0.048,114.47,130.87,176.06,death,29.12,21.05,20.27,1.0,Chennai Super Kings,2020,1.6037735849056605,1.0,1,7,1,opener,anchor_opener,True
M Vohra,1083,51,829,104,43,49,21.24,95,0,0.039,3,0.059,19.54,15,3,0.294,0.059,130.64,0.177,0.052,0.125,0.622,0.433,691,330,62,540,261,28,0.638,0.305,0.057,127.96,126.44,221.43,death,26.15,18.06,16.25,1.0,Kings XI Punjab,2023,2.4313725490196076,2.0,1,9,2,opener,aggressive_opener,True
M de Lange,1,1,2,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,1.0,,2.0,0.071,Mumbai Indians,2014,9.0,9.0,9,9,9,tailender,tailender,False
MA Agarwal,2764,125,2066,275,100,120,22.11,106,0,0.04,7,0.056,21.7,33,14,0.264,0.112,133.79,0.182,0.048,0.133,0.615,0.374,1418,1094,252,1158,786,122,0.513,0.396,0.091,122.45,139.19,206.56,death,20.0,23.52,16.53,1.0,Kings XI Punjab,2025,2.4126984126984126,2.0,1,7,2,opener,aggressive_opener,True
MA Khote,24,3,22,2,1,2,8.0,9,7,0.333,0,0.0,1.0,0,0,0.0,0.0,109.09,0.136,0.045,0.091,0.583,0.455,0,6,18,0,7,15,0.0,0.25,0.75,,85.71,120.0,death,,8.0,7.33,0.279,Mumbai Indians,2007,8.0,8.0,7,9,7,lower_order,tailender,False
MA Starc,111,21,119,11,0,11,5.29,29,0,0.476,3,0.143,7.11,0,0,0.0,0.0,93.28,0.092,0.0,0.092,0.396,0.42,0,37,74,0,35,84,0.0,0.333,0.667,,105.71,88.1,middle,2.67,6.33,5.67,0.996,Royal Challengers Bangalore,2025,8.478260869565217,9.0,7,10,9,tailender,tailender,True
MA Wood,12,3,8,1,1,2,4.0,10,1,0.333,0,0.0,5.2,0,0,0.0,0.0,150.0,0.25,0.125,0.125,0.833,0.5,0,0,12,0,0,8,0.0,0.0,1.0,,,150.0,death,1.0,10.0,2.67,0.221,Lucknow Super Giants,2023,9.333333333333334,9.0,9,10,9,tailender,tailender,False
MC Henriques,1000,54,788,87,28,36,18.52,74,0,0.333,2,0.037,17.09,12,5,0.222,0.093,126.9,0.146,0.036,0.11,0.516,0.344,161,504,335,140,445,203,0.161,0.504,0.335,115.0,113.26,165.02,death,20.32,16.58,14.59,1.0,Sunrisers Hyderabad,2021,4.462962962962963,5.0,3,7,3,top_order,finisher,True
MC Juneja,125,7,128,11,1,7,17.86,49,2,0.0,0,0.0,14.98,1,0,0.143,0.0,97.66,0.094,0.008,0.086,0.4,0.375,20,88,17,18,94,16,0.16,0.704,0.136,111.11,93.62,106.25,powerplay,,17.86,18.29,0.938,Delhi Daredevils,2013,3.857142857142857,4.0,3,5,4,top_order,middle_order,True
MD Choudhary,127,5,85,8,10,3,25.4,54,2,0.4,0,0.0,20.83,2,1,0.4,0.2,149.41,0.212,0.118,0.094,0.724,0.412,0,39,88,0,32,53,0.0,0.307,0.693,,121.88,166.04,death,28.0,23.67,17.0,0.667,Lucknow Super Giants,2026,7.0,7.0,7,7,7,lower_order,tailender,True
MD Mishra,237,17,208,24,8,16,13.94,41,0,0.059,1,0.059,12.81,2,0,0.118,0.0,113.94,0.154,0.038,0.115,0.608,0.466,129,81,27,124,65,19,0.544,0.342,0.114,104.03,124.62,142.11,death,22.0,8.3,12.24,1.0,Deccan Chargers,2012,3.235294117647059,2.0,1,6,2,opener,anchor_opener,True
MD Shanaka,26,3,26,2,1,2,8.67,17,0,0.333,1,0.333,8.5,0,0,0.0,0.0,100.0,0.115,0.038,0.077,0.538,0.462,0,17,9,1,16,9,0.0,0.654,0.346,0.0,106.25,100.0,middle,4.5,17.0,8.67,0.296,Gujarat Titans,2023,5.0,4.0,4,7,4,top_order,middle_order,False
MDKJ Perera,14,2,13,3,0,2,7.0,14,0,0.0,1,0.5,9.9,0,0,0.0,0.0,107.69,0.231,0.0,0.231,0.857,0.615,14,0,0,13,0,0,1.0,0.0,0.0,107.69,,,powerplay,14.0,0.0,6.5,0.179,Rajasthan Royals,2013,1.0,1.0,1,1,1,opener,anchor_opener,False
MEK Hussey,1977,58,1612,198,52,51,34.09,116,0,0.121,1,0.017,29.16,28,16,0.483,0.276,122.64,0.155,0.032,0.123,0.558,0.377,828,888,261,767,709,136,0.419,0.449,0.132,107.95,125.25,191.91,death,44.03,16.57,27.79,1.0,Chennai Super Kings,2015,1.6724137931034482,1.0,1,5,1,opener,anchor_opener,True
MF Maharoof,177,14,123,12,9,10,12.64,39,0,0.286,2,0.143,11.75,1,0,0.071,0.0,143.9,0.171,0.073,0.098,0.576,0.35,0,42,135,0,34,89,0.0,0.237,0.763,,123.53,151.69,death,13.25,12.4,8.79,1.0,Delhi Daredevils,2009,6.857142857142857,7.0,4,9,7,lower_order,tailender,True
MG Bracewell,58,4,47,6,1,2,14.5,26,4,0.5,0,0.0,9.88,0,0,0.0,0.0,123.4,0.149,0.021,0.128,0.517,0.319,2,43,13,2,32,13,0.034,0.741,0.224,100.0,134.38,100.0,middle,6.5,22.5,11.75,0.446,Royal Challengers Bangalore,2023,4.5,4.5,3,6,3,top_order,middle_order,False
MG Johnson,167,28,164,10,7,13,5.96,16,0,0.536,2,0.071,5.07,0,0,0.0,0.0,101.83,0.104,0.043,0.061,0.491,0.463,0,10,157,0,20,144,0.0,0.06,0.94,,50.0,109.03,death,6.42,5.62,5.86,1.0,Kings XI Punjab,2018,8.2,8.0,6,10,8,lower_order,tailender,True
MJ Clarke,98,6,94,12,0,6,16.33,41,1,0.0,0,0.0,13.2,1,0,0.167,0.0,104.26,0.128,0.0,0.128,0.49,0.436,76,22,0,64,30,0,0.776,0.224,0.0,118.75,73.33,,powerplay,,16.33,15.67,0.767,Pune Warriors,2012,2.3333333333333335,2.0,2,3,2,opener,anchor_opener,True
MJ Guptill,271,13,197,24,15,12,20.85,50,0,0.077,1,0.077,17.59,5,1,0.385,0.077,137.56,0.198,0.076,0.122,0.686,0.447,219,52,0,157,40,0,0.808,0.192,0.0,139.49,130.0,,powerplay,31.0,14.5,15.15,1.0,Kings XI Punjab,2019,1.5714285714285714,1.5,1,3,1,opener,aggressive_opener,True
MJ Henry,7,2,10,1,0,2,3.5,5,2,0.0,0,0.0,2.12,0,0,0.0,0.0,70.0,0.1,0.0,0.1,0.571,0.6,0,5,2,0,5,5,0.0,0.714,0.286,,100.0,40.0,middle,,3.5,5.0,0.167,Chennai Super Kings,2026,10.5,10.5,10,11,10,tailender,tailender,False
MJ Lumb,278,12,194,45,6,12,23.17,83,0,0.0,3,0.25,25.03,5,1,0.417,0.083,143.3,0.263,0.031,0.232,0.777,0.474,225,53,0,154,40,0,0.809,0.191,0.0,146.1,132.5,,powerplay,30.57,12.8,16.17,1.0,Rajasthan Royals,2011,1.0833333333333333,1.0,1,2,1,opener,aggressive_opener,True
