player,total_runs,total_matches,total_balls_faced,total_fours,total_sixes,total_dismissed,avg_runs,highest_score,lowest_score,not_out_rate,duck_count,duck_rate,consistency_score,innings_above_30,innings_above_50,innings_above_30_pct,innings_above_50_pct,strike_rate,boundary_rate,six_rate,four_rate,boundary_runs_pct,dot_ball_rate,pp_runs,mid_runs,death_runs,pp_balls_faced,mid_balls_faced,death_balls_faced,pp_runs_pct,mid_runs_pct,death_runs_pct,pp_strike_rate,mid_strike_rate,death_strike_rate,dominant_phase,avg_runs_in_wins,avg_runs_in_losses,balls_faced_per_match,sample_reliability_score,team,season_start_year,avg_position,median_position,highest_position,lowest_position,typical_position,position_role,batting_role,eligible_for_model
HF Gurney,1,1,5,0,0,0,1.0,1,1,1.0,0,0.0,0.0,0,0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.8,0,0,1,0,0,5,0.0,0.0,1.0,,,20.0,death,,1.0,5.0,0.083,Kolkata Knight Riders,2019,11.0,11.0,11,11,11,tailender,tailender,False
HH Gibbs,886,36,807,83,31,32,24.61,69,0,0.111,4,0.111,20.5,11,6,0.306,0.167,109.79,0.141,0.038,0.103,0.585,0.471,447,367,72,416,345,46,0.505,0.414,0.081,107.45,106.38,156.52,death,30.2,20.62,22.42,1.0,Deccan Chargers,2012,2.0555555555555554,2.0,1,3,2,opener,anchor_opener,True
HH Pandya,2839,144,1927,218,152,101,19.72,91,0,0.299,6,0.042,17.56,33,10,0.229,0.069,147.33,0.192,0.079,0.113,0.628,0.331,178,1202,1459,179,892,856,0.063,0.423,0.514,99.44,134.75,170.44,death,20.34,18.94,13.38,1.0,Mumbai Indians,2026,5.190476190476191,5.0,1,8,6,middle_order,finisher,True
HM Amla,577,16,407,60,21,13,36.06,104,0,0.188,2,0.125,37.49,6,5,0.375,0.312,141.77,0.199,0.052,0.147,0.634,0.342,261,194,122,199,156,52,0.452,0.336,0.211,131.16,124.36,234.62,death,24.14,45.33,25.44,1.0,Kings XI Punjab,2017,1.5625,1.5,1,3,1,opener,aggressive_opener,True
HR Shokeen,66,5,65,9,0,3,13.2,25,0,0.4,0,0.0,10.33,0,0,0.0,0.0,101.54,0.138,0.0,0.138,0.545,0.477,1,42,23,5,43,17,0.015,0.636,0.348,20.0,97.67,135.29,death,9.0,16.0,13.0,0.583,Mumbai Indians,2023,7.833333333333333,8.5,6,9,9,tailender,tailender,True
HV Patel,274,44,233,17,15,31,6.23,36,0,0.295,10,0.227,7.96,2,0,0.045,0.0,117.6,0.137,0.064,0.073,0.577,0.421,0,67,207,0,76,157,0.0,0.245,0.755,,88.16,131.85,death,7.67,5.69,5.3,1.0,Royal Challengers Bangalore,2026,8.25,8.0,5,10,9,tailender,tailender,True
Harbhajan Singh,833,89,604,79,42,55,9.36,64,0,0.382,13,0.146,11.71,6,1,0.067,0.011,137.91,0.2,0.07,0.131,0.682,0.419,62,147,624,51,141,412,0.074,0.176,0.749,121.57,104.26,151.46,death,9.06,9.56,6.79,1.0,Mumbai Indians,2021,7.344444444444444,8.0,3,10,8,lower_order,tailender,True
Harmeet Singh,18,5,12,3,0,4,3.6,14,0,0.2,2,0.4,5.94,0,0,0.0,0.0,150.0,0.25,0.0,0.25,0.667,0.417,0,0,18,0,0,12,0.0,0.0,1.0,,,150.0,death,14.0,1.0,2.4,0.362,Kings XI Punjab,2013,9.833333333333334,10.0,9,11,10,tailender,tailender,True
Harpreet Brar,244,26,203,19,10,12,9.38,29,0,0.538,1,0.038,8.41,0,0,0.0,0.0,120.2,0.143,0.049,0.094,0.557,0.404,0,40,204,0,54,149,0.0,0.164,0.836,,74.07,136.91,death,8.25,9.89,7.81,1.0,Punjab Kings,2025,8.153846153846153,8.0,6,10,8,lower_order,tailender,True
Harpreet Singh,123,8,119,10,3,7,15.38,41,1,0.125,0,0.0,12.03,1,0,0.125,0.0,103.36,0.109,0.025,0.084,0.472,0.412,30,43,50,29,52,38,0.244,0.35,0.407,103.45,82.69,131.58,death,31.5,10.0,14.88,0.996,Punjab Kings,2024,5.75,5.0,4,8,5,middle_order,middle_order,True
Harsh Dubey,13,4,9,2,0,2,3.25,9,0,0.5,1,0.25,4.03,0,0,0.0,0.0,144.44,0.222,0.0,0.222,0.615,0.333,0,0,13,0,0,9,0.0,0.0,1.0,,,144.44,death,9.0,1.33,2.25,0.288,Sunrisers Hyderabad,2026,8.0,8.0,8,8,8,lower_order,tailender,False
Harshit Rana,59,10,56,5,3,6,5.9,34,0,0.4,1,0.1,10.34,1,0,0.1,0.0,105.36,0.143,0.054,0.089,0.644,0.571,0,29,30,0,22,34,0.0,0.492,0.508,,131.82,88.24,middle,0.0,7.38,5.6,0.733,Kolkata Knight Riders,2025,9.8,10.0,9,11,9,tailender,tailender,True
I Malhotra,7,1,4,1,0,0,7.0,7,7,1.0,0,0.0,0.0,0,0,0.0,0.0,175.0,0.25,0.0,0.25,0.571,0.0,0,0,7,0,0,4,0.0,0.0,1.0,,,175.0,death,,7.0,4.0,0.079,Deccan Chargers,2011,7.0,7.0,7,7,7,lower_order,tailender,False
I Sharma,57,21,69,4,2,6,2.71,10,0,0.714,1,0.048,2.94,0,0,0.0,0.0,82.61,0.087,0.029,0.058,0.491,0.536,0,12,45,0,14,55,0.0,0.211,0.789,,85.71,81.82,middle,0.5,2.95,3.29,0.788,Kolkata Knight Riders,2024,10.107142857142858,10.0,8,11,10,tailender,tailender,True
I Udana,15,4,11,1,1,3,3.75,10,0,0.25,1,0.25,4.5,0,0,0.0,0.0,136.36,0.182,0.091,0.091,0.667,0.364,0,0,15,0,0,11,0.0,0.0,1.0,,,136.36,death,,3.75,2.75,0.296,Royal Challengers Bangalore,2020,8.0,8.0,8,8,8,lower_order,tailender,False
IC Pandey,0,1,2,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,2,,,,,,0.0,unknown,,0.0,2.0,0.071,Pune Warriors,2013,10.0,10.0,10,10,10,tailender,tailender,False
IK Pathan,1150,82,950,88,38,53,14.02,60,0,0.354,3,0.037,12.59,10,1,0.122,0.012,121.05,0.133,0.04,0.093,0.504,0.356,92,395,663,69,437,444,0.08,0.343,0.577,133.33,90.39,149.32,death,13.5,14.27,11.59,1.0,Delhi Daredevils,2017,5.845238095238095,6.0,2,8,6,middle_order,middle_order,True
IR Jaggi,76,7,97,6,0,5,10.86,28,2,0.286,0,0.0,11.04,0,0,0.0,0.0,78.35,0.062,0.0,0.062,0.316,0.495,25,38,13,37,46,14,0.329,0.5,0.171,67.57,82.61,92.86,death,7.5,12.2,13.86,0.842,Deccan Chargers,2017,4.142857142857143,5.0,2,6,2,opener,anchor_opener,True
IS Sodhi,7,2,17,0,0,2,3.5,6,1,0.0,0,0.0,3.54,0,0,0.0,0.0,41.18,0.0,0.0,0.0,0.0,0.588,0,2,5,0,7,10,0.0,0.286,0.714,,28.57,50.0,death,,3.5,8.5,0.196,Rajasthan Royals,2019,9.0,9.0,9,9,9,tailender,tailender,False
Imran Tahir,33,8,37,5,0,4,4.12,13,0,0.5,0,0.0,3.91,0,0,0.0,0.0,89.19,0.135,0.0,0.135,0.606,0.568,0,4,29,0,6,31,0.0,0.121,0.879,,66.67,93.55,death,2.0,4.43,4.62,0.654,Delhi Daredevils,2020,10.222222222222221,10.0,9,11,10,tailender,tailender,True
Iqbal Abdulla,88,13,84,9,1,2,6.77,33,0,0.846,1,0.077,9.71,1,0,0.077,0.0,104.76,0.119,0.012,0.107,0.477,0.405,0,18,70,0,25,59,0.0,0.205,0.795,,72.0,118.64,death,13.0,4.9,6.46,0.85,Kolkata Knight Riders,2017,9.153846153846153,9.0,8,11,8,lower_order,tailender,True
Ishan Kishan,3211,117,2290,310,146,108,27.44,106,0,0.077,9,0.077,24.78,44,20,0.376,0.171,140.22,0.199,0.064,0.135,0.659,0.375,1397,1454,360,1034,1066,190,0.435,0.453,0.112,135.11,136.4,189.47,death,33.19,22.69,19.57,1.0,Mumbai Indians,2026,2.8119658119658117,3.0,1,8,2,opener,aggressive_opener,True
J Arunkumar,23,3,23,5,0,3,7.67,22,0,0.0,1,0.333,12.42,0,0,0.0,0.0,100.0,0.217,0.0,0.217,0.87,0.652,23,0,0,23,0,0,1.0,0.0,0.0,100.0,,,powerplay,,7.67,7.67,0.283,Royal Challengers Bangalore,2007,1.0,1.0,1,1,1,opener,anchor_opener,False
J Botha,409,28,359,39,5,20,14.61,67,1,0.286,0,0.0,15.32,4,1,0.143,0.036,113.93,0.123,0.014,0.109,0.455,0.37,45,205,159,52,184,123,0.11,0.501,0.389,86.54,111.41,129.27,death,20.42,10.25,12.82,1.0,Rajasthan Royals,2015,5.428571428571429,6.0,3,8,6,middle_order,middle_order,True
J Fraser-McGurk,385,15,193,39,30,15,25.67,84,0,0.0,3,0.2,26.74,5,4,0.333,0.267,199.48,0.358,0.155,0.202,0.873,0.43,298,87,0,144,49,0,0.774,0.226,0.0,206.94,177.55,,powerplay,27.8,21.4,12.87,1.0,Delhi Capitals,2025,1.6,1.0,1,3,1,opener,aggressive_opener,True
J Overton,102,5,65,8,5,2,20.4,43,4,0.6,0,0.0,18.19,2,0,0.4,0.0,156.92,0.2,0.077,0.123,0.608,0.277,0,47,55,0,30,35,0.0,0.461,0.539,,156.67,157.14,death,7.0,23.75,13.0,0.583,Chennai Super Kings,2026,7.6,8.0,7,8,8,lower_order,lower_order_hitter,True
J Suchith,70,9,61,6,3,4,7.78,34,0,0.556,1,0.111,10.87,1,0,0.111,0.0,114.75,0.148,0.049,0.098,0.6,0.475,0,14,56,0,30,31,0.0,0.2,0.8,,46.67,180.65,death,5.0,8.57,6.78,0.754,Mumbai Indians,2022,7.8,8.0,6,9,8,lower_order,tailender,True
J Syed Mohammad,29,5,26,4,0,2,5.8,13,1,0.6,0,0.0,5.07,0,0,0.0,0.0,111.54,0.154,0.0,0.154,0.552,0.385,0,9,20,0,11,15,0.0,0.31,0.69,,81.82,133.33,death,8.5,4.0,5.2,0.421,Royal Challengers Bangalore,2013,8.0,7.0,7,10,7,lower_order,tailender,True
J Theron,10,4,12,1,0,2,2.5,7,0,0.5,1,0.25,3.11,0,0,0.0,0.0,83.33,0.083,0.0,0.083,0.4,0.417,0,0,10,0,0,12,0.0,0.0,1.0,,,83.33,death,,2.5,3.0,0.3,Kings XI Punjab,2015,9.0,9.0,9,9,9,tailender,tailender,False
J Yadav,40,4,36,2,1,4,10.0,23,1,0.0,0,0.0,9.59,0,0,0.0,0.0,111.11,0.083,0.028,0.056,0.35,0.333,0,9,31,0,9,27,0.0,0.225,0.775,,100.0,114.81,death,,10.0,9.0,0.4,Mumbai Indians,2021,8.4,8.0,8,9,8,lower_order,tailender,False
JA Morkel,975,67,687,61,55,40,14.55,73,0,0.403,3,0.045,15.46,7,3,0.104,0.045,141.92,0.169,0.08,0.089,0.589,0.33,18,320,637,13,266,408,0.018,0.328,0.653,138.46,120.3,156.13,death,12.03,16.47,10.25,1.0,Chennai Super Kings,2016,5.869565217391305,6.0,1,8,5,middle_order,finisher,True
JA Richardson,17,3,26,2,0,3,5.67,15,0,0.0,1,0.333,8.14,0,0,0.0,0.0,65.38,0.077,0.0,0.077,0.471,0.615,0,15,2,0,22,4,0.0,0.882,0.118,,68.18,50.0,middle,0.0,8.5,8.67,0.296,Punjab Kings,2024,7.666666666666667,7.0,7,9,7,lower_order,tailender,False
JC Archer,265,32,185,14,18,20,8.28,30,0,0.375,5,0.156,9.48,1,0,0.031,0.0,143.24,0.173,0.097,0.076,0.619,0.362,0,45,220,4,38,143,0.0,0.17,0.83,0.0,118.42,153.85,death,9.5,7.88,5.78,1.0,Rajasthan Royals,2026,7.823529411764706,8.0,2,10,8,lower_order,tailender,True
JC Buttler,4297,123,2871,430,192,108,34.93,124,0,0.122,8,0.065,30.7,54,33,0.439,0.268,149.67,0.217,0.067,0.15,0.668,0.364,1752,1812,733,1240,1253,378,0.408,0.422,0.171,141.29,144.61,193.92,death,41.9,27.62,23.34,1.0,Rajasthan Royals,2026,2.588709677419355,2.0,1,6,2,opener,aggressive_opener,True
JD Ryder,604,29,458,69,19,28,20.83,86,0,0.034,4,0.138,22.28,8,4,0.276,0.138,131.88,0.192,0.041,0.151,0.646,0.419,440,119,45,326,104,28,0.728,0.197,0.075,134.97,114.42,160.71,death,28.9,16.58,15.79,1.0,Pune Warriors,2012,1.3103448275862069,1.0,1,2,1,opener,aggressive_opener,True
JD Unadkat,201,28,169,16,7,16,7.18,26,0,0.429,2,0.071,7.35,0,0,0.0,0.0,118.93,0.136,0.041,0.095,0.527,0.396,0,23,178,0,28,141,0.0,0.114,0.886,,82.14,126.24,death,4.71,8.0,6.04,1.0,Rajasthan Royals,2026,9.454545454545455,10.0,7,11,10,tailender,tailender,True
JDP Oram,106,11,108,6,5,8,9.64,41,0,0.273,1,0.091,11.62,1,0,0.091,0.0,98.15,0.102,0.046,0.056,0.509,0.444,0,44,62,0,58,50,0.0,0.415,0.585,,75.86,124.0,death,6.83,13.0,9.82,0.95,Chennai Super Kings,2011,5.833333333333333,6.0,5,7,6,middle_order,middle_order,True
JDS Neesham,92,10,93,6,2,9,9.2,22,0,0.1,2,0.2,7.33,0,0,0.0,0.0,98.92,0.086,0.022,0.065,0.391,0.43,0,50,42,0,46,47,0.0,0.543,0.457,,108.7,89.36,middle,6.4,12.0,9.3,0.888,Kings XI Punjab,2022,6.8,7.0,6,8,7,lower_order,tailender,True
JE Root,10,1,15,1,0,1,10.0,10,10,0.0,0,0.0,0.0,0,0,0.0,0.0,66.67,0.067,0.0,0.067,0.4,0.533,10,0,0,15,0,0,1.0,0.0,0.0,66.67,,,powerplay,,10.0,15.0,0.125,Rajasthan Royals,2023,4.0,4.0,4,4,4,top_order,middle_order,False
JE Taylor,3,2,3,0,0,1,1.5,2,1,0.5,0,0.0,0.71,0,0,0.0,0.0,100.0,0.0,0.0,0.0,0.0,0.333,0,0,3,0,0,3,0.0,0.0,1.0,,,100.0,death,,1.5,1.5,0.138,Pune Warriors,2011,8.5,8.5,8,9,8,lower_order,tailender,False
JEC Franklin,327,16,301,25,9,11,20.44,79,1,0.312,0,0.0,19.98,3,1,0.188,0.062,108.64,0.113,0.03,0.083,0.471,0.385,79,151,97,93,140,68,0.242,0.462,0.297,84.95,107.86,142.65,death,17.5,25.33,18.81,1.0,Mumbai Indians,2012,3.8125,5.0,1,7,1,opener,anchor_opener,True
JG Bethell,67,2,39,9,3,2,33.5,55,12,0.0,0,0.0,30.41,1,1,0.5,0.5,171.79,0.308,0.077,0.231,0.806,0.359,54,13,0,29,10,0,0.806,0.194,0.0,186.21,130.0,,powerplay,33.5,,19.5,0.288,Royal Challengers Bengaluru,2025,1.0,1.0,1,1,1,opener,aggressive_opener,False
JH Kallis,2427,96,2222,255,44,85,25.28,89,0,0.115,9,0.094,22.46,34,17,0.354,0.177,109.23,0.135,0.02,0.115,0.529,0.411,1036,997,394,982,1012,228,0.427,0.411,0.162,105.5,98.52,172.81,death,28.29,22.27,23.15,1.0,Kolkata Knight Riders,2014,2.3125,2.0,1,4,1,opener,anchor_opener,True
JJ Bumrah,73,29,81,6,1,7,2.52,16,0,0.759,5,0.172,3.52,0,0,0.0,0.0,90.12,0.086,0.012,0.074,0.411,0.444,0,10,63,0,7,74,0.0,0.137,0.863,,142.86,85.14,middle,1.25,2.72,2.79,0.838,Mumbai Indians,2026,10.25,10.0,9,11,10,tailender,tailender,True
JJ Roy,614,21,443,75,21,19,29.24,91,1,0.095,0,0.0,24.07,10,4,0.476,0.19,138.6,0.217,0.047,0.169,0.694,0.406,380,193,41,290,130,23,0.619,0.314,0.067,131.03,148.46,178.26,death,45.86,20.93,21.1,1.0,Kolkata Knight Riders,2023,1.5714285714285714,1.0,1,6,1,opener,aggressive_opener,True
JJ van der Wath,18,3,16,1,1,2,6.0,14,0,0.333,1,0.333,7.21,0,0,0.0,0.0,112.5,0.125,0.062,0.062,0.556,0.438,0,4,14,0,5,11,0.0,0.222,0.778,,80.0,127.27,death,,6.0,5.33,0.254,Royal Challengers Bangalore,2011,8.0,8.0,8,8,8,lower_order,tailender,False
JL Denly,0,1,1,0,0,1,0.0,0,0,0.0,1,1.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,1,0,0,,,,0.0,,,unknown,,0.0,1.0,0.067,Kolkata Knight Riders,2019,1.0,1.0,1,1,1,opener,anchor_opener,False
JL Pattinson,15,2,13,2,0,1,7.5,11,4,0.5,0,0.0,4.95,0,0,0.0,0.0,115.38,0.154,0.0,0.154,0.533,0.308,0,0,15,0,0,13,0.0,0.0,1.0,,,115.38,death,,7.5,6.5,0.179,Mumbai Indians,2020,8.5,8.5,8,9,8,lower_order,tailender,False
JM Bairstow,1674,52,1146,173,74,48,32.19,114,0,0.077,3,0.058,27.6,24,11,0.462,0.212,146.07,0.216,0.065,0.151,0.679,0.387,944,655,75,625,466,55,0.564,0.391,0.045,151.04,140.56,136.36,powerplay,44.05,24.16,22.04,1.0,Sunrisers Hyderabad,2025,2.0943396226415096,2.0,1,5,2,opener,aggressive_opener,True
JM Kemp,26,2,24,1,1,2,13.0,22,4,0.0,0,0.0,12.73,0,0,0.0,0.0,108.33,0.083,0.042,0.042,0.385,0.417,2,20,4,3,13,8,0.077,0.769,0.154,66.67,153.85,50.0,middle,4.0,22.0,12.0,0.225,Chennai Super Kings,2009,5.5,5.5,5,6,5,middle_order,middle_order,False
JM Sharma,1029,51,658,80,64,43,20.18,85,0,0.157,3,0.059,15.99,11,1,0.216,0.02,156.38,0.219,0.097,0.122,0.684,0.357,13,582,434,23,405,230,0.013,0.566,0.422,56.52,143.7,188.7,death,20.17,20.18,12.9,1.0,Punjab Kings,2026,5.490196078431373,5.0,4,7,5,middle_order,finisher,True
JO Holder,259,27,211,13,18,21,9.59,47,0,0.222,2,0.074,10.36,1,0,0.037,0.0,122.75,0.147,0.085,0.062,0.618,0.436,12,73,174,18,59,134,0.046,0.282,0.672,66.67,123.73,129.85,death,11.22,8.78,7.81,1.0,Sunrisers Hyderabad,2023,6.962962962962963,7.0,4,9,7,lower_order,tailender,True
JP Behrendorff,6,2,9,0,0,0,3.0,3,3,1.0,0,0.0,0.0,0,0,0.0,0.0,66.67,0.0,0.0,0.0,0.0,0.333,0,0,6,0,0,9,0.0,0.0,1.0,,,66.67,death,,3.0,4.5,0.162,Mumbai Indians,2023,10.5,10.5,10,11,10,tailender,tailender,False
JP Duminy,2029,75,1636,126,79,51,27.05,78,0,0.32,1,0.013,20.47,27,14,0.36,0.187,124.02,0.125,0.048,0.077,0.482,0.317,235,912,882,239,877,520,0.116,0.449,0.435,98.33,103.99,169.62,death,28.04,26.5,21.81,1.0,Delhi Daredevils,2018,4.454545454545454,4.0,2,8,5,middle_order,finisher,True
JP Faulkner,527,45,390,36,23,26,11.71,46,1,0.422,0,0.0,11.62,6,0,0.133,0.0,135.13,0.151,0.059,0.092,0.535,0.331,14,74,439,20,86,284,0.027,0.14,0.833,70.0,86.05,154.58,death,12.22,11.37,8.67,1.0,Rajasthan Royals,2017,6.782608695652174,7.0,2,9,7,lower_order,tailender,True
JP Inglis,278,11,171,26,16,9,25.27,73,2,0.182,0,0.0,20.99,5,1,0.455,0.091,162.57,0.246,0.094,0.152,0.719,0.368,128,122,28,77,76,18,0.46,0.439,0.101,166.23,160.53,155.56,powerplay,27.17,23.0,15.55,1.0,Punjab Kings,2025,3.8181818181818183,3.0,3,6,3,top_order,top_order_anchor,True
JPR Scantlebury-Searles,8,2,6,0,1,1,4.0,6,2,0.5,0,0.0,2.83,0,0,0.0,0.0,133.33,0.167,0.167,0.0,0.75,0.5,0,0,8,0,0,6,0.0,0.0,1.0,,,133.33,death,4.0,,3.0,0.15,Kolkata Knight Riders,2018,8.0,8.0,8,8,8,lower_order,tailender,False
JR Hazlewood,19,7,29,1,0,0,2.71,7,0,1.0,0,0.0,3.09,0,0,0.0,0.0,65.52,0.034,0.0,0.034,0.211,0.483,0,2,17,0,11,18,0.0,0.105,0.895,,18.18,94.44,death,1.0,3.0,4.14,0.558,Royal Challengers Bangalore,2025,10.714285714285714,11.0,10,11,11,tailender,tailender,True
JR Hopes,417,19,306,49,11,16,21.95,71,0,0.158,1,0.053,20.6,4,4,0.211,0.211,136.27,0.196,0.036,0.16,0.628,0.366,167,187,63,133,128,45,0.4,0.448,0.151,125.56,146.09,140.0,middle,16.88,25.64,16.11,1.0,Kings XI Punjab,2011,3.5789473684210527,2.0,2,8,2,opener,aggressive_opener,True
JR Philippe,78,5,77,9,1,4,15.6,33,0,0.2,1,0.2,16.13,2,0,0.4,0.0,101.3,0.13,0.013,0.117,0.538,0.455,51,26,1,55,20,2,0.654,0.333,0.013,92.73,130.0,50.0,middle,1.0,19.25,15.4,0.633,Royal Challengers Bangalore,2020,2.4,1.0,1,6,1,opener,anchor_opener,True
Jaskaran Singh,8,4,11,0,0,1,2.0,4,0,0.75,0,0.0,1.83,0,0,0.0,0.0,72.73,0.0,0.0,0.0,0.0,0.455,0,1,7,0,2,9,0.0,0.125,0.875,,50.0,77.78,death,3.0,1.67,2.75,0.296,Deccan Chargers,2009,9.2,9.0,8,10,9,tailender,tailender,False
Joginder Sharma,36,5,30,1,2,4,7.2,16,0,0.2,2,0.4,8.2,0,0,0.0,0.0,120.0,0.1,0.067,0.033,0.444,0.333,0,0,36,0,2,28,0.0,0.0,1.0,,0.0,128.57,death,,7.2,6.0,0.438,Chennai Super Kings,2011,8.333333333333334,8.0,8,9,8,lower_order,tailender,True
K Goel,218,17,231,17,9,15,12.82,38,0,0.118,2,0.118,11.33,1,0,0.059,0.0,94.37,0.113,0.039,0.074,0.56,0.528,160,28,30,161,42,28,0.734,0.128,0.138,99.38,66.67,107.14,death,9.33,14.73,13.59,1.0,Kings XI Punjab,2009,3.176470588235294,2.0,1,8,2,opener,anchor_opener,True
K Gowtham,247,27,148,15,17,18,9.15,33,0,0.333,2,0.074,8.55,1,0,0.037,0.0,166.89,0.216,0.115,0.101,0.656,0.345,8,75,164,5,55,88,0.032,0.304,0.664,160.0,136.36,186.36,death,10.88,8.42,5.48,1.0,Rajasthan Royals,2023,7.037037037037037,7.0,3,8,8,lower_order,lower_order_hitter,True
K Kartikeya,12,4,17,1,0,4,3.0,6,1,0.0,0,0.0,2.16,0,0,0.0,0.0,70.59,0.059,0.0,0.059,0.333,0.529,0,2,10,0,4,13,0.0,0.167,0.833,,50.0,76.92,death,1.0,3.67,4.25,0.321,Mumbai Indians,2025,9.5,9.5,9,10,9,tailender,tailender,False
K Rabada,238,32,217,17,11,18,7.44,44,0,0.438,4,0.125,9.41,1,0,0.031,0.0,109.68,0.129,0.051,0.078,0.563,0.447,1,53,184,3,63,151,0.004,0.223,0.773,33.33,84.13,121.85,death,3.86,8.44,6.78,1.0,Delhi Capitals,2026,8.941176470588236,9.0,7,11,8,lower_order,tailender,True
K Upadhyay,12,2,9,0,1,0,6.0,11,1,1.0,0,0.0,7.07,0,0,0.0,0.0,133.33,0.111,0.111,0.0,0.5,0.333,0,0,12,0,0,9,0.0,0.0,1.0,,,133.33,death,,6.0,4.5,0.162,Pune Warriors,2013,11.0,11.0,11,11,11,tailender,tailender,False
K Yadav,0,1,4,0,0,0,0.0,0,0,1.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,1.0,0,0,0,0,0,4,,,,,,0.0,unknown,,0.0,4.0,0.079,Rajasthan Royals,2021,10.0,10.0,10,10,10,tailender,tailender,False
KA Jamieson,65,9,60,5,3,4,7.22,16,0,0.556,0,0.0,6.55,0,0,0.0,0.0,108.33,0.133,0.05,0.083,0.585,0.5,0,12,53,0,22,38,0.0,0.185,0.815,,54.55,139.47,death,7.25,7.2,6.67,0.75,Royal Challengers Bangalore,2025,8.11111111111111,8.0,6,11,8,lower_order,tailender,True
KA Maharaj,1,1,2,0,0,1,1.0,1,1,0.0,0,0.0,0.0,0,0,0.0,0.0,50.0,0.0,0.0,0.0,0.0,0.5,0,0,1,0,0,2,0.0,0.0,1.0,,,50.0,death,1.0,,2.0,0.071,Rajasthan Royals,2024,8.0,8.0,8,8,8,lower_order,tailender,False
KA Pollard,3437,168,2329,221,224,121,20.46,87,0,0.28,5,0.03,18.53,36,16,0.214,0.095,147.57,0.191,0.096,0.095,0.648,0.365,53,1352,2032,49,1086,1194,0.015,0.393,0.591,108.16,124.49,170.18,death,23.25,17.39,13.86,1.0,Mumbai Indians,2022,5.388571428571429,5.0,1,8,5,middle_order,finisher,True
KAJ Roach,10,1,9,1,0,1,10.0,10,10,0.0,0,0.0,0.0,0,0,0.0,0.0,111.11,0.111,0.0,0.111,0.4,0.333,0,5,5,0,2,7,0.0,0.5,0.5,,250.0,71.43,middle,,10.0,9.0,0.1,Deccan Chargers,2009,9.0,9.0,9,9,9,tailender,tailender,False
KB Arun Karthik,51,8,51,4,1,5,6.38,19,0,0.375,1,0.125,6.28,0,0,0.0,0.0,100.0,0.098,0.02,0.078,0.431,0.431,0,26,25,0,22,29,0.0,0.51,0.49,,118.18,86.21,middle,10.0,5.17,6.38,0.712,Royal Challengers Bangalore,2013,6.625,7.0,6,7,7,lower_order,tailender,True
KC Cariappa,24,5,21,0,2,3,4.8,12,1,0.4,0,0.0,5.31,0,0,0.0,0.0,114.29,0.095,0.095,0.0,0.5,0.381,0,12,12,0,8,13,0.0,0.5,0.5,,150.0,92.31,middle,1.0,5.75,4.2,0.4,Kings XI Punjab,2019,9.6,10.0,9,10,10,tailender,tailender,True
KC Sangakkara,1687,68,1392,195,27,65,24.81,94,0,0.044,4,0.059,21.43,23,10,0.338,0.147,121.19,0.159,0.019,0.14,0.558,0.374,522,963,202,450,812,130,0.309,0.571,0.12,116.0,118.6,155.38,death,34.96,18.12,20.47,1.0,Kings XI Punjab,2013,3.235294117647059,3.0,1,5,3,top_order,finisher,True
KD Karthik,4843,233,3580,466,161,184,20.79,97,0,0.21,18,0.077,18.74,64,22,0.275,0.094,135.28,0.175,0.045,0.13,0.584,0.341,397,2542,1904,405,2077,1098,0.082,0.525,0.393,98.02,122.39,173.41,death,20.84,20.73,15.36,1.0,Kolkata Knight Riders,2024,4.851694915254237,5.0,2,8,5,middle_order,finisher,True
KH Pandya,1757,115,1332,153,65,82,15.28,86,0,0.287,7,0.061,15.84,21,2,0.183,0.017,131.91,0.164,0.049,0.115,0.57,0.369,78,973,706,75,809,448,0.044,0.554,0.402,104.0,120.27,157.59,death,17.19,13.4,11.58,1.0,Mumbai Indians,2026,5.882352941176471,6.0,3,8,7,lower_order,tailender,True
KJ Abbott,13,3,8,0,1,1,4.33,12,0,0.667,1,0.333,6.66,0,0,0.0,0.0,162.5,0.125,0.125,0.0,0.462,0.375,0,0,13,0,1,7,0.0,0.0,1.0,,0.0,185.71,death,,4.33,2.67,0.221,Kings XI Punjab,2016,9.0,9.0,8,10,8,lower_order,tailender,False
KK Ahmed,2,6,9,0,0,5,0.33,1,0,0.167,4,0.667,0.52,0,0,0.0,0.0,22.22,0.0,0.0,0.0,0.0,0.778,0,0,2,0,0,9,0.0,0.0,1.0,,,22.22,death,,0.33,1.5,0.412,Sunrisers Hyderabad,2025,10.857142857142858,11.0,10,11,11,tailender,tailender,True
KK Cooper,116,12,68,9,8,9,9.67,32,0,0.25,1,0.083,9.92,1,0,0.083,0.0,170.59,0.25,0.118,0.132,0.724,0.397,7,30,79,2,22,44,0.06,0.259,0.681,350.0,136.36,179.55,powerplay,10.0,9.43,5.67,0.783,Rajasthan Royals,2014,6.928571428571429,7.0,3,10,6,middle_order,finisher,True
