player,match_file,date,season,venue,team,opponent,winner,runs_conceded,balls_bowled,wickets,wides,noballs,dot_balls,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,season_start_year
Rex Rajkumar,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,30,12,0,1,0,4,30,12,0,0,0,0,2023
Bishworjit Konthoujam,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,18,12,0,0,0,5,18,12,0,0,0,0,2023
BM Chingakham,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,21,18,1,1,0,7,9,6,12,12,0,0,2023
L Kishan Singha,1383496.json,2023-10-21,2023/24,"JSCA International Stadium Complex, Ranchi",Manipur,Punjab,Punjab,25,14,1,0,0,5,10,6,15,8,0,0,2023
S Sandeep Warrier,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,40,24,2,1,0,7,21,12,0,0,19,12,2015
Unnikrishnan Manukrishnan,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,14,18,1,0,0,6,14,18,0,0,0,0,2015
Basil Thampi,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,45,18,0,1,0,3,11,6,0,0,34,12,2015
RV Gomez,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,21,18,0,1,0,7,0,0,21,18,0,0,2015
P Prasanth,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,15,24,2,0,0,9,0,0,15,24,0,0,2015
Fabid Ahmed,955053.json,2016-01-16,2015/16,Wankhede Stadium,Kerala,Baroda,Kerala,25,18,1,0,0,5,0,0,9,12,16,6,2015
IK Pathan,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,14,24,2,0,0,15,7,18,7,6,0,0,2015
MM Patel,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,31,24,1,0,0,10,15,18,0,0,16,6,2015
A Sheth,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,12,6,0,0,0,3,0,0,12,6,0,0,2015
HH Pandya,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,29,18,1,0,0,8,0,0,18,12,11,6,2015
RT Arothe,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,37,22,1,0,0,5,0,0,6,6,31,16,2015
Swapnil Singh,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,20,12,0,0,0,0,0,0,20,12,0,0,2015
YK Pathan,955053.json,2016-01-16,2015/16,Wankhede Stadium,Baroda,Kerala,Kerala,21,12,1,0,0,3,0,0,21,12,0,0,2015
Baltej Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,17,24,1,1,0,16,13,12,0,0,4,12,2015
S Kaul,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,24,24,2,1,0,12,7,12,0,0,17,12,2015
Jaskaran Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,18,18,1,0,0,9,14,12,4,6,0,0,2015
Gurinder Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,24,24,2,0,0,9,0,0,24,24,0,0,2015
Harbhajan Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,17,24,2,1,0,14,0,0,17,24,0,0,2015
Pargat Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Punjab,Jharkhand,Punjab,4,6,0,0,0,2,0,0,0,0,4,6,2015
Vikash Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,15,18,0,1,0,9,15,18,0,0,0,0,2015
S Nadeem,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,18,24,0,0,0,14,6,12,12,12,0,0,2015
Monu Kumar,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,22,24,0,0,0,14,8,6,4,12,10,6,2015
Prakash Seet,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,31,24,2,0,0,8,0,0,19,18,12,6,2015
Ankit Dabas,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,18,12,0,0,0,5,0,0,18,12,0,0,2015
KR Singh,902167.json,2016-01-06,2015/16,Jawaharlal Nehru Stadium,Jharkhand,Punjab,Punjab,1,3,0,0,0,2,0,0,0,0,1,3,2015
T Pradeep,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,32,18,0,1,0,7,14,12,0,0,18,6,2021
Shivam Chaudhary,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,9,6,0,1,0,1,9,6,0,0,0,0,2021
Harsh Tyagi,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,30,24,1,0,0,8,13,12,17,12,0,0,2021
Himanshu Sangwan,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,31,24,2,1,0,6,13,6,3,6,15,12,2021
Dhrushant Soni,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,44,24,0,1,0,4,0,0,35,18,9,6,2021
KV Sharma,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Railways,Bihar,Bihar,23,24,1,0,0,11,0,0,20,18,3,6,2021
Abhijeet Saket,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,15,18,3,2,0,11,15,18,0,0,0,0,2021
Amod Yadav,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,21,18,1,0,0,8,21,18,0,0,0,0,2021
Ashutosh Aman,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,25,24,2,1,0,6,0,0,25,24,0,0,2021
Hrishi Raj,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,33,24,3,4,0,8,0,0,15,12,18,12,2021
Mangal Mahrour,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,23,12,0,0,0,2,0,0,23,12,0,0,2021
Sachin Kumar,1280208.json,2021-11-04,2021/22,Arun Jaitley Stadium,Bihar,Railways,Bihar,17,12,1,0,0,2,0,0,10,6,7,6,2021
Krishna Das,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,15,24,1,0,0,13,10,12,5,12,0,0,2018
Lakshay Garg,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,16,24,3,1,0,18,1,12,0,0,15,12,2018
Vijesh Prabhudessai,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,23,24,1,2,0,13,7,6,11,12,5,6,2018
Darshan Misal,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,20,24,2,1,0,11,4,6,9,12,7,6,2018
Amit Verma,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,17,12,0,0,0,1,0,0,17,12,0,0,2018
Amulya Pandrekar,1157116.json,2019-02-22,2018/19,Holkar Stadium,Goa,Sikkim,Goa,9,12,0,1,0,4,0,0,5,6,4,6,2018
Bipul Sharma,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,15,24,0,0,0,15,13,18,2,6,0,0,2018
Ishwar Chaudhary,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,31,24,1,1,0,11,25,18,6,6,0,0,2018
Lee Yong Lepcha,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,25,18,0,1,0,5,0,0,25,18,0,0,2018
KN Luitel,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,16,12,1,0,0,4,0,0,16,12,0,0,2018
Palzor Tamang,1157116.json,2019-02-22,2018/19,Holkar Stadium,Sikkim,Goa,Goa,17,6,0,1,0,1,0,0,17,6,0,0,2018
Arjun Tendulkar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,57,24,2,5,0,6,28,12,0,0,29,12,2023
SP Tari,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,33,24,1,0,0,8,16,12,6,6,11,6,2023
Lakshay Garg,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,46,24,2,2,0,4,12,6,7,6,27,12,2023
MS Redkar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,42,24,2,0,0,5,12,6,30,18,0,0,2023
Deepraj Gaonkar,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,23,18,0,0,0,3,0,0,23,18,0,0,2023
VK Singh,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Goa,Gujarat,Gujarat,15,6,0,1,0,1,0,0,15,6,0,0,2023
Chintan Gaja,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,56,24,0,3,0,4,24,12,17,6,15,6,2023
A Nagwaswalla,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,47,24,0,2,0,6,13,12,17,6,17,6,2023
SN Patel,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,36,24,4,0,0,10,19,12,9,6,8,6,2023
Ravi Bishnoi,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,24,24,1,0,0,11,0,0,15,18,9,6,2023
PP Chawla,1383480.json,2023-10-19,2023/24,"JSCA International Stadium Complex, Ranchi",Gujarat,Goa,Gujarat,38,24,1,0,0,7,0,0,28,18,10,6,2023
AR Patel,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,20,24,1,0,0,11,1,6,19,18,0,0,2017
Ishwar Chaudhary,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,30,24,2,3,0,10,11,12,0,0,19,12,2017
PP Chawla,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,24,24,2,0,0,7,5,6,13,12,6,6,2017
Jayveer Parmar,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,17,20,4,0,0,9,13,12,0,0,4,8,2017
Chirag Parmar,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,20,12,0,1,0,2,0,0,20,12,0,0,2017
Karan Patel,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Gujarat,Saurashtra,Gujarat,22,12,1,0,0,1,0,0,22,12,0,0,2017
JD Unadkat,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,15,24,0,0,0,12,1,12,6,6,8,6,2017
S Sanandia,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,26,24,2,0,0,11,14,12,0,0,12,12,2017
K D Patel,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,34,18,0,0,0,3,19,12,15,6,0,0,2017
Dharmendrasinh Jadeja,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,18,18,0,0,0,4,0,0,18,18,0,0,2017
Yuvraj Chudasama,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,31,19,0,0,0,3,0,0,27,18,4,1,2017
Chirag Jani,1130705.json,2018-01-13,2017/18,Saurashtra Cricket Association Stadium,Saurashtra,Gujarat,Gujarat,13,6,0,0,1,0,0,0,13,6,0,0,2017
Mohammed Siraj,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),16,24,0,0,0,16,1,12,3,6,12,6,2019
Yudhvir Singh,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),49,24,0,1,1,8,15,12,0,0,34,12,2019
Ajay Dev Goud,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),16,24,4,0,0,14,8,6,8,18,0,0,2019
CV Milind,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),14,24,2,0,0,15,6,6,8,18,0,0,2019
Mehdi Hassan,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Hyderabad (India),Arunachal Pradesh,Hyderabad (India),30,24,0,0,0,9,0,0,12,12,18,12,2019
Licha Tehi,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),18,24,0,1,0,14,15,18,0,0,3,6,2019
Akhilesh Sahani,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),25,24,2,2,0,13,20,18,0,0,5,6,2019
Techi Neri,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),39,24,0,0,0,6,0,0,39,24,0,0,2019
Karkir Taye,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),19,12,0,0,0,3,0,0,19,12,0,0,2019
Kengo Bam,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),22,19,2,1,0,8,0,0,13,12,9,7,2019
Samarth Seth,1205808.json,2019-11-15,2019/20,"Cricket Stadium, Sector-16",Arunachal Pradesh,Hyderabad (India),Hyderabad (India),8,6,0,0,0,1,0,0,8,6,0,0,2019
B Aparajith,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,20,24,2,0,0,11,7,12,13,12,0,0,2020
S Sandeep Warrier,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,35,24,0,0,0,10,26,18,9,6,0,0,2020
R Sai Kishore,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,28,24,1,0,0,10,11,6,17,18,0,0,2020
M Ashwin,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,18,12,1,2,0,2,0,0,18,12,0,0,2020
M Mohammed,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,45,24,0,0,0,2,0,0,6,6,39,18,2020
G Periyaswamy,1244387.json,2021-01-18,2020/21,Eden Gardens,Tamil Nadu,Bengal,Tamil Nadu,17,12,1,1,0,1,0,0,0,0,17,12,2020
Arnab Nandi,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,33,24,1,1,0,11,15,12,18,12,0,0,2020
IC Porel,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,23,18,0,0,0,7,10,12,0,0,13,6,2020
Mukesh Kumar,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,34,24,1,1,0,10,5,6,20,12,9,6,2020
Akash Deep,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,29,18,0,1,0,5,8,6,21,12,0,0,2020
Shahbaz Ahmed,1244387.json,2021-01-18,2020/21,Eden Gardens,Bengal,Tamil Nadu,Tamil Nadu,48,24,0,0,0,4,0,0,29,18,19,6,2020
RR Singh,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Goa,Delhi,Delhi,17,20,1,1,0,11,12,18,0,0,5,2,2015
SS Bandekar,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Goa,Delhi,Delhi,25,18,1,1,0,10,16,12,0,0,9,6,2015
Lakshay Garg,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Goa,Delhi,Delhi,5,12,2,0,0,8,3,6,2,6,0,0,2015
Deepraj Gaonkar,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Goa,Delhi,Delhi,4,6,0,0,0,2,0,0,4,6,0,0,2015
SB Jakati,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Goa,Delhi,Delhi,21,24,5,2,0,17,0,0,21,24,0,0,2015
Srinivas Fadte,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Goa,Delhi,Delhi,12,12,0,0,0,6,0,0,7,6,5,6,2015
Darshan Misal,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Goa,Delhi,Delhi,7,24,0,0,0,17,0,0,5,12,2,12,2015
P Awana,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Delhi,Goa,Delhi,21,24,3,0,0,13,14,12,4,6,3,6,2015
PJ Sangwan,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Delhi,Goa,Delhi,12,24,1,0,0,16,9,18,3,6,0,0,2015
Shivam Sharma,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Delhi,Goa,Delhi,18,12,0,0,0,3,13,6,5,6,0,0,2015
P Negi,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Delhi,Goa,Delhi,14,24,1,1,0,14,0,0,8,18,6,6,2015
Suboth Bhati,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Delhi,Goa,Delhi,14,24,1,0,0,16,0,0,11,18,3,6,2015
Akash Sudan,902219.json,2016-01-09,2015/16,Motibaug Cricket Ground,Delhi,Goa,Delhi,10,12,2,0,0,10,0,0,0,0,10,12,2015
Pankaj Rao,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Chhattisgarh,Himachal,Chhattisgarh,18,18,1,0,0,10,8,12,0,0,10,6,2019
Puneet Datey,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Chhattisgarh,Himachal,Chhattisgarh,25,24,3,2,0,13,11,12,0,0,14,12,2019
Shashank Singh,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Chhattisgarh,Himachal,Chhattisgarh,22,24,1,1,0,11,2,6,12,12,8,6,2019
Shakeeb Ahmed,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Chhattisgarh,Himachal,Chhattisgarh,15,6,0,0,0,1,15,6,0,0,0,0,2019
Shubham Singh,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Chhattisgarh,Himachal,Chhattisgarh,25,24,0,0,0,10,0,0,25,24,0,0,2019
Ajay Mandal,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Chhattisgarh,Himachal,Chhattisgarh,18,24,3,0,0,13,0,0,14,18,4,6,2019
Kanwar Abhinay,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Himachal,Chhattisgarh,Chhattisgarh,35,18,0,0,0,6,18,12,0,0,17,6,2019
Pankaj Jaswal,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Himachal,Chhattisgarh,Chhattisgarh,14,13,0,0,0,7,12,12,0,0,2,1,2019
Ayush Jamwal,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Himachal,Chhattisgarh,Chhattisgarh,11,24,2,0,0,14,5,6,6,18,0,0,2019
R Dhawan,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Himachal,Chhattisgarh,Chhattisgarh,25,18,0,0,0,4,9,6,16,12,0,0,2019
P Chopra,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Himachal,Chhattisgarh,Chhattisgarh,16,12,0,1,0,5,0,0,16,12,0,0,2019
Mayank Dagar,1205737.json,2019-11-09,2019/20,"GSSS, Sector 26",Himachal,Chhattisgarh,Chhattisgarh,23,24,0,0,0,8,0,0,11,12,12,12,2019
SZ Mulani,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Mumbai,Delhi,Mumbai,20,24,1,0,0,13,6,12,14,12,0,0,2018
Royston Dias,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Mumbai,Delhi,Mumbai,33,18,0,0,0,4,10,6,23,12,0,0,2018
SN Thakur,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Mumbai,Delhi,Mumbai,43,24,0,3,0,7,18,12,0,0,25,12,2018
TU Deshpande,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Mumbai,Delhi,Mumbai,20,24,4,0,0,13,6,6,0,6,14,12,2018
Shubham Ranjane,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Mumbai,Delhi,Mumbai,6,12,0,0,0,6,0,0,6,12,0,0,2018
Akash Parkar,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Mumbai,Delhi,Mumbai,22,18,1,1,0,6,0,0,11,12,11,6,2018
Navdeep Saini,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Delhi,Mumbai,Mumbai,32,24,1,4,1,11,5,12,11,6,16,6,2018
Varun Sood,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Delhi,Mumbai,Mumbai,33,24,0,0,0,6,18,12,15,12,0,0,2018
Suboth Bhati,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Delhi,Mumbai,Mumbai,36,24,0,0,0,5,4,6,7,6,25,12,2018
P Negi,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Delhi,Mumbai,Mumbai,27,24,0,1,0,7,11,6,8,12,8,6,2018
Pranshu Vijayran,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Delhi,Mumbai,Mumbai,13,12,0,0,0,2,0,0,13,12,0,0,2018
N Rana,1175030.json,2019-03-09,2018/19,Emerald Heights International School Ground,Delhi,Mumbai,Mumbai,7,6,1,0,0,2,0,0,7,6,0,0,2018
Suryakant Pradhan,1244368.json,2021-01-16,2020/21,Eden Gardens,Odisha,Jharkhand,Jharkhand,38,24,0,0,0,9,15,12,10,6,13,6,2020
Sunil Roul,1244368.json,2021-01-16,2020/21,Eden Gardens,Odisha,Jharkhand,Jharkhand,37,18,0,0,0,5,22,12,0,0,15,6,2020
Govinda Poddar,1244368.json,2021-01-16,2020/21,Eden Gardens,Odisha,Jharkhand,Jharkhand,29,24,0,0,0,6,13,6,16,18,0,0,2020
Tarani Sa,1244368.json,2021-01-16,2020/21,Eden Gardens,Odisha,Jharkhand,Jharkhand,37,24,2,0,0,4,4,6,5,6,28,12,2020
Pappu Roy,1244368.json,2021-01-16,2020/21,Eden Gardens,Odisha,Jharkhand,Jharkhand,17,18,1,1,0,8,0,0,17,18,0,0,2020
Ankit Yadav,1244368.json,2021-01-16,2020/21,Eden Gardens,Odisha,Jharkhand,Jharkhand,24,12,1,0,0,2,0,0,16,6,8,6,2020
Monu Kumar,1244368.json,2021-01-16,2020/21,Eden Gardens,Jharkhand,Odisha,Jharkhand,23,18,2,0,0,8,19,12,0,0,4,6,2020
Vivekanand Tiwari,1244368.json,2021-01-16,2020/21,Eden Gardens,Jharkhand,Odisha,Jharkhand,33,18,0,0,0,5,13,6,8,6,12,6,2020
S Nadeem,1244368.json,2021-01-16,2020/21,Eden Gardens,Jharkhand,Odisha,Jharkhand,23,23,2,1,0,7,8,6,14,12,1,5,2020
AS Roy,1244368.json,2021-01-16,2020/21,Eden Gardens,Jharkhand,Odisha,Jharkhand,28,24,0,1,0,7,11,12,17,12,0,0,2020
Bal Krishna,1244368.json,2021-01-16,2020/21,Eden Gardens,Jharkhand,Odisha,Jharkhand,21,24,4,0,0,12,0,0,21,24,0,0,2020
Manisankar Murasingh,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Tripura,Uttar Pradesh,Uttar Pradesh,52,18,0,2,0,4,21,12,0,0,31,6,2018
Rana Dutta,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Tripura,Uttar Pradesh,Uttar Pradesh,33,24,0,1,0,8,9,12,0,0,24,12,2018
TS Saha,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Tripura,Uttar Pradesh,Uttar Pradesh,34,24,2,1,0,6,6,6,28,18,0,0,2018
SS Majumder,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Tripura,Uttar Pradesh,Uttar Pradesh,30,24,1,1,0,6,6,6,10,12,14,6,2018
Kamal Das,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Tripura,Uttar Pradesh,Uttar Pradesh,28,24,1,0,0,5,0,0,28,24,0,0,2018
NN Sen Chowdhary,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Tripura,Uttar Pradesh,Uttar Pradesh,7,6,0,0,0,0,0,0,0,0,7,6,2018
Saurabh Kumar,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Tripura,Uttar Pradesh,32,24,0,0,0,7,10,6,22,18,0,0,2018
AS Rajpoot,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Tripura,Uttar Pradesh,17,24,4,1,0,15,8,12,0,0,9,12,2018
Yash Dayal,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Tripura,Uttar Pradesh,10,6,0,1,0,3,10,6,0,0,0,0,2018
Ankit Chaudhary,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Tripura,Uttar Pradesh,19,24,3,0,0,8,2,6,17,18,0,0,2018
Shiva Singh,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Tripura,Uttar Pradesh,22,18,0,1,0,10,14,6,8,12,0,0,2018
AD Nath,1157141.json,2019-02-24,2018/19,"Airforce Complex ground, Palam II",Uttar Pradesh,Tripura,Uttar Pradesh,26,24,0,0,0,4,0,0,5,6,21,18,2018
Vivekanand Tiwari,1280224.json,2021-11-05,2021/22,Reliance Cricket Stadium,Jharkhand,Himachal,Himachal,23,12,1,0,0,4,11,6,12,6,0,0,2021
S Nadeem,1280224.json,2021-11-05,2021/22,Reliance Cricket Stadium,Jharkhand,Himachal,Himachal,33,24,0,0,0,10,10,6,23,18,0,0,2021
R Shukla,1280224.json,2021-11-05,2021/22,Reliance Cricket Stadium,Jharkhand,Himachal,Himachal,23,24,1,0,0,8,11,12,0,0,12,12,2021
Monu Kumar,1280224.json,2021-11-05,2021/22,Reliance Cricket Stadium,Jharkhand,Himachal,Himachal,31,24,3,0,0,10,12,12,0,0,19,12,2021
Anand Singh,1280224.json,2021-11-05,2021/22,Reliance Cricket Stadium,Jharkhand,Himachal,Himachal,15,12,1,0,0,5,0,0,11,6,4,6,2021
AS Roy,1280224.json,2021-11-05,2021/22,Reliance Cricket Stadium,Jharkhand,Himachal,Himachal,19,24,2,0,0,10,0,0,19,24,0,0,2021
