player,match_file,date,season,venue,team,opponent,winner,runs_conceded,balls_bowled,wickets,wides,noballs,dot_balls,pp_runs,pp_balls,mid_runs,mid_balls,death_runs,death_balls,season_start_year
AS Roy,1205846.json,2019-11-22,2019/20,Lalbhai Contractor Stadium,Jharkhand,Karnataka,Karnataka,14,12,0,0,0,1,0,0,14,12,0,0,2019
RG More,1205846.json,2019-11-22,2019/20,Lalbhai Contractor Stadium,Karnataka,Jharkhand,Karnataka,37,24,0,7,0,12,16,12,0,0,21,12,2019
Vasuki Koushik,1205846.json,2019-11-22,2019/20,Lalbhai Contractor Stadium,Karnataka,Jharkhand,Karnataka,42,24,1,1,1,10,14,12,0,0,28,12,2019
J Suchith,1205846.json,2019-11-22,2019/20,Lalbhai Contractor Stadium,Karnataka,Jharkhand,Karnataka,14,12,1,0,0,4,2,6,12,6,0,0,2019
S Gopal,1205846.json,2019-11-22,2019/20,Lalbhai Contractor Stadium,Karnataka,Jharkhand,Karnataka,30,18,0,1,0,8,8,6,22,12,0,0,2019
P Dubey,1205846.json,2019-11-22,2019/20,Lalbhai Contractor Stadium,Karnataka,Jharkhand,Karnataka,19,24,1,0,0,11,0,0,19,24,0,0,2019
Pavan Deshpande,1205846.json,2019-11-22,2019/20,Lalbhai Contractor Stadium,Karnataka,Jharkhand,Karnataka,34,18,2,0,0,3,0,0,15,12,19,6,2019
Jagjit Singh,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Chandigarh,Uttar Pradesh,Uttar Pradesh,36,24,0,1,0,11,8,12,0,0,28,12,2021
Parmesh Vaidik,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Chandigarh,Uttar Pradesh,Uttar Pradesh,37,24,1,0,0,7,25,18,12,6,0,0,2021
Jaskaran Singh,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Chandigarh,Uttar Pradesh,Uttar Pradesh,27,24,0,0,0,10,1,6,7,6,19,12,2021
Gurinder Singh,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Chandigarh,Uttar Pradesh,Uttar Pradesh,40,24,1,2,0,6,0,0,31,18,9,6,2021
Bhagmender Lather,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Chandigarh,Uttar Pradesh,Uttar Pradesh,25,24,1,1,0,7,0,0,25,24,0,0,2021
AS Rajpoot,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Chandigarh,Uttar Pradesh,26,24,2,0,0,9,12,12,14,12,0,0,2021
Mohsin Khan,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Chandigarh,Uttar Pradesh,23,24,0,1,0,13,4,12,0,0,19,12,2021
Saurabh Kumar,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Chandigarh,Uttar Pradesh,32,24,1,0,0,6,12,6,20,18,0,0,2021
Shivam Mavi,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Chandigarh,Uttar Pradesh,32,24,2,0,0,8,7,6,4,6,21,12,2021
Shivam Sharma,1280211.json,2021-11-04,2021/22,Gurugram Cricket Ground (SRNCC),Uttar Pradesh,Chandigarh,Uttar Pradesh,30,24,0,0,0,7,0,0,27,18,3,6,2021
Gurinder Singh,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Punjab,Tripura,Punjab,13,24,2,0,0,14,1,6,12,12,0,6,2015
Baltej Singh,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Punjab,Tripura,Punjab,12,12,0,0,0,7,12,12,0,0,0,0,2015
S Kaul,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Punjab,Tripura,Punjab,6,12,0,0,0,7,6,12,0,0,0,0,2015
S Ladda,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Punjab,Tripura,Punjab,30,24,3,0,1,14,6,6,24,18,0,0,2015
Harbhajan Singh,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Punjab,Tripura,Punjab,22,24,2,0,0,14,0,0,19,18,3,6,2015
Pargat Singh,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Punjab,Tripura,Punjab,13,12,2,0,0,5,0,0,7,6,6,6,2015
Manisankar Murasingh,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Tripura,Punjab,Punjab,24,24,1,0,0,13,11,18,13,6,0,0,2015
Rana Dutta,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Tripura,Punjab,Punjab,10,18,0,0,0,12,10,18,0,0,0,0,2015
Ajay Sarkar,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Tripura,Punjab,Punjab,18,12,0,0,0,3,0,0,18,12,0,0,2015
CK Paul,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Tripura,Punjab,Punjab,25,24,0,0,0,7,0,0,25,24,0,0,2015
SS Majumder,902191.json,2016-01-07,2015/16,Jawaharlal Nehru Stadium,Tripura,Punjab,Punjab,23,15,0,0,0,3,0,0,18,12,5,3,2015
S Sandeep Warrier,1244330.json,2021-01-12,2020/21,Eden Gardens,Tamil Nadu,Assam,Tamil Nadu,22,18,0,1,0,8,22,18,0,0,0,0,2020
Sonu Yadav,1244330.json,2021-01-12,2020/21,Eden Gardens,Tamil Nadu,Assam,Tamil Nadu,44,24,1,3,0,9,12,12,0,0,32,12,2020
M Mohammed,1244330.json,2021-01-12,2020/21,Eden Gardens,Tamil Nadu,Assam,Tamil Nadu,23,24,2,0,0,9,4,6,4,6,15,12,2020
R Sai Kishore,1244330.json,2021-01-12,2020/21,Eden Gardens,Tamil Nadu,Assam,Tamil Nadu,17,24,2,1,0,15,0,0,17,24,0,0,2020
M Ashwin,1244330.json,2021-01-12,2020/21,Eden Gardens,Tamil Nadu,Assam,Tamil Nadu,16,24,2,0,0,9,0,0,10,18,6,6,2020
B Aparajith,1244330.json,2021-01-12,2020/21,Eden Gardens,Tamil Nadu,Assam,Tamil Nadu,4,6,0,0,0,2,0,0,4,6,0,0,2020
Arup Das,1244330.json,2021-01-12,2020/21,Eden Gardens,Assam,Tamil Nadu,Tamil Nadu,16,12,0,1,0,8,16,12,0,0,0,0,2020
Amlanjyoti Das,1244330.json,2021-01-12,2020/21,Eden Gardens,Assam,Tamil Nadu,Tamil Nadu,27,18,0,1,0,7,14,12,13,6,0,0,2020
Pritam Das,1244330.json,2021-01-12,2020/21,Eden Gardens,Assam,Tamil Nadu,Tamil Nadu,24,12,0,1,0,1,16,6,8,6,0,0,2020
R Parag,1244330.json,2021-01-12,2020/21,Eden Gardens,Assam,Tamil Nadu,Tamil Nadu,24,18,0,0,0,6,3,6,21,12,0,0,2020
Rahul Singh,1244330.json,2021-01-12,2020/21,Eden Gardens,Assam,Tamil Nadu,Tamil Nadu,28,24,0,0,0,8,0,0,28,24,0,0,2020
Rajjakuddin Ahmed,1244330.json,2021-01-12,2020/21,Eden Gardens,Assam,Tamil Nadu,Tamil Nadu,9,6,0,0,0,1,0,0,9,6,0,0,2020
Rajesh Mohanty,1157119.json,2019-02-22,2018/19,Barabati Stadium,Odisha,Haryana,Haryana,23,18,1,3,0,8,23,18,0,0,0,0,2018
Suryakant Pradhan,1157119.json,2019-02-22,2018/19,Barabati Stadium,Odisha,Haryana,Haryana,31,23,3,1,0,8,17,12,0,0,14,11,2018
Pappu Roy,1157119.json,2019-02-22,2018/19,Barabati Stadium,Odisha,Haryana,Haryana,10,24,3,0,0,17,5,6,2,12,3,6,2018
Sarbeswar Mohanty,1157119.json,2019-02-22,2018/19,Barabati Stadium,Odisha,Haryana,Haryana,17,12,0,2,0,5,0,0,17,12,0,0,2018
AS Raut,1157119.json,2019-02-22,2018/19,Barabati Stadium,Odisha,Haryana,Haryana,27,18,0,1,0,6,0,0,27,18,0,0,2018
BB Samantray,1157119.json,2019-02-22,2018/19,Barabati Stadium,Odisha,Haryana,Haryana,11,6,0,0,0,1,0,0,11,6,0,0,2018
Govinda Poddar,1157119.json,2019-02-22,2018/19,Barabati Stadium,Odisha,Haryana,Haryana,22,18,1,0,0,5,0,0,4,6,18,12,2018
AH Hooda,1157119.json,2019-02-22,2018/19,Barabati Stadium,Haryana,Odisha,Haryana,24,24,0,0,0,11,9,12,13,6,2,6,2018
Arun Chaprana,1157119.json,2019-02-22,2018/19,Barabati Stadium,Haryana,Odisha,Haryana,13,24,1,1,0,13,4,12,3,6,6,6,2018
AK Chahal,1157119.json,2019-02-22,2018/19,Barabati Stadium,Haryana,Odisha,Haryana,27,24,2,1,0,8,13,12,14,12,0,0,2018
Sumit Kumar,1157119.json,2019-02-22,2018/19,Barabati Stadium,Haryana,Odisha,Haryana,27,24,1,0,0,8,0,0,18,18,9,6,2018
A Mishra,1157119.json,2019-02-22,2018/19,Barabati Stadium,Haryana,Odisha,Haryana,40,24,0,2,0,8,0,0,13,12,27,12,2018
Sandeep Sharma,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Punjab,Himachal,Punjab,8,24,4,0,0,19,0,12,0,0,8,12,2019
Harpreet Brar,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Punjab,Himachal,Punjab,18,24,2,1,0,13,13,12,5,12,0,0,2019
S Kaul,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Punjab,Himachal,Punjab,25,24,1,0,0,11,5,6,13,6,7,12,2019
Karan Kaila,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Punjab,Himachal,Punjab,19,24,1,0,0,12,6,6,11,12,2,6,2019
M Markande,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Punjab,Himachal,Punjab,17,24,1,0,0,13,0,0,17,24,0,0,2019
Ayush Jamwal,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Himachal,Punjab,Punjab,26,21,1,1,0,12,10,12,16,9,0,0,2019
Kanwar Abhinay,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Himachal,Punjab,Punjab,9,6,0,0,0,3,9,6,0,0,0,0,2019
Pankaj Jaswal,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Himachal,Punjab,Punjab,26,12,1,0,0,5,26,12,0,0,0,0,2019
R Dhawan,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Himachal,Punjab,Punjab,15,6,0,0,0,2,15,6,0,0,0,0,2019
Mayank Dagar,1205780.json,2019-11-12,2019/20,"Cricket Stadium, Sector-16",Himachal,Punjab,Punjab,14,12,0,0,0,4,0,0,14,12,0,0,2019
Cheepurapalli Stephen,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Andhra,Punjab,Punjab,41,24,2,0,0,10,10,12,0,0,31,12,2023
Y Prithvi Raj,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Andhra,Punjab,Punjab,63,24,2,5,0,10,33,12,24,6,6,6,2023
Harishankar Reddy,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Andhra,Punjab,Punjab,66,24,0,3,0,6,7,6,21,6,38,12,2023
Lalith Mohan,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Andhra,Punjab,Punjab,47,24,0,0,0,4,22,6,25,18,0,0,2023
T Vijay,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Andhra,Punjab,Punjab,58,24,2,0,0,3,0,0,58,24,0,0,2023
Abhishek Sharma,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Andhra,Punjab,9,6,0,0,0,2,9,6,0,0,0,0,2023
Arshdeep Singh,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Andhra,Punjab,38,24,1,3,1,10,6,12,11,6,21,6,2023
S Kaul,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Andhra,Punjab,40,24,2,1,0,9,18,12,0,0,22,12,2023
Harpreet Brar,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Andhra,Punjab,18,24,3,0,0,14,0,6,4,12,14,6,2023
M Markande,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Andhra,Punjab,31,18,0,0,0,3,0,0,31,18,0,0,2023
P Dutta,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Andhra,Punjab,25,18,1,0,0,9,0,0,11,12,14,6,2023
Ramandeep Singh,1383460.json,2023-10-17,2023/24,"JSCA International Stadium Complex, Ranchi",Punjab,Andhra,Punjab,9,6,0,1,0,2,0,0,9,6,0,0,2023
Akash Sudan,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Delhi,Baroda,Delhi,51,24,2,1,1,13,12,18,0,0,39,6,2015
P Awana,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Delhi,Baroda,Delhi,29,24,0,0,0,12,19,12,1,6,9,6,2015
Manan Sharma,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Delhi,Baroda,Delhi,17,24,4,0,0,14,5,6,12,18,0,0,2015
P Negi,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Delhi,Baroda,Delhi,25,24,0,1,0,9,0,0,19,18,6,6,2015
Suboth Bhati,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Delhi,Baroda,Delhi,31,24,0,0,0,8,0,0,10,12,21,12,2015
IK Pathan,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Baroda,Delhi,Delhi,37,24,0,2,0,9,11,12,0,0,26,12,2015
MM Patel,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Baroda,Delhi,Delhi,39,24,0,1,0,7,16,12,8,6,15,6,2015
RT Arothe,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Baroda,Delhi,Delhi,19,15,0,0,0,6,10,6,3,6,6,3,2015
HH Pandya,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Baroda,Delhi,Delhi,13,24,3,0,0,15,2,6,9,12,2,6,2015
Swapnil Singh,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Baroda,Delhi,Delhi,32,24,2,1,0,11,0,0,32,24,0,0,2015
Soaeb Tai,902241.json,2016-01-10,2015/16,Reliance Cricket Stadium,Baroda,Delhi,Delhi,16,6,0,0,0,1,0,0,16,6,0,0,2015
