player,total_wickets,total_matches_bowled,total_balls_bowled,total_runs_conceded,total_wides,total_noballs,economy_rate,bowling_average,bowling_strike_rate,avg_wickets_per_match,bowling_consistency,two_plus_hauls,two_plus_haul_rate,bowling_dot_rate,wide_rate,noball_rate,pp_economy,mid_economy,death_economy,pp_wicket_contribution,mid_wicket_contribution,death_wicket_contribution,dominant_phase,bowling_role,wickets_in_wins,wickets_in_losses,team
A Ashish Reddy,18,20,262,400,6,2,9.16,22.22,14.56,0.9,0.79,3,0.15,0.302,0.3,0.1,20.0,8.17,10.04,0.023,0.592,0.385,middle,middle_overs_bowler,1.29,0.69,Sunrisers Hyderabad
A Badoni,4,7,35,50,0,0,8.57,12.5,8.75,0.571,0.79,1,0.143,0.229,0.0,0.0,0.0,10.33,7.12,0.029,0.514,0.457,powerplay,death_bowler,1.0,0.25,Lucknow Super Giants
A Chandila,11,12,234,245,0,0,6.28,22.27,21.27,0.917,1.24,3,0.25,0.44,0.0,0.0,5.79,7.14,6.0,0.615,0.359,0.026,powerplay,powerplay_bowler,1.29,0.4,Rajasthan Royals
A Choudhary,5,5,101,144,6,1,8.55,28.8,20.2,1.0,0.71,1,0.2,0.416,1.2,0.2,7.67,8.49,10.0,0.356,0.406,0.238,powerplay,all_phases_bowler,,1.0,Royal Challengers Bangalore
A Kamboj,20,16,301,477,10,6,9.51,23.85,15.05,1.25,0.93,5,0.312,0.389,0.625,0.375,9.18,10.0,10.29,0.658,0.179,0.163,powerplay,powerplay_bowler,1.83,0.9,Chennai Super Kings
A Kumble,45,42,965,1089,13,5,6.77,24.2,21.44,1.071,1.26,11,0.262,0.388,0.31,0.119,5.0,6.8,7.8,0.112,0.715,0.173,powerplay,middle_overs_bowler,1.55,0.64,Royal Challengers Bangalore
A Mishra,174,162,3371,4193,52,21,7.46,24.1,19.37,1.074,1.07,46,0.284,0.352,0.321,0.13,7.57,7.05,9.57,0.041,0.805,0.155,middle,middle_overs_bowler,1.33,0.85,Delhi Daredevils
A Mithun,7,16,288,477,15,9,9.94,68.14,41.14,0.438,0.63,1,0.062,0.312,0.938,0.562,9.55,9.04,11.92,0.229,0.5,0.271,middle,middle_overs_bowler,0.44,0.43,Royal Challengers Bangalore
A Nehra,106,88,1908,2537,57,9,7.98,23.93,18.0,1.205,1.06,29,0.33,0.418,0.648,0.102,7.61,7.42,9.04,0.573,0.151,0.276,middle,powerplay_bowler,1.54,0.91,Delhi Daredevils
A Nortje,61,49,1120,1740,41,8,9.32,28.52,18.36,1.245,0.95,21,0.429,0.377,0.837,0.163,8.62,8.8,10.31,0.396,0.211,0.393,powerplay,all_phases_bowler,1.57,1.0,Delhi Capitals
A Singh,28,23,473,639,12,1,8.11,22.82,16.89,1.217,1.13,8,0.348,0.4,0.522,0.043,7.0,7.38,10.14,0.558,0.101,0.34,powerplay,powerplay_bowler,1.67,0.73,Rajasthan Royals
A Symonds,20,30,527,694,12,1,7.9,34.7,26.35,0.667,0.8,4,0.133,0.361,0.4,0.033,5.79,7.95,10.63,0.216,0.626,0.157,powerplay,middle_overs_bowler,0.93,0.4,Deccan Chargers
A Zampa,31,22,467,656,8,0,8.43,21.16,15.06,1.409,1.33,7,0.318,0.298,0.364,0.0,6.86,7.89,11.19,0.09,0.719,0.191,powerplay,middle_overs_bowler,1.27,1.55,Rajasthan Royals
AA Chavan,8,13,248,339,7,0,8.2,42.38,31.0,0.615,0.77,2,0.154,0.403,0.538,0.0,6.83,9.53,13.71,0.581,0.363,0.056,powerplay,powerplay_bowler,0.67,0.57,Rajasthan Royals
AA Jhunjhunwala,1,10,85,130,3,0,9.18,130.0,85.0,0.1,0.32,0,0.0,0.318,0.3,0.0,9.4,9.0,12.0,0.353,0.635,0.012,middle,middle_overs_bowler,0.0,0.12,Rajasthan Royals
AB Agarkar,29,42,782,1174,36,2,9.01,40.48,26.97,0.69,0.84,8,0.19,0.325,0.857,0.048,9.83,8.11,10.25,0.23,0.537,0.233,middle,middle_overs_bowler,1.33,0.33,Kolkata Knight Riders
AB Dinda,69,75,1516,2103,59,14,8.32,30.48,21.97,0.92,0.96,18,0.24,0.414,0.787,0.187,7.48,6.65,11.17,0.534,0.194,0.272,middle,powerplay_bowler,1.24,0.72,Kolkata Knight Riders
AB McDonald,11,10,186,263,2,0,8.48,23.91,16.91,1.1,0.88,4,0.4,0.269,0.2,0.0,9.14,7.79,10.2,0.226,0.613,0.161,middle,middle_overs_bowler,1.4,0.8,Delhi Daredevils
AC Thomas,14,15,315,416,10,2,7.92,29.71,22.5,0.933,0.96,4,0.267,0.4,0.667,0.133,6.53,6.75,10.43,0.571,0.076,0.352,powerplay,powerplay_bowler,2.0,0.67,Pune Warriors
AC Voges,0,7,54,76,2,0,8.44,,,0.0,0.0,0,0.0,0.278,0.286,0.0,13.0,7.5,5.0,0.222,0.667,0.111,death,middle_overs_bowler,0.0,0.0,Rajasthan Royals
AD Mascarenhas,19,13,308,365,2,0,7.11,19.21,16.21,1.462,1.45,6,0.462,0.403,0.154,0.0,7.36,6.16,9.69,0.545,0.37,0.084,middle,powerplay_bowler,2.5,1.0,Rajasthan Royals
AD Mathews,27,44,791,1095,15,1,8.31,40.56,29.3,0.614,0.87,4,0.091,0.283,0.341,0.023,8.81,8.06,8.71,0.159,0.645,0.196,middle,middle_overs_bowler,1.07,0.4,Pune Warriors
AD Russell,123,121,1806,2909,66,13,9.66,23.65,14.68,1.017,1.09,33,0.273,0.339,0.545,0.107,8.61,9.29,10.91,0.225,0.45,0.324,powerplay,all_phases_bowler,1.26,0.79,Kolkata Knight Riders
AF Milne,7,10,207,339,9,1,9.83,48.43,29.57,0.7,0.82,2,0.2,0.333,0.9,0.1,9.88,10.0,9.58,0.464,0.261,0.275,death,powerplay_bowler,0.67,0.71,Royal Challengers Bangalore
AG Murtaza,9,12,264,322,5,0,7.32,35.78,29.33,0.75,1.06,3,0.25,0.383,0.417,0.0,4.0,8.0,13.5,0.295,0.614,0.091,powerplay,middle_overs_bowler,1.29,0.0,Mumbai Indians
AJ Finch,1,5,43,67,1,0,9.35,67.0,43.0,0.2,0.45,0,0.0,0.302,0.2,0.0,3.0,11.6,5.14,0.14,0.698,0.163,powerplay,middle_overs_bowler,0.0,0.25,Pune Warriors
AJ Tye,42,30,684,1005,27,3,8.82,23.93,16.29,1.4,1.45,13,0.433,0.304,0.9,0.1,8.12,8.29,9.65,0.281,0.298,0.421,powerplay,death_bowler,1.62,1.24,Kings XI Punjab
AK Markram,6,21,203,303,3,1,8.96,50.5,33.83,0.286,0.56,1,0.048,0.251,0.143,0.048,8.43,9.12,8.73,0.207,0.739,0.054,powerplay,middle_overs_bowler,0.4,0.25,Sunrisers Hyderabad
AL Menaria,3,12,110,144,3,0,7.85,48.0,36.67,0.25,0.62,1,0.083,0.364,0.25,0.0,6.88,5.86,14.4,0.436,0.382,0.182,middle,powerplay_bowler,0.5,0.12,Rajasthan Royals
AM Nayar,9,19,229,323,10,0,8.46,35.89,25.44,0.474,0.77,1,0.053,0.301,0.526,0.0,10.0,8.41,9.0,0.026,0.948,0.026,middle,middle_overs_bowler,0.75,0.27,Mumbai Indians
AM Salvi,7,7,150,205,6,0,8.2,29.29,21.43,1.0,0.82,2,0.286,0.38,0.857,0.0,7.18,8.89,9.2,0.44,0.36,0.2,powerplay,powerplay_bowler,1.0,1.0,Delhi Daredevils
AN Ahmed,12,17,344,515,13,5,8.98,42.92,28.67,0.706,0.77,3,0.176,0.349,0.765,0.294,8.13,7.95,11.54,0.401,0.331,0.267,middle,powerplay_bowler,0.91,0.33,Mumbai Indians
AR Patel,131,164,3405,4252,52,0,7.49,32.46,25.99,0.799,0.82,31,0.189,0.326,0.317,0.0,7.93,7.15,8.95,0.189,0.703,0.109,middle,middle_overs_bowler,1.01,0.62,Delhi Capitals
AS Joseph,21,22,434,707,19,1,9.77,33.67,20.67,0.955,1.36,5,0.227,0.373,0.864,0.045,10.11,9.39,10.08,0.249,0.456,0.295,middle,all_phases_bowler,1.29,0.38,Gujarat Titans
AS Rajpoot,24,29,529,844,28,10,9.57,35.17,22.04,0.828,1.14,5,0.172,0.363,0.966,0.345,9.31,8.48,11.94,0.51,0.297,0.193,middle,powerplay_bowler,0.67,0.94,Kings XI Punjab
AS Raut,0,5,30,45,0,0,9.0,,,0.0,0.0,0,0.0,0.2,0.0,0.0,,10.67,6.5,0.0,0.6,0.4,death,death_bowler,0.0,0.0,Rajasthan Royals
AS Roy,10,14,221,303,18,0,8.23,30.3,22.1,0.714,0.73,2,0.143,0.353,1.286,0.0,9.38,7.5,8.73,0.353,0.597,0.05,middle,middle_overs_bowler,0.8,0.67,Kolkata Knight Riders
Abdul Samad,2,7,57,125,1,0,13.16,62.5,28.5,0.286,0.49,0,0.0,0.211,0.143,0.0,,11.62,21.33,0.0,0.842,0.158,middle,middle_overs_bowler,0.5,0.2,Sunrisers Hyderabad
Abhishek Sharma,11,34,347,531,8,1,9.18,48.27,31.55,0.324,0.64,3,0.088,0.268,0.235,0.029,9.5,8.5,15.65,0.207,0.726,0.066,middle,middle_overs_bowler,0.4,0.26,Sunrisers Hyderabad
Akash Deep,10,14,278,554,20,4,11.96,55.4,27.8,0.714,0.91,2,0.143,0.32,1.429,0.286,11.25,11.16,15.95,0.432,0.41,0.158,middle,powerplay_bowler,1.0,0.33,Royal Challengers Bangalore
Akash Madhwal,24,17,352,598,17,7,10.19,24.92,14.67,1.412,1.62,6,0.353,0.298,1.0,0.412,8.08,10.13,11.47,0.222,0.392,0.386,powerplay,all_phases_bowler,1.89,0.88,Mumbai Indians
Akash Singh,9,10,205,326,3,0,9.54,36.22,22.78,0.9,0.74,2,0.2,0.356,0.3,0.0,9.23,9.5,13.5,0.707,0.234,0.059,powerplay,powerplay_bowler,0.8,1.0,Chennai Super Kings
Anand Rajan,8,8,149,206,12,1,8.3,25.75,18.62,1.0,0.93,1,0.125,0.383,1.5,0.125,6.71,7.18,11.71,0.282,0.443,0.275,powerplay,all_phases_bowler,1.25,0.75,Deccan Chargers
Ankit Sharma,12,21,367,453,8,0,7.41,37.75,30.58,0.571,0.68,2,0.095,0.373,0.381,0.0,6.33,7.64,11.76,0.392,0.54,0.068,powerplay,middle_overs_bowler,0.75,0.53,Deccan Chargers
Ankit Soni,2,6,109,145,3,0,7.98,72.5,54.5,0.333,0.52,0,0.0,0.339,0.5,0.0,3.0,8.12,24.0,0.055,0.936,0.009,powerplay,middle_overs_bowler,0.5,0.25,Gujarat Lions
Anureet Singh,18,22,412,636,11,7,9.26,35.33,22.89,0.818,0.96,6,0.273,0.337,0.5,0.318,7.37,9.7,11.22,0.393,0.291,0.316,powerplay,all_phases_bowler,1.0,0.78,Kings XI Punjab
Arjun Tendulkar,3,5,73,117,9,1,9.62,39.0,24.33,0.6,0.55,0,0.0,0.411,1.8,0.2,6.33,18.0,19.64,0.74,0.11,0.151,powerplay,powerplay_bowler,0.5,0.67,Mumbai Indians
Arshad Khan,12,18,260,502,28,1,11.58,41.83,21.67,0.667,0.77,1,0.056,0.346,1.556,0.056,10.52,10.67,15.43,0.715,0.069,0.215,powerplay,powerplay_bowler,1.0,0.33,Gujarat Titans
Arshdeep Singh,102,86,1822,2796,118,6,9.21,27.41,17.86,1.186,1.14,28,0.326,0.356,1.372,0.07,8.86,8.9,9.85,0.487,0.171,0.341,powerplay,powerplay_bowler,1.38,1.0,Punjab Kings
Ashwani Kumar,11,7,123,234,7,2,11.41,21.27,11.18,1.571,1.27,3,0.429,0.285,1.0,0.286,12.2,8.67,14.62,0.244,0.439,0.317,middle,all_phases_bowler,2.0,1.25,Mumbai Indians
